match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Throw-in,opponent Match Throw-in,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Throw-in,opponent 2nd half Throw-in,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,1st half Goal Kicks,opponent 1st half Goal Kicks,2nd half Goal Kicks,opponent 2nd half Goal Kicks
laliga-2017-2018-2018-01-15-Betis-Leganes,laliga,home,Betis,Leganes,15.01.2018,3,2,2017-2018,75%,25%,16.0,10.0,9.0,6.0,4.0,4.0,3.0,0.0,15.0,13.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,6.0,12.0,15.0,2.0,3.0,84.0,64.0,55.0,36.0,78%,22%,7.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,7.0,5.0,0.0,1.0,1.0,2.0,1.0,4.0,4.0,6.0,0.0,0.0,41.0,34.0,27.0,16.0,72%,28%,9.0,7.0,3.0,4.0,3.0,3.0,3.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,9.0,43.0,30.0,28.0,20.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-19-Getafe-Ath Bilbao,laliga,home,Getafe,Ath Bilbao,19.01.2018,2,2,2017-2018,50%,50%,17.0,7.0,6.0,6.0,4.0,1.0,7.0,0.0,14.0,17.0,6.0,2.0,1.0,3.0,0.0,0.0,4.0,4.0,17.0,12.0,5.0,1.0,95.0,86.0,72.0,53.0,45%,55%,6.0,5.0,4.0,4.0,2.0,1.0,0.0,0.0,8.0,9.0,0.0,2.0,1.0,2.0,3.0,3.0,8.0,7.0,1.0,1.0,48.0,44.0,28.0,32.0,55%,45%,11.0,2.0,2.0,2.0,2.0,0.0,7.0,0.0,6.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,5.0,47.0,42.0,44.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-20-Atl. Madrid-Girona,laliga,home,Atl. Madrid,Girona,20.01.2018,1,1,2017-2018,54%,46%,9.0,6.0,4.0,3.0,2.0,1.0,3.0,2.0,15.0,17.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,3.0,13.0,15.0,4.0,3.0,94.0,104.0,58.0,41.0,51%,49%,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,9.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,9.0,1.0,2.0,49.0,48.0,28.0,16.0,57%,43%,5.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,8.0,6.0,45.0,56.0,30.0,25.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-20-Espanyol-Sevilla,laliga,home,Espanyol,Sevilla,20.01.2018,0,3,2017-2018,55%,45%,9.0,12.0,0.0,7.0,5.0,4.0,4.0,1.0,17.0,18.0,8.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,18.0,14.0,4.0,2.0,104.0,96.0,76.0,59.0,53%,47%,4.0,9.0,0.0,5.0,2.0,3.0,2.0,1.0,8.0,8.0,6.0,0.0,0.0,2.0,3.0,0.0,8.0,6.0,2.0,0.0,49.0,49.0,38.0,29.0,57%,43%,5.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,9.0,10.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,8.0,55.0,47.0,38.0,30.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-20-Las Palmas-Valencia,laliga,home,Las Palmas,Valencia,20.01.2018,2,1,2017-2018,59%,41%,20.0,14.0,6.0,8.0,10.0,2.0,4.0,4.0,18.0,21.0,3.0,6.0,2.0,4.0,0.0,0.0,7.0,4.0,18.0,16.0,2.0,9.0,89.0,83.0,58.0,44.0,54%,46%,5.0,11.0,2.0,7.0,3.0,1.0,0.0,3.0,9.0,13.0,1.0,4.0,1.0,3.0,6.0,1.0,11.0,7.0,0.0,2.0,45.0,46.0,24.0,27.0,64%,36%,15.0,3.0,4.0,1.0,7.0,1.0,4.0,1.0,9.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,7.0,9.0,44.0,37.0,34.0,17.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-20-Villarreal-Levante,laliga,home,Villarreal,Levante,20.01.2018,2,1,2017-2018,58%,42%,18.0,16.0,6.0,4.0,6.0,9.0,6.0,3.0,15.0,20.0,6.0,4.0,7.0,0.0,0.0,0.0,3.0,4.0,14.0,16.0,2.0,2.0,66.0,55.0,60.0,44.0,62%,38%,10.0,8.0,4.0,1.0,5.0,7.0,1.0,0.0,6.0,10.0,3.0,2.0,4.0,0.0,1.0,3.0,6.0,9.0,1.0,1.0,37.0,24.0,33.0,20.0,54%,46%,8.0,8.0,2.0,3.0,1.0,2.0,5.0,3.0,9.0,10.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,8.0,7.0,29.0,31.0,27.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-21-Alaves-Leganes,laliga,home,Alaves,Leganes,21.01.2018,2,2,2017-2018,47%,53%,14.0,8.0,6.0,4.0,4.0,3.0,4.0,1.0,15.0,18.0,4.0,6.0,6.0,1.0,0.0,0.0,2.0,4.0,13.0,14.0,3.0,3.0,96.0,85.0,53.0,50.0,47%,53%,5.0,5.0,2.0,2.0,0.0,3.0,3.0,0.0,8.0,7.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,7.0,0.0,1.0,50.0,50.0,30.0,25.0,47%,53%,9.0,3.0,4.0,2.0,4.0,0.0,1.0,1.0,7.0,11.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,46.0,35.0,23.0,25.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-21-Betis-Barcelona,laliga,home,Betis,Barcelona,21.01.2018,0,5,2017-2018,49%,51%,7.0,14.0,2.0,10.0,4.0,4.0,1.0,0.0,16.0,13.0,4.0,2.0,0.0,7.0,0.0,0.0,5.0,2.0,13.0,9.0,2.0,2.0,83.0,91.0,33.0,51.0,43%,57%,4.0,5.0,1.0,2.0,3.0,3.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,3.0,2.0,1.0,8.0,5.0,0.0,1.0,44.0,49.0,16.0,24.0,55%,45%,3.0,9.0,1.0,8.0,1.0,1.0,1.0,0.0,8.0,5.0,3.0,2.0,0.0,4.0,0.0,0.0,3.0,1.0,5.0,4.0,39.0,42.0,17.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-21-Real Madrid-Dep. La Coruna,laliga,home,Real Madrid,Dep. La Coruna,21.01.2018,7,1,2017-2018,62%,38%,24.0,6.0,13.0,3.0,8.0,3.0,3.0,0.0,12.0,13.0,6.0,1.0,6.0,1.0,0.0,0.0,2.0,6.0,7.0,11.0,0.0,2.0,98.0,66.0,91.0,37.0,68%,32%,12.0,2.0,6.0,2.0,3.0,0.0,3.0,0.0,9.0,7.0,3.0,0.0,3.0,0.0,1.0,4.0,4.0,9.0,0.0,1.0,62.0,34.0,51.0,13.0,56%,44%,12.0,4.0,7.0,1.0,5.0,3.0,0.0,0.0,3.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,36.0,32.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-21-Real Sociedad-Celta Vigo,laliga,home,Real Sociedad,Celta Vigo,21.01.2018,1,2,2017-2018,56%,44%,16.0,10.0,2.0,3.0,6.0,3.0,8.0,4.0,8.0,10.0,8.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,10.0,7.0,1.0,2.0,75.0,68.0,68.0,47.0,55%,45%,8.0,8.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,0.0,1.0,0.0,1.0,1.0,6.0,5.0,0.0,2.0,37.0,33.0,27.0,22.0,57%,43%,8.0,2.0,0.0,1.0,3.0,0.0,5.0,1.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,38.0,35.0,41.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-22-Eibar-Malaga,laliga,home,Eibar,Malaga,22.01.2018,1,1,2017-2018,71%,29%,15.0,10.0,4.0,4.0,8.0,6.0,3.0,0.0,18.0,14.0,8.0,3.0,2.0,7.0,0.0,0.0,3.0,3.0,11.0,11.0,1.0,3.0,134.0,82.0,90.0,44.0,66%,34%,8.0,5.0,1.0,2.0,5.0,3.0,2.0,0.0,7.0,7.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,4.0,0.0,1.0,64.0,44.0,43.0,23.0,76%,24%,7.0,5.0,3.0,2.0,3.0,3.0,1.0,0.0,11.0,7.0,5.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,6.0,7.0,70.0,38.0,47.0,21.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-26-Ath Bilbao-Eibar,laliga,home,Ath Bilbao,Eibar,26.01.2018,1,1,2017-2018,43%,57%,7.0,14.0,1.0,2.0,5.0,8.0,1.0,4.0,15.0,18.0,3.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,15.0,14.0,0.0,0.0,84.0,133.0,37.0,70.0,49%,51%,3.0,6.0,0.0,1.0,2.0,3.0,1.0,2.0,9.0,10.0,2.0,3.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,45.0,63.0,21.0,27.0,37%,63%,4.0,8.0,1.0,1.0,3.0,5.0,0.0,2.0,6.0,8.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,39.0,70.0,16.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-27-Dep. La Coruna-Levante,laliga,home,Dep. La Coruna,Levante,27.01.2018,2,2,2017-2018,42%,58%,8.0,15.0,2.0,4.0,4.0,7.0,2.0,4.0,16.0,13.0,4.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,13.0,14.0,7.0,5.0,75.0,97.0,44.0,93.0,51%,49%,5.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,6.0,3.0,4.0,0.0,2.0,1.0,0.0,6.0,8.0,3.0,2.0,39.0,47.0,26.0,39.0,33%,67%,3.0,11.0,0.0,3.0,2.0,6.0,1.0,2.0,6.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,36.0,50.0,18.0,54.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-27-Malaga-Girona,laliga,home,Malaga,Girona,27.01.2018,0,0,2017-2018,44%,56%,7.0,11.0,1.0,2.0,5.0,5.0,1.0,4.0,9.0,19.0,5.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,18.0,7.0,2.0,1.0,66.0,82.0,56.0,54.0,55%,45%,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,7.0,5.0,1.0,2.0,0.0,1.0,1.0,6.0,3.0,0.0,1.0,38.0,37.0,37.0,18.0,33%,67%,2.0,8.0,0.0,1.0,2.0,4.0,0.0,3.0,6.0,12.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,12.0,4.0,28.0,45.0,19.0,36.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-27-Valencia-Real Madrid,laliga,home,Valencia,Real Madrid,27.01.2018,1,4,2017-2018,43%,57%,11.0,13.0,4.0,7.0,5.0,4.0,2.0,2.0,22.0,20.0,4.0,4.0,2.0,0.0,0.0,0.0,3.0,3.0,20.0,22.0,2.0,3.0,103.0,87.0,53.0,48.0,38%,62%,7.0,6.0,2.0,4.0,3.0,1.0,2.0,1.0,8.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,8.0,8.0,0.0,0.0,47.0,48.0,24.0,27.0,48%,52%,4.0,7.0,2.0,3.0,2.0,3.0,0.0,1.0,14.0,14.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,12.0,14.0,56.0,39.0,29.0,21.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-27-Villarreal-Real Sociedad,laliga,home,Villarreal,Real Sociedad,27.01.2018,4,2,2017-2018,38%,62%,11.0,24.0,7.0,6.0,4.0,9.0,0.0,9.0,7.0,17.0,2.0,9.0,1.0,1.0,0.0,0.0,4.0,3.0,16.0,6.0,1.0,1.0,76.0,112.0,46.0,101.0,44%,56%,7.0,11.0,5.0,2.0,2.0,3.0,0.0,6.0,5.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,45.0,49.0,23.0,50.0,32%,68%,4.0,13.0,2.0,4.0,2.0,6.0,0.0,3.0,2.0,13.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,12.0,1.0,31.0,63.0,23.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-28-Atl. Madrid-Las Palmas,laliga,home,Atl. Madrid,Las Palmas,28.01.2018,3,0,2017-2018,45%,55%,18.0,9.0,7.0,1.0,9.0,4.0,2.0,4.0,12.0,22.0,4.0,1.0,6.0,1.0,0.0,0.0,1.0,4.0,17.0,11.0,1.0,2.0,71.0,90.0,68.0,55.0,52%,48%,6.0,5.0,2.0,1.0,4.0,2.0,0.0,2.0,8.0,11.0,2.0,1.0,3.0,1.0,1.0,2.0,9.0,7.0,0.0,0.0,45.0,48.0,32.0,29.0,38%,62%,12.0,4.0,5.0,0.0,5.0,2.0,2.0,2.0,4.0,11.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,26.0,42.0,36.0,26.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-28-Barcelona-Alaves,laliga,home,Barcelona,Alaves,28.01.2018,2,1,2017-2018,78%,22%,18.0,7.0,12.0,4.0,5.0,1.0,1.0,2.0,21.0,8.0,8.0,1.0,2.0,1.0,0.0,0.0,3.0,10.0,6.0,18.0,0.0,2.0,133.0,79.0,91.0,30.0,80%,20%,6.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,14.0,4.0,4.0,0.0,1.0,1.0,3.0,3.0,3.0,12.0,0.0,2.0,69.0,36.0,45.0,12.0,76%,24%,12.0,3.0,9.0,0.0,3.0,1.0,0.0,2.0,7.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,6.0,64.0,43.0,46.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-28-Leganes-Espanyol,laliga,home,Leganes,Espanyol,28.01.2018,3,2,2017-2018,43%,57%,11.0,12.0,6.0,4.0,3.0,6.0,2.0,2.0,21.0,23.0,1.0,7.0,2.0,2.0,0.0,0.0,2.0,3.0,20.0,19.0,2.0,4.0,80.0,96.0,60.0,71.0,45%,55%,5.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,9.0,11.0,0.0,4.0,1.0,1.0,1.0,3.0,10.0,8.0,0.0,1.0,46.0,53.0,25.0,40.0,41%,59%,6.0,9.0,2.0,3.0,2.0,5.0,2.0,1.0,12.0,12.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,11.0,34.0,43.0,35.0,31.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-28-Sevilla-Getafe,laliga,home,Sevilla,Getafe,28.01.2018,1,1,2017-2018,65%,35%,15.0,7.0,1.0,2.0,11.0,3.0,3.0,2.0,15.0,16.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,12.0,15.0,3.0,3.0,118.0,75.0,101.0,57.0,70%,30%,7.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,7.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,63.0,36.0,52.0,27.0,60%,40%,8.0,5.0,1.0,2.0,8.0,2.0,-1.0,1.0,8.0,8.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,55.0,39.0,49.0,30.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-01-29-Celta Vigo-Betis,laliga,home,Celta Vigo,Betis,29.01.2018,3,2,2017-2018,42%,58%,13.0,7.0,5.0,3.0,4.0,3.0,4.0,1.0,10.0,17.0,7.0,2.0,5.0,2.0,0.0,0.0,1.0,2.0,13.0,8.0,1.0,5.0,103.0,119.0,64.0,72.0,40%,60%,5.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,9.0,2.0,1.0,2.0,1.0,0.0,0.0,7.0,3.0,0.0,2.0,53.0,67.0,27.0,33.0,44%,56%,8.0,5.0,4.0,3.0,2.0,2.0,2.0,0.0,6.0,8.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,6.0,5.0,50.0,52.0,37.0,39.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-02-Real Sociedad-Dep. La Coruna,laliga,home,Real Sociedad,Dep. La Coruna,02.02.2018,5,0,2017-2018,63%,37%,19.0,4.0,8.0,1.0,8.0,2.0,3.0,1.0,15.0,16.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0,3.0,11.0,11.0,0.0,1.0,69.0,63.0,57.0,43.0,69%,31%,10.0,1.0,1.0,0.0,6.0,0.0,3.0,1.0,8.0,8.0,6.0,2.0,1.0,4.0,0.0,0.0,7.0,4.0,0.0,1.0,35.0,31.0,27.0,20.0,57%,43%,9.0,3.0,7.0,1.0,2.0,2.0,0.0,0.0,7.0,8.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,34.0,32.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-03-Alaves-Celta Vigo,laliga,home,Alaves,Celta Vigo,03.02.2018,2,1,2017-2018,26%,74%,9.0,16.0,3.0,4.0,2.0,8.0,4.0,4.0,11.0,15.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,13.0,11.0,3.0,2.0,63.0,83.0,38.0,62.0,25%,75%,8.0,7.0,3.0,2.0,2.0,3.0,3.0,2.0,7.0,7.0,2.0,1.0,1.0,0.0,2.0,1.0,6.0,7.0,0.0,1.0,34.0,47.0,16.0,25.0,27%,73%,1.0,9.0,0.0,2.0,0.0,5.0,1.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,29.0,36.0,22.0,37.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-03-Betis-Villarreal,laliga,home,Betis,Villarreal,03.02.2018,2,1,2017-2018,54%,46%,13.0,12.0,4.0,3.0,4.0,6.0,5.0,3.0,17.0,12.0,2.0,6.0,2.0,5.0,0.0,0.0,2.0,2.0,11.0,12.0,1.0,2.0,113.0,95.0,68.0,62.0,57%,43%,6.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,8.0,7.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,6.0,0.0,2.0,56.0,48.0,40.0,27.0,51%,49%,7.0,7.0,2.0,2.0,3.0,4.0,2.0,1.0,9.0,5.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,5.0,6.0,57.0,47.0,28.0,35.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-03-Eibar-Sevilla,laliga,home,Eibar,Sevilla,03.02.2018,5,1,2017-2018,45%,55%,17.0,11.0,7.0,3.0,6.0,5.0,4.0,3.0,25.0,10.0,5.0,3.0,1.0,4.0,0.0,0.0,2.0,2.0,11.0,20.0,0.0,3.0,117.0,102.0,65.0,38.0,42%,58%,11.0,6.0,5.0,2.0,5.0,2.0,1.0,2.0,11.0,7.0,2.0,1.0,1.0,3.0,1.0,2.0,7.0,8.0,0.0,1.0,48.0,53.0,24.0,15.0,48%,52%,6.0,5.0,2.0,1.0,1.0,3.0,3.0,1.0,14.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,12.0,69.0,49.0,41.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-03-Levante-Real Madrid,laliga,home,Levante,Real Madrid,03.02.2018,2,2,2017-2018,28%,72%,12.0,23.0,4.0,9.0,3.0,6.0,5.0,8.0,10.0,16.0,4.0,6.0,2.0,3.0,0.0,0.0,7.0,2.0,14.0,7.0,3.0,3.0,74.0,112.0,36.0,75.0,25%,75%,4.0,9.0,2.0,3.0,1.0,5.0,1.0,1.0,6.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,4.0,2.0,1.0,32.0,66.0,14.0,30.0,31%,69%,8.0,14.0,2.0,6.0,2.0,1.0,4.0,7.0,4.0,9.0,2.0,5.0,1.0,1.0,0.0,0.0,5.0,1.0,8.0,3.0,42.0,46.0,22.0,45.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-04-Atl. Madrid-Valencia,laliga,home,Atl. Madrid,Valencia,04.02.2018,1,0,2017-2018,49%,51%,14.0,9.0,4.0,0.0,7.0,6.0,3.0,3.0,4.0,20.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,18.0,4.0,1.0,1.0,121.0,119.0,91.0,62.0,49%,51%,9.0,3.0,1.0,0.0,5.0,3.0,3.0,0.0,2.0,11.0,5.0,1.0,1.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,64.0,58.0,52.0,29.0,49%,51%,5.0,6.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,57.0,61.0,39.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-04-Espanyol-Barcelona,laliga,home,Espanyol,Barcelona,04.02.2018,1,1,2017-2018,26%,74%,7.0,12.0,2.0,2.0,2.0,5.0,3.0,5.0,12.0,19.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,15.0,12.0,5.0,3.0,81.0,114.0,44.0,77.0,26%,74%,4.0,7.0,1.0,0.0,1.0,5.0,2.0,2.0,4.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,7.0,4.0,1.0,1.0,43.0,57.0,22.0,34.0,26%,74%,3.0,5.0,1.0,2.0,1.0,0.0,1.0,3.0,8.0,10.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,38.0,57.0,22.0,43.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-04-Getafe-Leganes,laliga,home,Getafe,Leganes,04.02.2018,0,0,2017-2018,50%,50%,11.0,2.0,1.0,1.0,8.0,1.0,2.0,0.0,20.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,20.0,2.0,6.0,85.0,82.0,77.0,67.0,51%,49%,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,2.0,44.0,41.0,40.0,30.0,49%,51%,7.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,11.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,11.0,41.0,41.0,37.0,37.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
