match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Throw-in,opponent Match Throw-in,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Throw-in,opponent 2nd half Throw-in,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,1st half Goal Kicks,opponent 1st half Goal Kicks,2nd half Goal Kicks,opponent 2nd half Goal Kicks
laliga-2017-2018-2018-02-04-Girona-Ath Bilbao,laliga,home,Girona,Ath Bilbao,04.02.2018,2,0,2017-2018,39%,61%,8.0,9.0,3.0,0.0,4.0,8.0,1.0,1.0,18.0,15.0,2.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,13.0,14.0,1.0,1.0,94.0,106.0,61.0,82.0,43%,57%,4.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,8.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,8.0,0.0,0.0,52.0,52.0,29.0,32.0,35%,65%,4.0,6.0,2.0,0.0,2.0,5.0,0.0,1.0,10.0,8.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,7.0,6.0,42.0,54.0,32.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-05-Las Palmas-Malaga,laliga,home,Las Palmas,Malaga,05.02.2018,1,0,2017-2018,66%,34%,11.0,9.0,4.0,3.0,6.0,3.0,1.0,3.0,20.0,11.0,4.0,2.0,0.0,4.0,0.0,0.0,3.0,3.0,11.0,17.0,2.0,3.0,138.0,114.0,86.0,64.0,70%,30%,4.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,10.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,5.0,10.0,1.0,2.0,74.0,46.0,45.0,28.0,62%,38%,7.0,5.0,3.0,3.0,4.0,2.0,0.0,0.0,10.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,6.0,7.0,64.0,68.0,41.0,36.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-09-Ath Bilbao-Las Palmas,laliga,home,Ath Bilbao,Las Palmas,09.02.2018,0,0,2017-2018,54%,46%,11.0,8.0,5.0,2.0,5.0,5.0,1.0,1.0,30.0,25.0,5.0,2.0,6.0,1.0,0.0,0.0,2.0,5.0,20.0,29.0,4.0,4.0,123.0,92.0,76.0,33.0,47%,53%,2.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,14.0,15.0,3.0,0.0,4.0,0.0,0.0,0.0,12.0,14.0,1.0,2.0,63.0,47.0,32.0,12.0,61%,39%,9.0,5.0,5.0,2.0,3.0,3.0,1.0,0.0,16.0,10.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,5.0,8.0,15.0,60.0,45.0,44.0,21.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-10-Leganes-Eibar,laliga,home,Leganes,Eibar,10.02.2018,0,1,2017-2018,43%,57%,2.0,19.0,0.0,6.0,2.0,11.0,0.0,2.0,7.0,19.0,1.0,10.0,6.0,1.0,0.0,0.0,5.0,0.0,14.0,6.0,4.0,2.0,101.0,129.0,42.0,64.0,38%,62%,0.0,7.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,9.0,1.0,5.0,2.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,43.0,67.0,20.0,30.0,48%,52%,2.0,12.0,0.0,5.0,2.0,6.0,0.0,1.0,3.0,10.0,0.0,5.0,4.0,1.0,0.0,0.0,4.0,0.0,7.0,2.0,58.0,62.0,22.0,34.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-10-Malaga-Atl. Madrid,laliga,home,Malaga,Atl. Madrid,10.02.2018,0,1,2017-2018,48%,52%,13.0,5.0,3.0,1.0,8.0,3.0,2.0,1.0,22.0,23.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,22.0,19.0,3.0,2.0,131.0,109.0,79.0,46.0,45%,55%,3.0,5.0,0.0,1.0,2.0,3.0,1.0,1.0,10.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,1.0,51.0,50.0,31.0,27.0,51%,49%,10.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,12.0,13.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,12.0,9.0,80.0,59.0,48.0,19.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-10-Real Madrid-Real Sociedad,laliga,home,Real Madrid,Real Sociedad,10.02.2018,5,2,2017-2018,52%,48%,18.0,8.0,9.0,3.0,6.0,5.0,3.0,0.0,11.0,15.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,11.0,10.0,2.0,1.0,70.0,62.0,53.0,41.0,59%,41%,12.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,4.0,5.0,5.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,41.0,21.0,31.0,12.0,45%,55%,6.0,8.0,3.0,3.0,3.0,5.0,0.0,0.0,7.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,29.0,41.0,22.0,29.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-10-Villarreal-Alaves,laliga,home,Villarreal,Alaves,10.02.2018,1,2,2017-2018,70%,30%,27.0,5.0,6.0,4.0,15.0,1.0,6.0,0.0,17.0,17.0,13.0,2.0,3.0,2.0,0.0,0.0,2.0,5.0,15.0,15.0,4.0,4.0,116.0,74.0,119.0,44.0,70%,30%,9.0,3.0,0.0,3.0,5.0,0.0,4.0,0.0,8.0,7.0,3.0,2.0,1.0,1.0,2.0,0.0,6.0,7.0,1.0,1.0,63.0,39.0,51.0,21.0,70%,30%,18.0,2.0,6.0,1.0,10.0,1.0,2.0,0.0,9.0,10.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,9.0,8.0,53.0,35.0,68.0,23.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-11-Barcelona-Getafe,laliga,home,Barcelona,Getafe,11.02.2018,0,0,2017-2018,79%,21%,12.0,10.0,6.0,1.0,3.0,6.0,3.0,3.0,16.0,14.0,9.0,3.0,7.0,3.0,0.0,0.0,1.0,6.0,7.0,13.0,2.0,3.0,120.0,63.0,101.0,34.0,77%,23%,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,7.0,2.0,1.0,3.0,3.0,0.0,0.0,4.0,7.0,0.0,1.0,68.0,32.0,45.0,16.0,81%,19%,10.0,8.0,6.0,1.0,3.0,5.0,1.0,2.0,6.0,7.0,7.0,2.0,4.0,0.0,0.0,0.0,1.0,6.0,3.0,6.0,52.0,31.0,56.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-11-Celta Vigo-Espanyol,laliga,home,Celta Vigo,Espanyol,11.02.2018,2,2,2017-2018,72%,28%,18.0,3.0,7.0,2.0,5.0,0.0,6.0,1.0,16.0,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,16.0,3.0,4.0,105.0,70.0,92.0,30.0,71%,29%,9.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,6.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,1.0,46.0,36.0,47.0,19.0,73%,27%,9.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,10.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,59.0,34.0,45.0,11.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-11-Sevilla-Girona,laliga,home,Sevilla,Girona,11.02.2018,1,0,2017-2018,54%,46%,13.0,14.0,4.0,6.0,6.0,4.0,3.0,4.0,19.0,18.0,7.0,2.0,6.0,1.0,0.0,0.0,6.0,3.0,13.0,19.0,2.0,2.0,123.0,113.0,74.0,72.0,60%,40%,5.0,9.0,1.0,3.0,4.0,4.0,0.0,2.0,9.0,10.0,2.0,1.0,5.0,0.0,3.0,1.0,6.0,10.0,2.0,2.0,55.0,56.0,31.0,37.0,48%,52%,8.0,5.0,3.0,3.0,2.0,0.0,3.0,2.0,10.0,8.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,7.0,9.0,68.0,57.0,43.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-11-Valencia-Levante,laliga,home,Valencia,Levante,11.02.2018,3,1,2017-2018,59%,41%,18.0,5.0,8.0,1.0,8.0,1.0,2.0,3.0,21.0,12.0,7.0,9.0,2.0,3.0,0.0,0.0,0.0,5.0,10.0,19.0,3.0,4.0,80.0,71.0,66.0,42.0,55%,45%,9.0,2.0,2.0,1.0,5.0,0.0,2.0,1.0,9.0,5.0,6.0,4.0,1.0,3.0,0.0,1.0,4.0,7.0,0.0,1.0,39.0,42.0,32.0,24.0,63%,37%,9.0,3.0,6.0,0.0,3.0,1.0,0.0,2.0,12.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,12.0,41.0,29.0,34.0,18.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-12-Dep. La Coruna-Betis,laliga,home,Dep. La Coruna,Betis,12.02.2018,0,1,2017-2018,38%,62%,16.0,10.0,2.0,4.0,7.0,2.0,7.0,4.0,8.0,22.0,8.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,19.0,7.0,2.0,0.0,76.0,78.0,66.0,54.0,34%,66%,7.0,7.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,13.0,5.0,0.0,0.0,1.0,2.0,1.0,13.0,0.0,1.0,0.0,30.0,34.0,30.0,28.0,42%,58%,9.0,3.0,1.0,2.0,6.0,0.0,2.0,1.0,7.0,9.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,46.0,44.0,36.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-16-Girona-Leganes,laliga,home,Girona,Leganes,16.02.2018,3,0,2017-2018,52%,48%,10.0,10.0,5.0,5.0,5.0,4.0,0.0,1.0,13.0,12.0,4.0,4.0,0.0,4.0,0.0,0.0,5.0,2.0,12.0,10.0,3.0,5.0,95.0,98.0,36.0,46.0,55%,45%,6.0,5.0,3.0,3.0,3.0,2.0,0.0,0.0,5.0,4.0,2.0,2.0,0.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,49.0,49.0,20.0,18.0,49%,51%,4.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,8.0,8.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,8.0,5.0,46.0,49.0,16.0,28.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-17-Alaves-Dep. La Coruna,laliga,home,Alaves,Dep. La Coruna,17.02.2018,1,0,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-17-Eibar-Barcelona,laliga,home,Eibar,Barcelona,17.02.2018,0,2,2017-2018,47%,53%,13.0,10.0,3.0,6.0,8.0,3.0,2.0,1.0,12.0,13.0,6.0,0.0,2.0,6.0,0.0,0.0,4.0,3.0,13.0,6.0,3.0,1.0,163.0,132.0,81.0,43.0,48%,52%,8.0,4.0,2.0,2.0,6.0,1.0,0.0,1.0,6.0,5.0,4.0,0.0,2.0,5.0,1.0,2.0,4.0,1.0,0.0,0.0,85.0,66.0,44.0,18.0,46%,54%,5.0,6.0,1.0,4.0,2.0,2.0,2.0,0.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,9.0,5.0,78.0,66.0,37.0,25.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-17-Las Palmas-Sevilla,laliga,home,Las Palmas,Sevilla,17.02.2018,1,2,2017-2018,55%,45%,11.0,12.0,3.0,6.0,2.0,4.0,6.0,2.0,20.0,22.0,7.0,5.0,7.0,3.0,0.0,0.0,4.0,2.0,15.0,18.0,2.0,3.0,98.0,72.0,74.0,44.0,51%,49%,2.0,8.0,0.0,4.0,0.0,2.0,2.0,2.0,8.0,10.0,2.0,3.0,4.0,1.0,3.0,0.0,6.0,7.0,1.0,1.0,56.0,37.0,39.0,25.0,59%,41%,9.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,12.0,12.0,5.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,9.0,11.0,42.0,35.0,35.0,19.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-17-Malaga-Valencia,laliga,home,Malaga,Valencia,17.02.2018,1,2,2017-2018,33%,67%,9.0,10.0,3.0,3.0,6.0,5.0,0.0,2.0,20.0,19.0,7.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,19.0,18.0,2.0,4.0,75.0,84.0,54.0,47.0,28%,72%,5.0,5.0,2.0,1.0,3.0,3.0,0.0,1.0,9.0,11.0,4.0,1.0,0.0,0.0,1.0,1.0,11.0,9.0,0.0,1.0,33.0,44.0,22.0,27.0,38%,62%,4.0,5.0,1.0,2.0,3.0,2.0,0.0,1.0,11.0,8.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,9.0,42.0,40.0,32.0,20.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-18-Atl. Madrid-Ath Bilbao,laliga,home,Atl. Madrid,Ath Bilbao,18.02.2018,2,0,2017-2018,58%,42%,14.0,4.0,4.0,0.0,6.0,3.0,4.0,1.0,12.0,8.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,3.0,2.0,127.0,84.0,61.0,20.0,57%,43%,5.0,4.0,0.0,0.0,2.0,3.0,3.0,1.0,6.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,2.0,1.0,59.0,36.0,23.0,13.0,59%,41%,9.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,68.0,48.0,38.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-18-Betis-Real Madrid,laliga,home,Betis,Real Madrid,18.02.2018,3,5,2017-2018,57%,43%,20.0,12.0,5.0,9.0,9.0,2.0,6.0,1.0,20.0,7.0,7.0,5.0,0.0,5.0,0.0,0.0,4.0,2.0,7.0,15.0,3.0,5.0,128.0,102.0,78.0,82.0,53%,47%,9.0,5.0,3.0,4.0,4.0,1.0,2.0,0.0,10.0,2.0,6.0,4.0,0.0,3.0,3.0,1.0,2.0,7.0,1.0,1.0,64.0,48.0,39.0,39.0,61%,39%,11.0,7.0,2.0,5.0,5.0,1.0,4.0,1.0,10.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,8.0,64.0,54.0,39.0,43.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-18-Espanyol-Villarreal,laliga,home,Espanyol,Villarreal,18.02.2018,1,1,2017-2018,52%,48%,15.0,8.0,3.0,3.0,10.0,3.0,2.0,2.0,20.0,8.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,2.0,7.0,19.0,1.0,7.0,97.0,103.0,53.0,31.0,47%,53%,3.0,5.0,0.0,1.0,3.0,3.0,0.0,1.0,9.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,1.0,2.0,37.0,61.0,23.0,17.0,57%,43%,12.0,3.0,3.0,2.0,7.0,0.0,2.0,1.0,11.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,60.0,42.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-18-Real Sociedad-Levante,laliga,home,Real Sociedad,Levante,18.02.2018,3,0,2017-2018,68%,32%,13.0,9.0,3.0,1.0,5.0,4.0,5.0,4.0,13.0,13.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,13.0,0.0,2.0,113.0,93.0,66.0,64.0,72%,28%,7.0,3.0,2.0,0.0,2.0,0.0,3.0,3.0,5.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,1.0,63.0,41.0,39.0,26.0,64%,36%,6.0,6.0,1.0,1.0,3.0,4.0,2.0,1.0,8.0,6.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,50.0,52.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-19-Getafe-Celta Vigo,laliga,home,Getafe,Celta Vigo,19.02.2018,3,0,2017-2018,32%,68%,9.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,18.0,22.0,5.0,5.0,1.0,3.0,0.0,0.0,1.0,2.0,21.0,15.0,4.0,3.0,79.0,83.0,48.0,55.0,30%,70%,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,14.0,3.0,3.0,1.0,3.0,1.0,1.0,13.0,3.0,2.0,0.0,40.0,36.0,24.0,26.0,34%,66%,6.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,12.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,39.0,47.0,24.0,29.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-21-Leganes-Real Madrid,laliga,home,Leganes,Real Madrid,21.02.2018,1,3,2017-2018,40%,60%,7.0,13.0,3.0,7.0,3.0,4.0,1.0,2.0,9.0,20.0,6.0,5.0,3.0,2.0,0.0,0.0,4.0,2.0,18.0,7.0,3.0,1.0,78.0,109.0,73.0,83.0,38%,62%,2.0,7.0,2.0,5.0,0.0,2.0,0.0,0.0,4.0,8.0,3.0,2.0,1.0,1.0,3.0,1.0,7.0,3.0,0.0,0.0,35.0,64.0,31.0,38.0,42%,58%,5.0,6.0,1.0,2.0,3.0,2.0,1.0,2.0,5.0,12.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,11.0,4.0,43.0,45.0,42.0,45.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-23-Dep. La Coruna-Espanyol,laliga,home,Dep. La Coruna,Espanyol,23.02.2018,0,0,2017-2018,52%,48%,17.0,9.0,4.0,1.0,13.0,6.0,0.0,2.0,12.0,11.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,9.0,10.0,5.0,1.0,110.0,87.0,62.0,54.0,44%,56%,5.0,4.0,1.0,1.0,4.0,3.0,0.0,0.0,9.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,6.0,2.0,1.0,47.0,47.0,24.0,34.0,60%,40%,12.0,5.0,3.0,0.0,9.0,3.0,0.0,2.0,3.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,63.0,40.0,38.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-24-Barcelona-Girona,laliga,home,Barcelona,Girona,24.02.2018,6,1,2017-2018,62%,38%,21.0,10.0,14.0,4.0,5.0,4.0,2.0,2.0,12.0,15.0,5.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,11.0,11.0,1.0,1.0,99.0,87.0,75.0,56.0,62%,38%,11.0,6.0,7.0,2.0,3.0,3.0,1.0,1.0,5.0,7.0,2.0,1.0,0.0,0.0,1.0,3.0,6.0,4.0,0.0,0.0,35.0,43.0,34.0,35.0,62%,38%,10.0,4.0,7.0,2.0,2.0,1.0,1.0,1.0,7.0,8.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,5.0,5.0,7.0,64.0,44.0,41.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-24-Celta Vigo-Eibar,laliga,home,Celta Vigo,Eibar,24.02.2018,2,0,2017-2018,50%,50%,8.0,15.0,3.0,2.0,5.0,11.0,0.0,2.0,16.0,16.0,3.0,9.0,5.0,0.0,0.0,0.0,2.0,1.0,11.0,16.0,2.0,3.0,88.0,104.0,32.0,63.0,58%,42%,3.0,9.0,1.0,1.0,2.0,6.0,0.0,2.0,8.0,9.0,0.0,7.0,3.0,0.0,1.0,1.0,6.0,8.0,2.0,2.0,39.0,44.0,10.0,33.0,42%,58%,5.0,6.0,2.0,1.0,3.0,5.0,0.0,0.0,8.0,7.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,49.0,60.0,22.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-24-Leganes-Las Palmas,laliga,home,Leganes,Las Palmas,24.02.2018,0,0,2017-2018,43%,57%,11.0,4.0,2.0,1.0,6.0,2.0,3.0,1.0,21.0,26.0,6.0,5.0,3.0,4.0,0.0,0.0,1.0,2.0,22.0,17.0,4.0,5.0,88.0,85.0,65.0,52.0,38%,62%,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,13.0,4.0,3.0,1.0,2.0,0.0,0.0,11.0,5.0,0.0,1.0,38.0,36.0,28.0,30.0,48%,52%,9.0,2.0,2.0,1.0,4.0,1.0,3.0,0.0,14.0,13.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,11.0,12.0,50.0,49.0,37.0,22.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-24-Real Madrid-Alaves,laliga,home,Real Madrid,Alaves,24.02.2018,4,0,2017-2018,64%,36%,25.0,11.0,10.0,5.0,11.0,5.0,4.0,1.0,16.0,12.0,9.0,5.0,3.0,3.0,0.0,0.0,5.0,6.0,9.0,14.0,1.0,2.0,100.0,89.0,86.0,54.0,66%,34%,11.0,4.0,3.0,3.0,6.0,1.0,2.0,0.0,9.0,6.0,3.0,4.0,2.0,0.0,3.0,2.0,4.0,9.0,0.0,2.0,61.0,43.0,45.0,26.0,62%,38%,14.0,7.0,7.0,2.0,5.0,4.0,2.0,1.0,7.0,6.0,6.0,1.0,1.0,3.0,0.0,0.0,2.0,4.0,5.0,5.0,39.0,46.0,41.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2018-02-25-Ath Bilbao-Malaga,laliga,home,Ath Bilbao,Malaga,25.02.2018,2,1,2017-2018,60%,40%,8.0,8.0,6.0,4.0,1.0,3.0,1.0,1.0,22.0,12.0,6.0,4.0,2.0,4.0,0.0,0.0,3.0,4.0,12.0,18.0,3.0,4.0,108.0,80.0,55.0,39.0,72%,28%,5.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,8.0,6.0,4.0,1.0,1.0,2.0,0.0,2.0,5.0,6.0,1.0,1.0,58.0,27.0,36.0,10.0,48%,52%,3.0,6.0,2.0,3.0,0.0,2.0,1.0,1.0,14.0,6.0,2.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,7.0,12.0,50.0,53.0,19.0,29.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
