match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2019-2020-2019-12-26-Crystal Palace-West Ham,premier-league,home,Crystal Palace,West Ham,26.12.2019,2,1,2019-2020,58%,42%,13.0,10.0,4.0,2.0,8.0,5.0,1.0,3.0,11.0,7.0,7.0,6.0,1.0,2.0,1.0,2.0,5.0,10.0,0.0,2.0,557.0,390.0,0.0,0.0,16.0,27.0,127.0,117.0,69.0,60.0,56%,44%,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,3.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,6.0,296.0,226.0,0.0,0.0,12.0,13.0,69.0,64.0,24.0,32.0,60%,40%,10.0,7.0,4.0,1.0,6.0,4.0,0.0,2.0,4.0,4.0,5.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,261.0,164.0,0.0,0.0,4.0,14.0,58.0,53.0,45.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-26-Everton-Burnley,premier-league,home,Everton,Burnley,26.12.2019,1,0,2019-2020,68%,32%,21.0,6.0,5.0,0.0,8.0,6.0,8.0,0.0,14.0,16.0,10.0,2.0,0.0,1.0,0.0,4.0,15.0,14.0,0.0,0.0,521.0,255.0,0.0,0.0,6.0,21.0,144.0,87.0,51.0,21.0,75%,25%,12.0,2.0,2.0,0.0,4.0,2.0,6.0,0.0,7.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0,8.0,7.0,295.0,101.0,0.0,0.0,4.0,5.0,71.0,37.0,26.0,7.0,61%,39%,9.0,4.0,3.0,0.0,4.0,4.0,2.0,0.0,7.0,8.0,3.0,1.0,0.0,1.0,0.0,2.0,7.0,7.0,0.0,0.0,226.0,154.0,0.0,0.0,2.0,16.0,73.0,50.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-26-Leicester-Liverpool,premier-league,home,Leicester,Liverpool,26.12.2019,0,4,2019-2020,41%,59%,3.0,15.0,0.0,6.0,2.0,7.0,1.0,2.0,13.0,7.0,2.0,8.0,6.0,3.0,2.0,0.0,5.0,7.0,1.0,1.0,421.0,590.0,0.0,0.0,16.0,10.0,79.0,145.0,34.0,63.0,41%,59%,0.0,8.0,0.0,3.0,0.0,4.0,0.0,1.0,8.0,5.0,1.0,5.0,4.0,2.0,2.0,0.0,3.0,4.0,211.0,300.0,0.0,0.0,8.0,4.0,34.0,70.0,11.0,28.0,41%,59%,3.0,7.0,0.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,210.0,290.0,0.0,0.0,8.0,6.0,45.0,75.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-26-Manchester Utd-Newcastle,premier-league,home,Manchester Utd,Newcastle,26.12.2019,4,1,2019-2020,73%,27%,22.0,7.0,10.0,2.0,7.0,5.0,5.0,0.0,8.0,11.0,5.0,0.0,1.0,1.0,1.0,6.0,10.0,7.0,2.0,2.0,815.0,295.0,0.0,0.0,17.0,20.0,167.0,78.0,61.0,18.0,70%,30%,13.0,4.0,5.0,2.0,4.0,2.0,4.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,307.0,135.0,0.0,0.0,8.0,12.0,73.0,40.0,29.0,12.0,76%,24%,9.0,3.0,5.0,0.0,3.0,3.0,1.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,2.0,0.0,1.0,508.0,160.0,0.0,0.0,9.0,8.0,94.0,38.0,32.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-26-Sheffield Utd-Watford,premier-league,home,Sheffield Utd,Watford,26.12.2019,1,1,2019-2020,58%,42%,16.0,5.0,4.0,2.0,6.0,2.0,6.0,1.0,12.0,11.0,9.0,1.0,4.0,1.0,1.0,3.0,11.0,8.0,0.0,3.0,517.0,386.0,0.0,0.0,18.0,8.0,127.0,107.0,72.0,34.0,58%,42%,6.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,5.0,291.0,214.0,0.0,0.0,9.0,6.0,68.0,61.0,26.0,13.0,58%,42%,10.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,0.0,3.0,226.0,172.0,0.0,0.0,9.0,2.0,59.0,46.0,46.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-26-Tottenham-Brighton,premier-league,home,Tottenham,Brighton,26.12.2019,2,1,2019-2020,54%,46%,11.0,11.0,5.0,5.0,2.0,5.0,4.0,1.0,8.0,15.0,9.0,2.0,5.0,0.0,4.0,3.0,10.0,9.0,4.0,2.0,494.0,416.0,0.0,0.0,19.0,23.0,114.0,96.0,54.0,55.0,55%,45%,5.0,5.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,8.0,4.0,2.0,3.0,0.0,2.0,1.0,5.0,4.0,243.0,190.0,0.0,0.0,9.0,8.0,49.0,48.0,24.0,29.0,53%,47%,6.0,6.0,4.0,2.0,1.0,4.0,1.0,0.0,4.0,7.0,5.0,0.0,2.0,0.0,2.0,2.0,5.0,5.0,2.0,0.0,251.0,226.0,0.0,0.0,10.0,15.0,65.0,48.0,30.0,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-27-Wolves-Manchester City,premier-league,home,Wolves,Manchester City,27.12.2019,3,2,2019-2020,62%,38%,20.0,7.0,8.0,3.0,5.0,3.0,7.0,1.0,14.0,6.0,3.0,1.0,0.0,1.0,2.0,5.0,7.0,13.0,0.0,1.0,556.0,350.0,0.0,0.0,13.0,15.0,142.0,72.0,97.0,14.0,60%,40%,8.0,4.0,3.0,3.0,1.0,1.0,4.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,6.0,280.0,184.0,0.0,0.0,9.0,6.0,74.0,39.0,39.0,7.0,64%,36%,12.0,3.0,5.0,0.0,4.0,2.0,3.0,1.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,1.0,276.0,166.0,0.0,0.0,4.0,9.0,68.0,33.0,58.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-28-Brighton-Bournemouth,premier-league,home,Brighton,Bournemouth,28.12.2019,2,0,2019-2020,55%,45%,16.0,10.0,6.0,2.0,6.0,3.0,4.0,5.0,11.0,12.0,9.0,2.0,3.0,0.0,2.0,4.0,9.0,11.0,0.0,2.0,496.0,413.0,0.0,0.0,23.0,18.0,110.0,95.0,73.0,36.0,54%,46%,7.0,7.0,2.0,2.0,4.0,2.0,1.0,3.0,5.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,2.0,5.0,262.0,226.0,0.0,0.0,12.0,6.0,48.0,56.0,36.0,29.0,56%,44%,9.0,3.0,4.0,0.0,2.0,1.0,3.0,2.0,6.0,10.0,4.0,0.0,3.0,0.0,0.0,3.0,7.0,6.0,0.0,1.0,234.0,187.0,0.0,0.0,11.0,12.0,62.0,39.0,37.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-28-Burnley-Manchester Utd,premier-league,home,Burnley,Manchester Utd,28.12.2019,0,2,2019-2020,38%,62%,8.0,14.0,1.0,5.0,5.0,3.0,2.0,6.0,10.0,25.0,5.0,4.0,5.0,2.0,3.0,1.0,17.0,10.0,4.0,3.0,295.0,501.0,0.0,0.0,13.0,6.0,75.0,104.0,33.0,59.0,29%,71%,1.0,8.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,12.0,1.0,2.0,3.0,0.0,2.0,0.0,9.0,2.0,118.0,295.0,0.0,0.0,6.0,2.0,30.0,54.0,9.0,32.0,47%,53%,7.0,6.0,1.0,2.0,4.0,1.0,2.0,3.0,8.0,13.0,4.0,2.0,2.0,2.0,1.0,1.0,8.0,8.0,3.0,3.0,177.0,206.0,0.0,0.0,7.0,4.0,45.0,50.0,24.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-28-Newcastle-Everton,premier-league,home,Newcastle,Everton,28.12.2019,1,2,2019-2020,42%,58%,20.0,22.0,5.0,9.0,9.0,7.0,6.0,6.0,14.0,15.0,5.0,8.0,3.0,2.0,7.0,4.0,13.0,13.0,2.0,2.0,311.0,434.0,0.0,0.0,14.0,17.0,99.0,111.0,57.0,48.0,41%,59%,12.0,11.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,8.0,4.0,4.0,1.0,0.0,2.0,3.0,8.0,5.0,167.0,245.0,0.0,0.0,3.0,11.0,49.0,62.0,27.0,20.0,43%,57%,8.0,11.0,2.0,6.0,3.0,4.0,3.0,1.0,9.0,7.0,1.0,4.0,2.0,2.0,5.0,1.0,5.0,8.0,1.0,2.0,144.0,189.0,0.0,0.0,11.0,6.0,50.0,49.0,30.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-28-Norwich-Tottenham,premier-league,home,Norwich,Tottenham,28.12.2019,2,2,2019-2020,41%,59%,5.0,15.0,2.0,7.0,3.0,1.0,0.0,7.0,13.0,14.0,4.0,6.0,3.0,3.0,5.0,1.0,12.0,10.0,3.0,3.0,394.0,554.0,0.0,0.0,22.0,22.0,106.0,151.0,33.0,73.0,52%,48%,5.0,5.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,250.0,229.0,0.0,0.0,9.0,11.0,58.0,71.0,21.0,27.0,30%,70%,0.0,10.0,0.0,5.0,0.0,0.0,0.0,5.0,10.0,7.0,0.0,4.0,2.0,2.0,3.0,0.0,6.0,8.0,2.0,3.0,144.0,325.0,0.0,0.0,13.0,11.0,48.0,80.0,12.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-28-Southampton-Crystal Palace,premier-league,home,Southampton,Crystal Palace,28.12.2019,1,1,2019-2020,60%,40%,14.0,5.0,5.0,2.0,4.0,3.0,5.0,0.0,9.0,15.0,12.0,4.0,2.0,2.0,1.0,4.0,13.0,7.0,1.0,2.0,471.0,334.0,0.0,0.0,20.0,16.0,136.0,87.0,64.0,34.0,59%,41%,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,9.0,4.0,0.0,1.0,1.0,0.0,0.0,8.0,6.0,262.0,189.0,0.0,0.0,14.0,6.0,68.0,42.0,29.0,15.0,61%,39%,12.0,3.0,5.0,2.0,2.0,1.0,5.0,0.0,2.0,6.0,8.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,209.0,145.0,0.0,0.0,6.0,10.0,68.0,45.0,35.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-28-Watford-Aston Villa,premier-league,home,Watford,Aston Villa,28.12.2019,3,0,2019-2020,49%,51%,20.0,11.0,6.0,2.0,5.0,3.0,9.0,6.0,11.0,17.0,6.0,3.0,1.0,3.0,2.0,3.0,16.0,9.0,5.0,1.0,417.0,433.0,0.0,0.0,14.0,11.0,107.0,111.0,61.0,49.0,64%,36%,11.0,3.0,4.0,1.0,3.0,0.0,4.0,2.0,7.0,8.0,4.0,2.0,1.0,1.0,1.0,3.0,7.0,6.0,294.0,163.0,0.0,0.0,5.0,5.0,65.0,40.0,45.0,10.0,34%,66%,9.0,8.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,9.0,2.0,1.0,0.0,2.0,1.0,0.0,9.0,3.0,5.0,1.0,123.0,270.0,0.0,0.0,9.0,6.0,42.0,71.0,16.0,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-28-West Ham-Leicester,premier-league,home,West Ham,Leicester,28.12.2019,1,2,2019-2020,43%,57%,14.0,13.0,4.0,8.0,5.0,2.0,5.0,3.0,7.0,17.0,5.0,5.0,2.0,3.0,6.0,3.0,16.0,4.0,4.0,1.0,383.0,523.0,0.0,0.0,24.0,11.0,114.0,119.0,45.0,47.0,40%,60%,9.0,6.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,2.0,201.0,291.0,0.0,0.0,7.0,3.0,63.0,66.0,16.0,19.0,46%,54%,5.0,7.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,10.0,3.0,3.0,1.0,1.0,3.0,1.0,9.0,2.0,3.0,1.0,182.0,232.0,0.0,0.0,17.0,8.0,51.0,53.0,29.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-29-Arsenal-Chelsea,premier-league,home,Arsenal,Chelsea,29.12.2019,1,2,2019-2020,42%,58%,7.0,13.0,2.0,4.0,5.0,6.0,0.0,3.0,20.0,15.0,2.0,3.0,2.0,1.0,2.0,1.0,13.0,19.0,5.0,4.0,427.0,577.0,0.0,0.0,16.0,17.0,94.0,143.0,32.0,62.0,47%,53%,5.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,13.0,6.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,13.0,267.0,299.0,0.0,0.0,3.0,7.0,58.0,70.0,17.0,20.0,37%,63%,2.0,10.0,0.0,3.0,2.0,4.0,0.0,3.0,7.0,9.0,0.0,2.0,1.0,1.0,1.0,0.0,8.0,6.0,4.0,1.0,160.0,278.0,0.0,0.0,13.0,10.0,36.0,73.0,15.0,42.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-29-Liverpool-Wolves,premier-league,home,Liverpool,Wolves,29.12.2019,1,0,2019-2020,63%,37%,10.0,10.0,3.0,2.0,4.0,5.0,3.0,3.0,8.0,9.0,5.0,6.0,2.0,5.0,2.0,2.0,7.0,3.0,1.0,0.0,607.0,352.0,0.0,0.0,19.0,23.0,160.0,79.0,60.0,47.0,71%,29%,8.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,5.0,6.0,2.0,3.0,2.0,4.0,0.0,2.0,4.0,1.0,352.0,142.0,0.0,0.0,7.0,5.0,91.0,28.0,32.0,18.0,55%,45%,2.0,9.0,0.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,255.0,210.0,0.0,0.0,12.0,18.0,69.0,51.0,28.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-29-Manchester City-Sheffield Utd,premier-league,home,Manchester City,Sheffield Utd,29.12.2019,2,0,2019-2020,72%,28%,16.0,8.0,4.0,0.0,6.0,6.0,6.0,2.0,11.0,6.0,8.0,5.0,1.0,5.0,0.0,2.0,5.0,6.0,1.0,1.0,863.0,314.0,0.0,0.0,10.0,15.0,134.0,82.0,67.0,41.0,75%,25%,7.0,5.0,0.0,0.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,435.0,137.0,0.0,0.0,4.0,4.0,76.0,28.0,52.0,20.0,69%,31%,9.0,3.0,4.0,0.0,3.0,2.0,2.0,1.0,8.0,3.0,3.0,1.0,0.0,3.0,0.0,2.0,3.0,5.0,1.0,1.0,428.0,177.0,0.0,0.0,6.0,11.0,58.0,54.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-Arsenal-Manchester Utd,premier-league,home,Arsenal,Manchester Utd,01.01.2020,2,0,2019-2020,49%,51%,10.0,10.0,4.0,4.0,5.0,3.0,1.0,3.0,15.0,11.0,1.0,4.0,0.0,0.0,4.0,2.0,11.0,15.0,2.0,0.0,513.0,542.0,0.0,0.0,19.0,12.0,104.0,121.0,38.0,58.0,58%,42%,7.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,8.0,325.0,236.0,0.0,0.0,7.0,7.0,60.0,45.0,27.0,11.0,40%,60%,3.0,8.0,1.0,2.0,1.0,3.0,1.0,3.0,7.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,7.0,1.0,0.0,188.0,306.0,0.0,0.0,12.0,5.0,44.0,76.0,11.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-Brighton-Chelsea,premier-league,home,Brighton,Chelsea,01.01.2020,1,1,2019-2020,48%,52%,16.0,16.0,5.0,5.0,4.0,4.0,7.0,7.0,18.0,8.0,5.0,3.0,0.0,3.0,4.0,4.0,8.0,15.0,2.0,3.0,484.0,537.0,0.0,0.0,20.0,25.0,113.0,137.0,64.0,35.0,48%,52%,7.0,6.0,1.0,2.0,2.0,2.0,4.0,2.0,7.0,5.0,4.0,2.0,0.0,1.0,1.0,1.0,5.0,6.0,249.0,273.0,0.0,0.0,11.0,17.0,54.0,72.0,24.0,14.0,48%,52%,9.0,10.0,4.0,3.0,2.0,2.0,3.0,5.0,11.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,9.0,2.0,3.0,235.0,264.0,0.0,0.0,9.0,8.0,59.0,65.0,40.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-Burnley-Aston Villa,premier-league,home,Burnley,Aston Villa,01.01.2020,1,2,2019-2020,62%,38%,21.0,11.0,1.0,6.0,14.0,3.0,6.0,2.0,10.0,13.0,8.0,4.0,2.0,1.0,4.0,0.0,12.0,10.0,1.0,1.0,506.0,327.0,0.0,0.0,7.0,13.0,129.0,71.0,84.0,25.0,47%,53%,5.0,6.0,0.0,4.0,3.0,1.0,2.0,1.0,7.0,8.0,1.0,4.0,1.0,1.0,2.0,0.0,7.0,6.0,182.0,211.0,0.0,0.0,1.0,8.0,53.0,43.0,29.0,15.0,77%,23%,16.0,5.0,1.0,2.0,11.0,2.0,4.0,1.0,3.0,5.0,7.0,0.0,1.0,0.0,2.0,0.0,5.0,4.0,1.0,1.0,324.0,116.0,0.0,0.0,6.0,5.0,76.0,28.0,55.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-Manchester City-Everton,premier-league,home,Manchester City,Everton,01.01.2020,2,1,2019-2020,65%,35%,16.0,7.0,7.0,2.0,7.0,3.0,2.0,2.0,13.0,14.0,3.0,6.0,3.0,1.0,1.0,5.0,11.0,11.0,0.0,4.0,777.0,401.0,0.0,0.0,10.0,14.0,155.0,97.0,48.0,35.0,65%,35%,7.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,4.0,8.0,2.0,2.0,3.0,0.0,1.0,3.0,5.0,3.0,380.0,200.0,0.0,0.0,5.0,8.0,69.0,45.0,28.0,10.0,65%,35%,9.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,9.0,6.0,1.0,4.0,0.0,1.0,0.0,2.0,6.0,8.0,0.0,3.0,397.0,201.0,0.0,0.0,5.0,6.0,86.0,52.0,20.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-Newcastle-Leicester,premier-league,home,Newcastle,Leicester,01.01.2020,0,3,2019-2020,23%,77%,5.0,16.0,2.0,9.0,2.0,5.0,1.0,2.0,15.0,8.0,4.0,5.0,0.0,4.0,6.0,2.0,8.0,12.0,1.0,1.0,244.0,833.0,0.0,0.0,15.0,17.0,89.0,143.0,23.0,64.0,29%,71%,4.0,9.0,2.0,5.0,1.0,2.0,1.0,2.0,8.0,4.0,3.0,4.0,0.0,1.0,3.0,2.0,4.0,7.0,141.0,355.0,0.0,0.0,9.0,11.0,46.0,72.0,16.0,34.0,17%,83%,1.0,7.0,0.0,4.0,1.0,3.0,0.0,0.0,7.0,4.0,1.0,1.0,0.0,3.0,3.0,0.0,4.0,5.0,0.0,1.0,103.0,478.0,0.0,0.0,6.0,6.0,43.0,71.0,7.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-Norwich-Crystal Palace,premier-league,home,Norwich,Crystal Palace,01.01.2020,1,1,2019-2020,41%,59%,15.0,12.0,4.0,3.0,8.0,4.0,3.0,5.0,10.0,14.0,2.0,5.0,2.0,1.0,2.0,3.0,12.0,9.0,5.0,0.0,362.0,521.0,0.0,0.0,30.0,16.0,94.0,144.0,36.0,73.0,45%,55%,9.0,5.0,3.0,1.0,5.0,0.0,1.0,4.0,4.0,7.0,0.0,2.0,2.0,0.0,1.0,2.0,5.0,4.0,229.0,271.0,0.0,0.0,14.0,7.0,54.0,67.0,24.0,36.0,37%,63%,6.0,7.0,1.0,2.0,3.0,4.0,2.0,1.0,6.0,7.0,2.0,3.0,0.0,1.0,1.0,1.0,7.0,5.0,4.0,0.0,133.0,250.0,0.0,0.0,16.0,9.0,40.0,77.0,12.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-Southampton-Tottenham,premier-league,home,Southampton,Tottenham,01.01.2020,1,0,2019-2020,41%,59%,12.0,11.0,3.0,5.0,4.0,2.0,5.0,4.0,10.0,22.0,6.0,9.0,1.0,3.0,5.0,2.0,21.0,8.0,3.0,4.0,343.0,499.0,0.0,0.0,22.0,23.0,116.0,132.0,38.0,45.0,44%,56%,9.0,8.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,8.0,3.0,6.0,0.0,1.0,4.0,2.0,8.0,3.0,189.0,232.0,0.0,0.0,12.0,10.0,66.0,59.0,17.0,21.0,38%,62%,3.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,7.0,14.0,3.0,3.0,1.0,2.0,1.0,0.0,13.0,5.0,3.0,3.0,154.0,267.0,0.0,0.0,10.0,13.0,50.0,73.0,21.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-Watford-Wolves,premier-league,home,Watford,Wolves,01.01.2020,2,1,2019-2020,36%,64%,9.0,16.0,3.0,4.0,4.0,7.0,2.0,5.0,6.0,13.0,4.0,7.0,1.0,0.0,3.0,1.0,12.0,6.0,3.0,1.0,343.0,578.0,0.0,0.0,12.0,22.0,91.0,124.0,40.0,82.0,44%,56%,7.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,5.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0,231.0,288.0,0.0,0.0,5.0,8.0,51.0,58.0,26.0,23.0,27%,73%,2.0,13.0,1.0,3.0,1.0,5.0,0.0,5.0,5.0,8.0,4.0,4.0,0.0,0.0,2.0,0.0,8.0,5.0,2.0,0.0,112.0,290.0,0.0,0.0,7.0,14.0,40.0,66.0,14.0,59.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2020-01-01-West Ham-Bournemouth,premier-league,home,West Ham,Bournemouth,01.01.2020,4,0,2019-2020,43%,57%,14.0,3.0,7.0,2.0,5.0,1.0,2.0,0.0,14.0,4.0,9.0,2.0,1.0,3.0,2.0,3.0,3.0,12.0,1.0,2.0,444.0,618.0,0.0,0.0,23.0,20.0,139.0,116.0,56.0,46.0,36%,64%,6.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,6.0,3.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0,5.0,149.0,290.0,0.0,0.0,14.0,10.0,58.0,60.0,31.0,29.0,50%,50%,8.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,8.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,295.0,328.0,0.0,0.0,9.0,10.0,81.0,56.0,25.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
