match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2019-2020-2019-11-10-Wolves-Aston Villa,premier-league,home,Wolves,Aston Villa,10.11.2019,2,1,2019-2020,49%,51%,17.0,13.0,5.0,4.0,7.0,4.0,5.0,5.0,9.0,17.0,6.0,3.0,0.0,1.0,3.0,3.0,17.0,8.0,4.0,3.0,385.0,375.0,309.0,299.0,13.0,20.0,106.0,113.0,52.0,44.0,51%,49%,8.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,5.0,10.0,1.0,0.0,0.0,1.0,2.0,2.0,10.0,4.0,203.0,180.0,175.0,138.0,5.0,12.0,53.0,50.0,27.0,13.0,47%,53%,9.0,11.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,7.0,5.0,3.0,0.0,0.0,1.0,1.0,7.0,4.0,3.0,0.0,182.0,195.0,134.0,161.0,8.0,8.0,53.0,63.0,25.0,31.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-23-Arsenal-Southampton,premier-league,home,Arsenal,Southampton,23.11.2019,2,2,2019-2020,61%,39%,12.0,21.0,5.0,6.0,3.0,11.0,4.0,4.0,20.0,14.0,6.0,8.0,2.0,1.0,4.0,3.0,13.0,19.0,6.0,2.0,487.0,316.0,0.0,0.0,26.0,19.0,108.0,93.0,53.0,48.0,60%,40%,3.0,11.0,1.0,2.0,1.0,7.0,1.0,2.0,12.0,9.0,1.0,3.0,1.0,0.0,1.0,0.0,8.0,12.0,264.0,176.0,0.0,0.0,10.0,9.0,52.0,49.0,23.0,23.0,62%,38%,9.0,10.0,4.0,4.0,2.0,4.0,3.0,2.0,8.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,7.0,3.0,1.0,223.0,140.0,0.0,0.0,16.0,10.0,56.0,44.0,30.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-23-Bournemouth-Wolves,premier-league,home,Bournemouth,Wolves,23.11.2019,1,2,2019-2020,47%,53%,9.0,18.0,2.0,8.0,4.0,7.0,3.0,3.0,16.0,10.0,5.0,9.0,0.0,4.0,6.0,1.0,10.0,12.0,4.0,1.0,443.0,509.0,0.0,0.0,8.0,11.0,90.0,111.0,39.0,52.0,47%,53%,2.0,9.0,0.0,3.0,1.0,3.0,1.0,3.0,9.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,9.0,240.0,264.0,0.0,0.0,4.0,4.0,46.0,59.0,18.0,22.0,47%,53%,7.0,9.0,2.0,5.0,3.0,4.0,2.0,0.0,7.0,3.0,5.0,7.0,0.0,4.0,5.0,1.0,3.0,3.0,1.0,0.0,203.0,245.0,0.0,0.0,4.0,7.0,44.0,52.0,21.0,30.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-23-Brighton-Leicester,premier-league,home,Brighton,Leicester,23.11.2019,0,2,2019-2020,53%,47%,7.0,19.0,0.0,9.0,4.0,8.0,3.0,2.0,2.0,10.0,6.0,7.0,2.0,1.0,7.0,0.0,9.0,1.0,2.0,0.0,458.0,418.0,0.0,0.0,11.0,17.0,115.0,81.0,67.0,51.0,43%,57%,1.0,11.0,0.0,2.0,1.0,7.0,0.0,2.0,2.0,8.0,2.0,6.0,2.0,1.0,2.0,0.0,6.0,1.0,195.0,264.0,0.0,0.0,6.0,5.0,53.0,52.0,24.0,32.0,63%,37%,6.0,8.0,0.0,7.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,263.0,154.0,0.0,0.0,5.0,12.0,62.0,29.0,43.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-23-Crystal Palace-Liverpool,premier-league,home,Crystal Palace,Liverpool,23.11.2019,1,2,2019-2020,40%,60%,16.0,12.0,6.0,4.0,7.0,4.0,3.0,4.0,7.0,10.0,9.0,8.0,3.0,0.0,2.0,5.0,8.0,7.0,0.0,1.0,330.0,510.0,0.0,0.0,14.0,24.0,76.0,125.0,45.0,54.0,32%,68%,5.0,4.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,8.0,4.0,5.0,2.0,0.0,0.0,1.0,7.0,3.0,130.0,299.0,0.0,0.0,6.0,12.0,39.0,71.0,20.0,28.0,48%,52%,11.0,8.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,1.0,0.0,2.0,4.0,1.0,4.0,0.0,1.0,200.0,211.0,0.0,0.0,8.0,12.0,37.0,54.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-23-Everton-Norwich,premier-league,home,Everton,Norwich,23.11.2019,0,2,2019-2020,57%,43%,18.0,13.0,7.0,5.0,7.0,3.0,4.0,5.0,11.0,12.0,7.0,7.0,0.0,0.0,3.0,7.0,12.0,11.0,3.0,5.0,401.0,307.0,297.0,216.0,20.0,18.0,97.0,92.0,74.0,39.0,56%,44%,6.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,8.0,7.0,5.0,5.0,0.0,0.0,3.0,2.0,7.0,8.0,193.0,156.0,0.0,0.0,7.0,8.0,42.0,41.0,24.0,21.0,58%,42%,12.0,7.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,4.0,208.0,151.0,297.0,216.0,13.0,10.0,55.0,51.0,50.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-23-Manchester City-Chelsea,premier-league,home,Manchester City,Chelsea,23.11.2019,2,1,2019-2020,47%,53%,15.0,11.0,4.0,2.0,7.0,6.0,4.0,3.0,13.0,7.0,8.0,2.0,3.0,4.0,1.0,2.0,5.0,9.0,1.0,1.0,558.0,644.0,477.0,572.0,15.0,15.0,119.0,101.0,59.0,41.0,45%,55%,9.0,6.0,2.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,289.0,359.0,0.0,0.0,6.0,6.0,66.0,56.0,33.0,23.0,49%,51%,6.0,5.0,2.0,0.0,2.0,3.0,2.0,2.0,10.0,4.0,6.0,1.0,2.0,3.0,0.0,2.0,3.0,7.0,1.0,1.0,269.0,285.0,477.0,572.0,9.0,9.0,53.0,45.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-23-Watford-Burnley,premier-league,home,Watford,Burnley,23.11.2019,0,3,2019-2020,62%,38%,15.0,11.0,4.0,5.0,4.0,3.0,7.0,3.0,15.0,15.0,7.0,5.0,2.0,2.0,2.0,4.0,14.0,13.0,1.0,3.0,396.0,248.0,300.0,157.0,11.0,6.0,84.0,74.0,67.0,30.0,60%,40%,7.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,10.0,8.0,3.0,1.0,2.0,1.0,0.0,2.0,6.0,9.0,194.0,132.0,0.0,0.0,4.0,5.0,41.0,36.0,31.0,18.0,64%,36%,8.0,10.0,2.0,5.0,2.0,3.0,4.0,2.0,5.0,7.0,4.0,4.0,0.0,1.0,2.0,2.0,8.0,4.0,0.0,1.0,202.0,116.0,300.0,157.0,7.0,1.0,43.0,38.0,36.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-23-West Ham-Tottenham,premier-league,home,West Ham,Tottenham,23.11.2019,2,3,2019-2020,47%,53%,11.0,15.0,4.0,6.0,4.0,6.0,3.0,3.0,20.0,16.0,3.0,7.0,4.0,6.0,3.0,2.0,12.0,14.0,3.0,2.0,407.0,471.0,0.0,0.0,18.0,19.0,121.0,117.0,49.0,26.0,35%,65%,2.0,12.0,0.0,4.0,2.0,5.0,0.0,3.0,8.0,9.0,0.0,6.0,2.0,4.0,2.0,0.0,7.0,4.0,172.0,294.0,0.0,0.0,10.0,10.0,51.0,70.0,16.0,21.0,59%,41%,9.0,3.0,4.0,2.0,2.0,1.0,3.0,0.0,12.0,7.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,10.0,1.0,2.0,235.0,177.0,0.0,0.0,8.0,9.0,70.0,47.0,33.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-24-Sheffield Utd-Manchester Utd,premier-league,home,Sheffield Utd,Manchester Utd,24.11.2019,3,3,2019-2020,41%,59%,12.0,11.0,8.0,5.0,1.0,4.0,3.0,2.0,12.0,15.0,6.0,3.0,3.0,1.0,2.0,5.0,13.0,10.0,1.0,2.0,381.0,581.0,275.0,471.0,13.0,10.0,116.0,134.0,64.0,42.0,46%,54%,7.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,7.0,9.0,5.0,1.0,0.0,1.0,1.0,4.0,10.0,5.0,214.0,263.0,159.0,208.0,6.0,7.0,61.0,58.0,37.0,8.0,36%,64%,5.0,10.0,3.0,4.0,1.0,4.0,1.0,2.0,5.0,6.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,5.0,1.0,2.0,167.0,318.0,116.0,263.0,7.0,3.0,55.0,76.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-25-Aston Villa-Newcastle,premier-league,home,Aston Villa,Newcastle,25.11.2019,2,0,2019-2020,62%,38%,17.0,11.0,8.0,5.0,6.0,3.0,3.0,3.0,11.0,11.0,11.0,6.0,1.0,2.0,5.0,6.0,10.0,9.0,1.0,1.0,490.0,296.0,0.0,0.0,15.0,15.0,118.0,101.0,65.0,43.0,68%,32%,7.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,3.0,1.0,0.0,2.0,1.0,4.0,3.0,299.0,138.0,0.0,0.0,9.0,8.0,74.0,40.0,34.0,22.0,52%,48%,10.0,7.0,5.0,3.0,4.0,2.0,1.0,2.0,8.0,6.0,7.0,3.0,0.0,2.0,3.0,5.0,6.0,6.0,1.0,0.0,191.0,158.0,0.0,0.0,6.0,7.0,44.0,61.0,31.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-30-Burnley-Crystal Palace,premier-league,home,Burnley,Crystal Palace,30.11.2019,0,2,2019-2020,43%,57%,15.0,7.0,4.0,2.0,8.0,4.0,3.0,1.0,10.0,14.0,5.0,6.0,1.0,1.0,1.0,4.0,13.0,9.0,2.0,0.0,347.0,464.0,0.0,0.0,20.0,15.0,113.0,114.0,48.0,34.0,34%,66%,2.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,157.0,304.0,0.0,0.0,7.0,10.0,59.0,52.0,14.0,20.0,52%,48%,13.0,3.0,3.0,0.0,8.0,2.0,2.0,1.0,8.0,10.0,5.0,3.0,1.0,0.0,0.0,3.0,9.0,8.0,2.0,0.0,190.0,160.0,0.0,0.0,13.0,5.0,54.0,62.0,34.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-30-Chelsea-West Ham,premier-league,home,Chelsea,West Ham,30.11.2019,0,1,2019-2020,66%,34%,19.0,5.0,6.0,4.0,8.0,1.0,5.0,0.0,16.0,3.0,9.0,3.0,3.0,0.0,3.0,6.0,0.0,16.0,0.0,3.0,671.0,354.0,0.0,0.0,7.0,26.0,169.0,108.0,87.0,41.0,63%,37%,10.0,2.0,3.0,1.0,4.0,1.0,3.0,0.0,7.0,2.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,7.0,325.0,193.0,0.0,0.0,2.0,11.0,66.0,67.0,36.0,17.0,69%,31%,9.0,3.0,3.0,3.0,4.0,0.0,2.0,0.0,9.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,9.0,0.0,3.0,346.0,161.0,0.0,0.0,5.0,15.0,103.0,41.0,51.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-30-Liverpool-Brighton,premier-league,home,Liverpool,Brighton,30.11.2019,2,1,2019-2020,45%,55%,15.0,12.0,7.0,5.0,5.0,4.0,3.0,3.0,16.0,4.0,4.0,5.0,1.0,6.0,4.0,5.0,3.0,10.0,0.0,0.0,482.0,592.0,0.0,0.0,11.0,11.0,104.0,118.0,46.0,51.0,49%,51%,10.0,4.0,6.0,1.0,3.0,2.0,1.0,1.0,10.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,6.0,273.0,272.0,0.0,0.0,4.0,5.0,60.0,52.0,24.0,19.0,41%,59%,5.0,8.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,209.0,320.0,0.0,0.0,7.0,6.0,44.0,66.0,22.0,32.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-30-Newcastle-Manchester City,premier-league,home,Newcastle,Manchester City,30.11.2019,2,2,2019-2020,24%,76%,6.0,24.0,3.0,9.0,3.0,8.0,0.0,7.0,9.0,7.0,1.0,10.0,3.0,3.0,7.0,1.0,4.0,6.0,1.0,2.0,238.0,760.0,0.0,0.0,18.0,12.0,67.0,167.0,21.0,96.0,22%,78%,3.0,9.0,2.0,4.0,1.0,3.0,0.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,118.0,412.0,0.0,0.0,8.0,5.0,36.0,88.0,11.0,50.0,26%,74%,3.0,15.0,1.0,5.0,2.0,5.0,0.0,5.0,5.0,3.0,0.0,6.0,1.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,120.0,348.0,0.0,0.0,10.0,7.0,31.0,79.0,10.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-30-Southampton-Watford,premier-league,home,Southampton,Watford,30.11.2019,2,1,2019-2020,64%,36%,11.0,6.0,6.0,3.0,3.0,3.0,2.0,0.0,14.0,8.0,6.0,7.0,2.0,4.0,2.0,4.0,6.0,10.0,1.0,0.0,542.0,304.0,0.0,0.0,16.0,18.0,151.0,80.0,69.0,40.0,69%,31%,5.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,5.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,341.0,150.0,0.0,0.0,6.0,9.0,82.0,38.0,31.0,18.0,59%,41%,6.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,9.0,3.0,4.0,4.0,0.0,3.0,0.0,2.0,3.0,6.0,1.0,0.0,201.0,154.0,0.0,0.0,10.0,9.0,69.0,42.0,38.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-11-30-Tottenham-Bournemouth,premier-league,home,Tottenham,Bournemouth,30.11.2019,3,2,2019-2020,53%,47%,15.0,20.0,5.0,6.0,8.0,8.0,2.0,6.0,12.0,11.0,4.0,8.0,1.0,0.0,4.0,2.0,10.0,12.0,0.0,2.0,514.0,455.0,0.0,0.0,18.0,8.0,134.0,98.0,50.0,53.0,49%,51%,9.0,8.0,2.0,3.0,5.0,4.0,2.0,1.0,3.0,8.0,3.0,2.0,1.0,0.0,3.0,1.0,7.0,3.0,241.0,247.0,0.0,0.0,9.0,6.0,57.0,65.0,31.0,30.0,57%,43%,6.0,12.0,3.0,3.0,3.0,4.0,0.0,5.0,9.0,3.0,1.0,6.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,2.0,273.0,208.0,0.0,0.0,9.0,2.0,77.0,33.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-01-Leicester-Everton,premier-league,home,Leicester,Everton,01.12.2019,2,1,2019-2020,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-01-Manchester Utd-Aston Villa,premier-league,home,Manchester Utd,Aston Villa,01.12.2019,2,2,2019-2020,62%,38%,16.0,9.0,6.0,3.0,7.0,4.0,3.0,2.0,12.0,17.0,9.0,9.0,1.0,4.0,1.0,4.0,16.0,8.0,4.0,1.0,525.0,309.0,0.0,0.0,6.0,22.0,122.0,87.0,67.0,44.0,60%,40%,4.0,5.0,1.0,2.0,3.0,2.0,0.0,1.0,9.0,11.0,2.0,4.0,1.0,4.0,1.0,0.0,10.0,5.0,255.0,160.0,0.0,0.0,5.0,4.0,53.0,37.0,22.0,30.0,64%,36%,12.0,4.0,5.0,1.0,4.0,2.0,3.0,1.0,3.0,6.0,7.0,5.0,0.0,0.0,0.0,4.0,6.0,3.0,2.0,0.0,270.0,149.0,0.0,0.0,1.0,18.0,69.0,50.0,45.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-01-Norwich-Arsenal,premier-league,home,Norwich,Arsenal,01.12.2019,2,2,2019-2020,40%,60%,15.0,16.0,8.0,7.0,5.0,1.0,2.0,8.0,10.0,7.0,7.0,12.0,1.0,0.0,5.0,6.0,8.0,10.0,2.0,1.0,364.0,541.0,0.0,0.0,12.0,16.0,72.0,115.0,34.0,80.0,35%,65%,5.0,7.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,7.0,0.0,0.0,2.0,1.0,5.0,2.0,165.0,288.0,0.0,0.0,6.0,4.0,16.0,60.0,12.0,44.0,45%,55%,10.0,9.0,5.0,4.0,3.0,0.0,2.0,5.0,8.0,4.0,6.0,5.0,1.0,0.0,3.0,5.0,3.0,8.0,0.0,1.0,199.0,253.0,0.0,0.0,6.0,12.0,56.0,55.0,22.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-01-Wolves-Sheffield Utd,premier-league,home,Wolves,Sheffield Utd,01.12.2019,1,1,2019-2020,59%,41%,13.0,9.0,3.0,4.0,4.0,4.0,6.0,1.0,21.0,13.0,7.0,2.0,1.0,3.0,3.0,2.0,12.0,18.0,1.0,5.0,517.0,361.0,0.0,0.0,17.0,19.0,122.0,110.0,63.0,53.0,57%,43%,6.0,3.0,1.0,2.0,1.0,1.0,4.0,0.0,9.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,6.0,8.0,261.0,190.0,0.0,0.0,11.0,7.0,64.0,53.0,31.0,30.0,61%,39%,7.0,6.0,2.0,2.0,3.0,3.0,2.0,1.0,12.0,7.0,4.0,0.0,1.0,2.0,2.0,1.0,6.0,10.0,0.0,3.0,256.0,171.0,0.0,0.0,6.0,12.0,58.0,57.0,32.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-03-Burnley-Manchester City,premier-league,home,Burnley,Manchester City,03.12.2019,1,4,2019-2020,24%,76%,4.0,17.0,2.0,8.0,1.0,4.0,1.0,5.0,8.0,8.0,3.0,6.0,0.0,2.0,4.0,1.0,9.0,6.0,1.0,1.0,241.0,773.0,0.0,0.0,14.0,9.0,79.0,155.0,31.0,78.0,28%,72%,2.0,8.0,0.0,5.0,1.0,1.0,1.0,2.0,7.0,5.0,1.0,4.0,0.0,2.0,4.0,0.0,5.0,5.0,135.0,337.0,0.0,0.0,7.0,4.0,51.0,82.0,18.0,47.0,20%,80%,2.0,9.0,2.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,106.0,436.0,0.0,0.0,7.0,5.0,28.0,73.0,13.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-03-Crystal Palace-Bournemouth,premier-league,home,Crystal Palace,Bournemouth,03.12.2019,1,0,2019-2020,31%,69%,7.0,6.0,2.0,3.0,3.0,2.0,2.0,1.0,14.0,8.0,6.0,9.0,1.0,0.0,3.0,1.0,6.0,15.0,3.0,3.0,258.0,572.0,0.0,0.0,14.0,27.0,76.0,123.0,49.0,86.0,41%,59%,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,6.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,6.0,171.0,247.0,0.0,0.0,9.0,6.0,49.0,59.0,29.0,34.0,21%,79%,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,2.0,7.0,1.0,0.0,1.0,1.0,4.0,9.0,3.0,3.0,87.0,325.0,0.0,0.0,5.0,21.0,27.0,64.0,20.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-04-Chelsea-Aston Villa,premier-league,home,Chelsea,Aston Villa,04.12.2019,2,1,2019-2020,64%,36%,25.0,9.0,9.0,3.0,6.0,1.0,10.0,5.0,11.0,18.0,9.0,5.0,0.0,1.0,2.0,7.0,18.0,10.0,2.0,1.0,644.0,347.0,0.0,0.0,13.0,21.0,137.0,115.0,68.0,35.0,64%,36%,9.0,3.0,4.0,2.0,3.0,0.0,2.0,1.0,5.0,11.0,3.0,3.0,0.0,1.0,1.0,3.0,11.0,4.0,330.0,178.0,0.0,0.0,7.0,10.0,79.0,56.0,35.0,18.0,64%,36%,16.0,6.0,5.0,1.0,3.0,1.0,8.0,4.0,6.0,7.0,6.0,2.0,0.0,0.0,1.0,4.0,7.0,6.0,1.0,1.0,314.0,169.0,0.0,0.0,6.0,11.0,58.0,59.0,33.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-04-Leicester-Watford,premier-league,home,Leicester,Watford,04.12.2019,2,0,2019-2020,63%,37%,12.0,4.0,6.0,1.0,4.0,1.0,2.0,2.0,16.0,15.0,7.0,2.0,3.0,1.0,1.0,4.0,13.0,16.0,3.0,2.0,568.0,324.0,0.0,0.0,11.0,17.0,116.0,124.0,60.0,51.0,68%,32%,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,9.0,8.0,2.0,1.0,3.0,1.0,0.0,1.0,6.0,8.0,327.0,146.0,0.0,0.0,5.0,9.0,66.0,56.0,31.0,20.0,58%,42%,9.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,7.0,7.0,5.0,1.0,0.0,0.0,1.0,3.0,7.0,8.0,1.0,2.0,241.0,178.0,0.0,0.0,6.0,8.0,50.0,68.0,29.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-12-04-Liverpool-Everton,premier-league,home,Liverpool,Everton,04.12.2019,5,2,2019-2020,59%,41%,11.0,12.0,5.0,4.0,3.0,7.0,3.0,1.0,20.0,16.0,5.0,6.0,3.0,3.0,2.0,0.0,13.0,17.0,1.0,2.0,496.0,326.0,0.0,0.0,15.0,18.0,98.0,99.0,49.0,44.0,57%,43%,5.0,8.0,4.0,2.0,1.0,5.0,0.0,1.0,8.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,8.0,7.0,248.0,165.0,0.0,0.0,7.0,10.0,42.0,50.0,20.0,28.0,61%,39%,6.0,4.0,1.0,2.0,2.0,2.0,3.0,0.0,12.0,8.0,4.0,3.0,3.0,2.0,2.0,0.0,5.0,10.0,0.0,1.0,248.0,161.0,0.0,0.0,8.0,8.0,56.0,49.0,29.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
