match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
laliga-2018-2019-2018-08-24-Getafe-Eibar,laliga,home,Getafe,Eibar,24.08.2018,2,0,2018-2019,36%,64%,7.0,9.0,4.0,0.0,3.0,8.0,0.0,1.0,16.0,16.0,5.0,5.0,2.0,5.0,0.0,2.0,14.0,11.0,2.0,1.0,232.0,415.0,120.0,269.0,11.0,19.0,83.0,153.0,29.0,40.0,34%,66%,2.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,8.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,6.0,113.0,222.0,58.0,151.0,1.0,6.0,39.0,72.0,15.0,21.0,38%,62%,5.0,5.0,3.0,0.0,2.0,4.0,0.0,1.0,8.0,10.0,3.0,3.0,0.0,3.0,0.0,2.0,10.0,5.0,1.0,1.0,119.0,193.0,62.0,118.0,10.0,13.0,44.0,81.0,14.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-24-Leganes-Real Sociedad,laliga,home,Leganes,Real Sociedad,24.08.2018,2,2,2018-2019,67%,33%,18.0,7.0,5.0,6.0,9.0,1.0,4.0,0.0,12.0,15.0,5.0,0.0,3.0,3.0,4.0,3.0,12.0,9.0,1.0,2.0,579.0,304.0,475.0,201.0,10.0,17.0,137.0,90.0,86.0,17.0,68%,32%,5.0,4.0,1.0,4.0,3.0,0.0,1.0,0.0,6.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,5.0,321.0,154.0,264.0,101.0,6.0,7.0,68.0,42.0,32.0,9.0,66%,34%,13.0,3.0,4.0,2.0,6.0,1.0,3.0,0.0,6.0,11.0,4.0,0.0,3.0,2.0,2.0,2.0,8.0,4.0,1.0,2.0,258.0,150.0,211.0,100.0,4.0,10.0,69.0,48.0,54.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-25-Alaves-Betis,laliga,home,Alaves,Betis,25.08.2018,0,0,2018-2019,32%,68%,16.0,11.0,4.0,4.0,8.0,3.0,4.0,4.0,18.0,19.0,5.0,6.0,1.0,4.0,4.0,4.0,18.0,14.0,3.0,1.0,258.0,553.0,186.0,476.0,19.0,11.0,82.0,109.0,44.0,35.0,32%,68%,4.0,6.0,0.0,2.0,3.0,2.0,1.0,2.0,7.0,12.0,1.0,4.0,1.0,2.0,2.0,0.0,11.0,5.0,120.0,261.0,80.0,223.0,10.0,2.0,39.0,58.0,15.0,12.0,32%,68%,12.0,5.0,4.0,2.0,5.0,1.0,3.0,2.0,11.0,7.0,4.0,2.0,0.0,2.0,2.0,4.0,7.0,9.0,2.0,0.0,138.0,292.0,106.0,253.0,9.0,9.0,43.0,51.0,29.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-25-Atl. Madrid-Rayo Vallecano,laliga,home,Atl. Madrid,Rayo Vallecano,25.08.2018,1,0,2018-2019,47%,53%,9.0,13.0,2.0,3.0,5.0,8.0,2.0,2.0,9.0,11.0,8.0,5.0,4.0,1.0,3.0,1.0,7.0,8.0,1.0,1.0,433.0,496.0,339.0,413.0,31.0,21.0,99.0,122.0,58.0,59.0,55%,45%,4.0,5.0,1.0,0.0,1.0,3.0,2.0,2.0,8.0,5.0,5.0,3.0,3.0,1.0,0.0,1.0,2.0,7.0,240.0,199.0,192.0,161.0,14.0,13.0,59.0,53.0,30.0,23.0,39%,61%,5.0,8.0,1.0,3.0,4.0,5.0,0.0,0.0,1.0,6.0,3.0,2.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,193.0,297.0,147.0,252.0,17.0,8.0,40.0,69.0,28.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-25-Valladolid-Barcelona,laliga,home,Valladolid,Barcelona,25.08.2018,0,1,2018-2019,36%,64%,7.0,10.0,4.0,5.0,3.0,4.0,0.0,1.0,12.0,15.0,6.0,10.0,2.0,1.0,4.0,4.0,13.0,11.0,1.0,1.0,349.0,617.0,322.0,594.0,23.0,9.0,69.0,149.0,47.0,66.0,25%,75%,2.0,7.0,2.0,2.0,0.0,4.0,0.0,1.0,4.0,5.0,2.0,9.0,1.0,0.0,2.0,2.0,4.0,4.0,118.0,348.0,80.0,303.0,9.0,4.0,23.0,96.0,10.0,51.0,47%,53%,5.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,10.0,4.0,1.0,1.0,1.0,2.0,2.0,9.0,7.0,1.0,1.0,231.0,269.0,242.0,291.0,14.0,5.0,46.0,53.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-26-Espanyol-Valencia,laliga,home,Espanyol,Valencia,26.08.2018,2,0,2018-2019,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-26-Girona-Real Madrid,laliga,home,Girona,Real Madrid,26.08.2018,1,4,2018-2019,34%,66%,10.0,20.0,5.0,8.0,3.0,7.0,2.0,5.0,12.0,15.0,4.0,7.0,2.0,1.0,4.0,4.0,13.0,11.0,2.0,3.0,360.0,713.0,275.0,641.0,13.0,12.0,76.0,119.0,40.0,73.0,31%,69%,5.0,10.0,2.0,2.0,1.0,5.0,2.0,3.0,4.0,11.0,3.0,2.0,1.0,1.0,1.0,1.0,10.0,3.0,164.0,361.0,124.0,326.0,4.0,4.0,38.0,58.0,24.0,34.0,37%,63%,5.0,10.0,3.0,6.0,2.0,2.0,0.0,2.0,8.0,4.0,1.0,5.0,1.0,0.0,3.0,3.0,3.0,8.0,1.0,3.0,196.0,352.0,151.0,315.0,9.0,8.0,38.0,61.0,16.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-26-Sevilla-Villarreal,laliga,home,Sevilla,Villarreal,26.08.2018,0,0,2018-2019,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-27-Ath Bilbao-Huesca,laliga,home,Ath Bilbao,Huesca,27.08.2018,2,2,2018-2019,59%,41%,14.0,9.0,4.0,4.0,6.0,4.0,4.0,1.0,17.0,17.0,3.0,2.0,2.0,1.0,2.0,2.0,15.0,16.0,2.0,2.0,531.0,363.0,420.0,251.0,19.0,14.0,131.0,106.0,44.0,30.0,62%,38%,8.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,8.0,10.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,7.0,289.0,170.0,246.0,121.0,11.0,8.0,60.0,62.0,30.0,17.0,56%,44%,6.0,7.0,2.0,3.0,2.0,3.0,2.0,1.0,9.0,7.0,1.0,2.0,1.0,0.0,1.0,0.0,6.0,9.0,1.0,2.0,242.0,193.0,174.0,130.0,8.0,6.0,71.0,44.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-27-Levante-Celta Vigo,laliga,home,Levante,Celta Vigo,27.08.2018,1,2,2018-2019,55%,45%,15.0,21.0,6.0,9.0,5.0,8.0,4.0,4.0,11.0,15.0,7.0,7.0,1.0,4.0,7.0,5.0,14.0,8.0,2.0,3.0,470.0,391.0,342.0,300.0,19.0,25.0,132.0,80.0,69.0,42.0,53%,47%,8.0,9.0,2.0,5.0,4.0,3.0,2.0,1.0,5.0,6.0,3.0,5.0,0.0,2.0,3.0,2.0,6.0,3.0,198.0,177.0,155.0,141.0,6.0,13.0,58.0,36.0,33.0,20.0,57%,43%,7.0,12.0,4.0,4.0,1.0,5.0,2.0,3.0,6.0,9.0,4.0,2.0,1.0,2.0,4.0,3.0,8.0,5.0,2.0,3.0,272.0,214.0,187.0,159.0,13.0,12.0,74.0,44.0,36.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-31-Eibar-Real Sociedad,laliga,home,Eibar,Real Sociedad,31.08.2018,2,1,2018-2019,58%,42%,8.0,7.0,2.0,2.0,4.0,3.0,2.0,2.0,18.0,19.0,4.0,2.0,3.0,3.0,1.0,0.0,17.0,15.0,3.0,2.0,428.0,317.0,280.0,179.0,12.0,20.0,155.0,102.0,67.0,20.0,61%,39%,4.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,7.0,11.0,3.0,2.0,3.0,1.0,0.0,0.0,9.0,6.0,227.0,140.0,154.0,83.0,7.0,9.0,88.0,38.0,40.0,14.0,55%,45%,4.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,11.0,8.0,1.0,0.0,0.0,2.0,1.0,0.0,8.0,9.0,1.0,2.0,201.0,177.0,126.0,96.0,5.0,11.0,67.0,64.0,27.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-31-Getafe-Valladolid,laliga,home,Getafe,Valladolid,31.08.2018,0,0,2018-2019,53%,47%,12.0,7.0,3.0,4.0,4.0,2.0,5.0,1.0,15.0,23.0,6.0,7.0,1.0,1.0,4.0,3.0,22.0,14.0,3.0,1.0,355.0,324.0,257.0,209.0,16.0,24.0,123.0,81.0,74.0,30.0,52%,48%,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,15.0,3.0,4.0,1.0,1.0,2.0,2.0,14.0,8.0,155.0,148.0,110.0,95.0,7.0,11.0,65.0,36.0,26.0,12.0,54%,46%,9.0,5.0,1.0,2.0,4.0,2.0,4.0,1.0,6.0,8.0,3.0,3.0,0.0,0.0,2.0,1.0,8.0,6.0,1.0,0.0,200.0,176.0,147.0,114.0,9.0,13.0,58.0,45.0,48.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-08-31-Villarreal-Girona,laliga,home,Villarreal,Girona,31.08.2018,0,1,2018-2019,66%,34%,13.0,14.0,3.0,6.0,6.0,5.0,4.0,3.0,12.0,17.0,7.0,2.0,1.0,1.0,5.0,3.0,16.0,11.0,3.0,2.0,545.0,283.0,466.0,209.0,17.0,13.0,130.0,75.0,65.0,26.0,65%,35%,10.0,8.0,2.0,3.0,5.0,2.0,3.0,3.0,5.0,8.0,5.0,1.0,1.0,0.0,3.0,2.0,7.0,5.0,302.0,164.0,266.0,125.0,7.0,6.0,62.0,45.0,35.0,15.0,67%,33%,3.0,6.0,1.0,3.0,1.0,3.0,1.0,0.0,7.0,9.0,2.0,1.0,0.0,1.0,2.0,1.0,9.0,6.0,3.0,1.0,243.0,119.0,200.0,84.0,10.0,7.0,68.0,30.0,30.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-01-Celta Vigo-Atl. Madrid,laliga,home,Celta Vigo,Atl. Madrid,01.09.2018,2,0,2018-2019,49%,51%,10.0,10.0,4.0,0.0,5.0,4.0,1.0,6.0,15.0,15.0,2.0,8.0,3.0,1.0,0.0,2.0,12.0,14.0,4.0,5.0,427.0,417.0,359.0,344.0,8.0,13.0,105.0,132.0,26.0,72.0,48%,52%,3.0,8.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,7.0,1.0,6.0,1.0,1.0,0.0,0.0,6.0,6.0,228.0,237.0,190.0,199.0,5.0,5.0,53.0,65.0,12.0,38.0,50%,50%,7.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,8.0,8.0,1.0,2.0,2.0,0.0,0.0,2.0,6.0,8.0,3.0,3.0,199.0,180.0,169.0,145.0,3.0,8.0,52.0,67.0,14.0,34.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-01-Real Madrid-Leganes,laliga,home,Real Madrid,Leganes,01.09.2018,4,1,2018-2019,77%,23%,17.0,8.0,8.0,3.0,6.0,2.0,3.0,3.0,11.0,11.0,8.0,1.0,1.0,1.0,2.0,4.0,11.0,11.0,1.0,1.0,869.0,251.0,798.0,186.0,16.0,12.0,171.0,74.0,86.0,27.0,79%,21%,9.0,3.0,4.0,2.0,3.0,0.0,2.0,1.0,4.0,5.0,6.0,0.0,1.0,0.0,1.0,3.0,6.0,4.0,453.0,114.0,410.0,82.0,5.0,3.0,93.0,34.0,41.0,13.0,75%,25%,8.0,5.0,4.0,1.0,3.0,2.0,1.0,2.0,7.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,7.0,0.0,0.0,416.0,137.0,388.0,104.0,11.0,9.0,78.0,40.0,45.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-02-Alaves-Espanyol,laliga,home,Alaves,Espanyol,02.09.2018,2,1,2018-2019,37%,63%,8.0,11.0,5.0,7.0,3.0,2.0,0.0,2.0,13.0,20.0,0.0,12.0,2.0,1.0,6.0,3.0,19.0,13.0,4.0,3.0,274.0,469.0,200.0,377.0,16.0,12.0,80.0,111.0,32.0,53.0,40%,60%,4.0,7.0,2.0,4.0,2.0,2.0,0.0,1.0,6.0,12.0,0.0,6.0,1.0,0.0,3.0,2.0,12.0,6.0,143.0,216.0,112.0,178.0,7.0,5.0,40.0,53.0,17.0,15.0,34%,66%,4.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,7.0,8.0,0.0,6.0,1.0,1.0,3.0,1.0,7.0,7.0,0.0,1.0,131.0,253.0,88.0,199.0,9.0,7.0,40.0,58.0,15.0,38.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-02-Barcelona-Huesca,laliga,home,Barcelona,Huesca,02.09.2018,8,2,2018-2019,68%,32%,30.0,7.0,14.0,3.0,12.0,2.0,4.0,2.0,9.0,5.0,9.0,4.0,2.0,1.0,1.0,6.0,6.0,12.0,1.0,2.0,660.0,308.0,605.0,248.0,16.0,17.0,150.0,48.0,86.0,23.0,67%,33%,14.0,5.0,7.0,3.0,4.0,0.0,3.0,2.0,5.0,0.0,4.0,3.0,1.0,0.0,1.0,4.0,3.0,6.0,335.0,157.0,305.0,122.0,7.0,8.0,76.0,24.0,46.0,8.0,69%,31%,16.0,2.0,7.0,0.0,8.0,2.0,1.0,0.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,6.0,1.0,1.0,325.0,151.0,300.0,126.0,9.0,9.0,74.0,24.0,40.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-02-Betis-Sevilla,laliga,home,Betis,Sevilla,02.09.2018,1,0,2018-2019,62%,38%,11.0,8.0,3.0,2.0,4.0,5.0,4.0,1.0,22.0,19.0,5.0,8.0,4.0,5.0,2.0,2.0,15.0,17.0,3.0,6.0,517.0,295.0,436.0,214.0,14.0,18.0,101.0,60.0,42.0,27.0,62%,38%,3.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,14.0,9.0,3.0,4.0,4.0,2.0,1.0,0.0,5.0,12.0,84.0,9.0,79.0,6.0,1.0,2.0,57.0,39.0,20.0,15.0,62%,38%,8.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,8.0,10.0,2.0,4.0,0.0,3.0,1.0,2.0,10.0,5.0,2.0,3.0,433.0,286.0,357.0,208.0,13.0,16.0,44.0,21.0,22.0,12.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-02-Levante-Valencia,laliga,home,Levante,Valencia,02.09.2018,2,2,2018-2019,46%,54%,13.0,18.0,4.0,5.0,6.0,9.0,3.0,4.0,14.0,17.0,3.0,5.0,4.0,4.0,3.0,2.0,14.0,10.0,4.0,2.0,365.0,447.0,287.0,364.0,16.0,15.0,107.0,98.0,65.0,51.0,41%,59%,8.0,7.0,4.0,1.0,3.0,4.0,1.0,2.0,7.0,8.0,1.0,1.0,3.0,2.0,0.0,2.0,5.0,5.0,181.0,279.0,140.0,228.0,8.0,7.0,51.0,59.0,29.0,25.0,51%,49%,5.0,11.0,0.0,4.0,3.0,5.0,2.0,2.0,7.0,9.0,2.0,4.0,1.0,2.0,3.0,0.0,9.0,5.0,3.0,2.0,184.0,168.0,147.0,136.0,8.0,8.0,56.0,39.0,36.0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-14-Huesca-Rayo Vallecano,laliga,home,Huesca,Rayo Vallecano,14.09.2018,0,1,2018-2019,54%,46%,14.0,14.0,4.0,2.0,8.0,2.0,2.0,10.0,17.0,17.0,6.0,3.0,1.0,0.0,1.0,4.0,16.0,18.0,2.0,1.0,410.0,356.0,324.0,284.0,16.0,16.0,118.0,94.0,73.0,43.0,51%,49%,3.0,9.0,1.0,1.0,2.0,1.0,0.0,7.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,204.0,196.0,165.0,162.0,7.0,11.0,59.0,54.0,29.0,24.0,57%,43%,11.0,5.0,3.0,1.0,6.0,1.0,2.0,3.0,11.0,9.0,3.0,3.0,1.0,0.0,1.0,3.0,8.0,12.0,2.0,1.0,206.0,160.0,159.0,122.0,9.0,5.0,59.0,40.0,44.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-15-Ath Bilbao-Real Madrid,laliga,home,Ath Bilbao,Real Madrid,15.09.2018,1,1,2018-2019,40%,60%,12.0,16.0,4.0,6.0,6.0,9.0,2.0,1.0,13.0,21.0,1.0,2.0,2.0,6.0,5.0,3.0,19.0,7.0,6.0,2.0,389.0,590.0,320.0,521.0,17.0,12.0,95.0,123.0,32.0,58.0,41%,59%,7.0,5.0,3.0,2.0,3.0,3.0,1.0,0.0,5.0,10.0,0.0,1.0,1.0,2.0,2.0,2.0,10.0,3.0,225.0,313.0,193.0,283.0,13.0,8.0,45.0,62.0,11.0,33.0,39%,61%,5.0,11.0,1.0,4.0,3.0,6.0,1.0,1.0,8.0,11.0,1.0,1.0,1.0,4.0,3.0,1.0,9.0,4.0,5.0,2.0,164.0,277.0,127.0,238.0,4.0,4.0,50.0,61.0,21.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-15-Atl. Madrid-Eibar,laliga,home,Atl. Madrid,Eibar,15.09.2018,1,1,2018-2019,57%,43%,18.0,12.0,9.0,3.0,6.0,6.0,3.0,3.0,22.0,8.0,14.0,3.0,3.0,1.0,2.0,8.0,5.0,21.0,2.0,2.0,515.0,406.0,397.0,283.0,11.0,25.0,126.0,122.0,60.0,27.0,59%,41%,7.0,6.0,4.0,0.0,1.0,3.0,2.0,3.0,11.0,5.0,5.0,2.0,2.0,1.0,0.0,4.0,3.0,10.0,295.0,203.0,231.0,142.0,5.0,6.0,57.0,67.0,13.0,7.0,55%,45%,11.0,6.0,5.0,3.0,5.0,3.0,1.0,0.0,11.0,3.0,9.0,1.0,1.0,0.0,2.0,4.0,2.0,11.0,1.0,1.0,220.0,203.0,166.0,141.0,6.0,19.0,69.0,55.0,47.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-15-Real Sociedad-Barcelona,laliga,home,Real Sociedad,Barcelona,15.09.2018,1,2,2018-2019,31%,69%,8.0,12.0,5.0,6.0,2.0,5.0,1.0,1.0,8.0,20.0,1.0,6.0,2.0,0.0,4.0,4.0,18.0,8.0,1.0,1.0,330.0,755.0,250.0,666.0,19.0,17.0,72.0,166.0,25.0,51.0,31%,69%,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,7.0,0.0,4.0,1.0,0.0,1.0,1.0,6.0,4.0,170.0,373.0,132.0,332.0,13.0,6.0,36.0,84.0,12.0,21.0,31%,69%,6.0,9.0,3.0,5.0,2.0,3.0,1.0,1.0,4.0,13.0,1.0,2.0,1.0,0.0,3.0,3.0,12.0,4.0,0.0,1.0,160.0,382.0,118.0,334.0,6.0,11.0,36.0,82.0,13.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-15-Valencia-Betis,laliga,home,Valencia,Betis,15.09.2018,0,0,2018-2019,39%,61%,12.0,11.0,2.0,6.0,7.0,4.0,3.0,1.0,11.0,22.0,5.0,4.0,0.0,2.0,6.0,2.0,22.0,9.0,6.0,3.0,356.0,578.0,284.0,514.0,11.0,15.0,95.0,98.0,50.0,28.0,37%,63%,7.0,6.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,13.0,2.0,4.0,0.0,0.0,3.0,2.0,13.0,3.0,167.0,289.0,135.0,258.0,7.0,7.0,43.0,48.0,19.0,18.0,41%,59%,5.0,5.0,0.0,3.0,4.0,2.0,1.0,0.0,8.0,9.0,3.0,0.0,0.0,2.0,3.0,0.0,9.0,6.0,4.0,2.0,189.0,289.0,149.0,256.0,4.0,8.0,52.0,50.0,31.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-09-16-Espanyol-Levante,laliga,home,Espanyol,Levante,16.09.2018,1,0,2018-2019,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
