match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
laliga-2018-2019-2019-01-06-Real Madrid-Real Sociedad,laliga,home,Real Madrid,Real Sociedad,06.01.2019,0,2,2018-2019,59%,41%,28.0,12.0,8.0,4.0,8.0,5.0,12.0,3.0,15.0,13.0,10.0,4.0,1.0,2.0,2.0,8.0,13.0,13.0,5.0,1.0,623.0,442.0,547.0,361.0,18.0,13.0,150.0,83.0,98.0,23.0,66%,34%,11.0,1.0,2.0,1.0,4.0,0.0,5.0,0.0,7.0,7.0,7.0,3.0,1.0,0.0,0.0,2.0,6.0,8.0,338.0,172.0,296.0,127.0,10.0,9.0,85.0,29.0,49.0,11.0,52%,48%,17.0,11.0,6.0,3.0,4.0,5.0,7.0,3.0,8.0,6.0,3.0,1.0,0.0,2.0,2.0,6.0,7.0,5.0,4.0,0.0,285.0,270.0,251.0,234.0,8.0,4.0,65.0,54.0,49.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-06-Sevilla-Atl. Madrid,laliga,home,Sevilla,Atl. Madrid,06.01.2019,1,1,2018-2019,55%,45%,15.0,12.0,5.0,7.0,6.0,3.0,4.0,2.0,13.0,16.0,4.0,5.0,1.0,2.0,6.0,4.0,15.0,11.0,5.0,7.0,513.0,421.0,419.0,327.0,13.0,36.0,134.0,125.0,83.0,40.0,60%,40%,8.0,5.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,7.0,2.0,0.0,1.0,2.0,2.0,2.0,6.0,2.0,292.0,196.0,244.0,149.0,6.0,16.0,67.0,55.0,31.0,16.0,50%,50%,7.0,7.0,2.0,4.0,3.0,3.0,2.0,0.0,9.0,9.0,2.0,5.0,0.0,0.0,4.0,2.0,9.0,9.0,4.0,6.0,221.0,225.0,175.0,178.0,7.0,20.0,67.0,70.0,52.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-07-Celta Vigo-Ath Bilbao,laliga,home,Celta Vigo,Ath Bilbao,07.01.2019,1,2,2018-2019,66%,34%,17.0,8.0,3.0,4.0,9.0,3.0,5.0,1.0,18.0,16.0,3.0,2.0,1.0,2.0,2.0,2.0,16.0,21.0,2.0,5.0,621.0,317.0,537.0,226.0,18.0,14.0,137.0,95.0,58.0,42.0,68%,32%,12.0,4.0,1.0,2.0,6.0,2.0,5.0,0.0,7.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,303.0,141.0,266.0,105.0,10.0,7.0,58.0,51.0,32.0,22.0,64%,36%,5.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,11.0,8.0,0.0,1.0,1.0,2.0,1.0,2.0,8.0,13.0,1.0,3.0,318.0,176.0,271.0,121.0,8.0,7.0,79.0,44.0,26.0,20.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-11-Rayo Vallecano-Celta Vigo,laliga,home,Rayo Vallecano,Celta Vigo,11.01.2019,4,2,2018-2019,38%,62%,11.0,13.0,8.0,4.0,1.0,4.0,2.0,5.0,10.0,15.0,7.0,5.0,4.0,2.0,2.0,4.0,12.0,8.0,4.0,1.0,278.0,448.0,199.0,364.0,25.0,26.0,85.0,106.0,51.0,63.0,40%,60%,6.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,6.0,8.0,6.0,2.0,2.0,1.0,0.0,2.0,7.0,5.0,119.0,184.0,85.0,147.0,11.0,13.0,34.0,43.0,32.0,34.0,36%,64%,5.0,7.0,4.0,2.0,0.0,3.0,1.0,2.0,4.0,7.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,0.0,159.0,264.0,114.0,217.0,14.0,13.0,51.0,63.0,19.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-12-Girona-Alaves,laliga,home,Girona,Alaves,12.01.2019,1,1,2018-2019,55%,45%,9.0,15.0,4.0,4.0,5.0,8.0,0.0,3.0,17.0,23.0,6.0,3.0,2.0,3.0,3.0,3.0,21.0,14.0,4.0,2.0,434.0,349.0,341.0,256.0,11.0,21.0,96.0,109.0,48.0,41.0,52%,48%,4.0,7.0,4.0,1.0,0.0,6.0,0.0,0.0,8.0,14.0,1.0,2.0,1.0,3.0,1.0,3.0,12.0,5.0,215.0,194.0,170.0,148.0,3.0,5.0,37.0,62.0,14.0,26.0,58%,42%,5.0,8.0,0.0,3.0,5.0,2.0,0.0,3.0,9.0,9.0,5.0,1.0,1.0,0.0,2.0,0.0,9.0,9.0,3.0,1.0,219.0,155.0,171.0,108.0,8.0,16.0,59.0,47.0,34.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-12-Leganes-Huesca,laliga,home,Leganes,Huesca,12.01.2019,1,0,2018-2019,50%,50%,14.0,9.0,7.0,3.0,5.0,4.0,2.0,2.0,10.0,14.0,4.0,4.0,3.0,1.0,3.0,6.0,11.0,9.0,3.0,3.0,400.0,407.0,293.0,303.0,17.0,12.0,121.0,109.0,42.0,38.0,47%,53%,5.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,5.0,8.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,4.0,201.0,218.0,151.0,179.0,9.0,4.0,56.0,59.0,25.0,23.0,53%,47%,9.0,7.0,6.0,3.0,2.0,3.0,1.0,1.0,5.0,6.0,2.0,2.0,2.0,0.0,3.0,5.0,4.0,5.0,2.0,2.0,199.0,189.0,142.0,124.0,8.0,8.0,65.0,50.0,17.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-12-Valencia-Valladolid,laliga,home,Valencia,Valladolid,12.01.2019,1,1,2018-2019,63%,37%,17.0,6.0,5.0,1.0,9.0,2.0,3.0,3.0,19.0,17.0,7.0,0.0,2.0,1.0,0.0,4.0,15.0,18.0,2.0,5.0,525.0,318.0,437.0,210.0,18.0,19.0,166.0,83.0,79.0,23.0,66%,34%,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,12.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,11.0,290.0,152.0,242.0,103.0,11.0,7.0,87.0,35.0,40.0,11.0,60%,40%,12.0,6.0,5.0,1.0,5.0,2.0,2.0,3.0,7.0,8.0,5.0,0.0,0.0,1.0,0.0,4.0,8.0,7.0,2.0,2.0,235.0,166.0,195.0,107.0,7.0,12.0,79.0,48.0,39.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-12-Villarreal-Getafe,laliga,home,Villarreal,Getafe,12.01.2019,1,2,2018-2019,59%,41%,17.0,9.0,6.0,4.0,6.0,3.0,5.0,2.0,14.0,15.0,6.0,1.0,1.0,3.0,2.0,5.0,14.0,13.0,5.0,3.0,450.0,322.0,328.0,198.0,14.0,12.0,116.0,117.0,57.0,54.0,53%,47%,7.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,8.0,8.0,3.0,1.0,0.0,1.0,2.0,3.0,8.0,8.0,211.0,181.0,146.0,111.0,10.0,5.0,58.0,64.0,27.0,25.0,65%,35%,10.0,2.0,3.0,2.0,4.0,0.0,3.0,0.0,6.0,7.0,3.0,0.0,1.0,2.0,0.0,2.0,6.0,5.0,2.0,1.0,239.0,141.0,182.0,87.0,4.0,7.0,58.0,53.0,30.0,29.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-13-Ath Bilbao-Sevilla,laliga,home,Ath Bilbao,Sevilla,13.01.2019,2,0,2018-2019,43%,57%,10.0,10.0,3.0,4.0,4.0,3.0,3.0,3.0,17.0,17.0,7.0,6.0,3.0,3.0,4.0,1.0,14.0,14.0,4.0,3.0,341.0,462.0,264.0,368.0,19.0,17.0,89.0,113.0,42.0,48.0,46%,54%,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,11.0,11.0,4.0,2.0,3.0,1.0,2.0,1.0,8.0,10.0,180.0,215.0,145.0,167.0,8.0,11.0,48.0,51.0,18.0,15.0,40%,60%,6.0,8.0,1.0,2.0,2.0,3.0,3.0,3.0,6.0,6.0,3.0,4.0,0.0,2.0,2.0,0.0,6.0,4.0,4.0,1.0,161.0,247.0,119.0,201.0,11.0,6.0,41.0,62.0,24.0,33.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-13-Atl. Madrid-Levante,laliga,home,Atl. Madrid,Levante,13.01.2019,1,0,2018-2019,59%,41%,19.0,7.0,5.0,2.0,10.0,1.0,4.0,4.0,17.0,11.0,5.0,2.0,3.0,0.0,2.0,4.0,9.0,17.0,0.0,3.0,508.0,354.0,402.0,251.0,30.0,12.0,133.0,92.0,87.0,29.0,58%,42%,9.0,2.0,2.0,1.0,4.0,0.0,3.0,1.0,9.0,4.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,8.0,259.0,191.0,200.0,140.0,16.0,5.0,78.0,48.0,45.0,14.0,60%,40%,10.0,5.0,3.0,1.0,6.0,1.0,1.0,3.0,8.0,7.0,2.0,1.0,1.0,0.0,1.0,2.0,6.0,9.0,0.0,2.0,249.0,163.0,202.0,111.0,14.0,7.0,55.0,44.0,42.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-13-Barcelona-Eibar,laliga,home,Barcelona,Eibar,13.01.2019,3,0,2018-2019,59%,41%,7.0,15.0,6.0,2.0,1.0,9.0,0.0,4.0,15.0,18.0,2.0,3.0,8.0,3.0,2.0,3.0,10.0,12.0,2.0,1.0,607.0,399.0,523.0,321.0,20.0,20.0,81.0,139.0,27.0,76.0,60%,40%,2.0,5.0,1.0,0.0,1.0,3.0,0.0,2.0,8.0,10.0,1.0,2.0,5.0,1.0,0.0,0.0,5.0,7.0,329.0,204.0,285.0,163.0,6.0,11.0,40.0,67.0,16.0,35.0,58%,42%,5.0,10.0,5.0,2.0,0.0,6.0,0.0,2.0,7.0,8.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,5.0,1.0,0.0,278.0,195.0,238.0,158.0,14.0,9.0,41.0,72.0,11.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-13-Betis-Real Madrid,laliga,home,Betis,Real Madrid,13.01.2019,1,2,2018-2019,74%,26%,9.0,14.0,2.0,5.0,5.0,3.0,2.0,6.0,17.0,12.0,6.0,5.0,3.0,4.0,3.0,1.0,9.0,13.0,2.0,3.0,713.0,254.0,648.0,209.0,20.0,23.0,143.0,85.0,73.0,40.0,71%,29%,3.0,10.0,0.0,3.0,3.0,3.0,0.0,4.0,11.0,8.0,0.0,3.0,3.0,3.0,2.0,0.0,5.0,8.0,332.0,131.0,297.0,107.0,7.0,6.0,70.0,39.0,22.0,24.0,77%,23%,6.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,6.0,4.0,6.0,2.0,0.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,381.0,123.0,351.0,102.0,13.0,17.0,73.0,46.0,51.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-14-Real Sociedad-Espanyol,laliga,home,Real Sociedad,Espanyol,14.01.2019,3,2,2018-2019,39%,61%,9.0,21.0,4.0,2.0,4.0,8.0,1.0,11.0,14.0,17.0,7.0,3.0,2.0,3.0,0.0,1.0,16.0,12.0,7.0,4.0,317.0,489.0,242.0,415.0,10.0,26.0,79.0,134.0,41.0,56.0,53%,47%,5.0,8.0,2.0,2.0,2.0,2.0,1.0,4.0,9.0,11.0,5.0,1.0,2.0,1.0,0.0,0.0,9.0,8.0,197.0,174.0,162.0,142.0,4.0,12.0,41.0,49.0,22.0,16.0,25%,75%,4.0,13.0,2.0,0.0,2.0,6.0,0.0,7.0,5.0,6.0,2.0,2.0,0.0,2.0,0.0,1.0,7.0,4.0,5.0,2.0,120.0,315.0,80.0,273.0,6.0,14.0,38.0,85.0,19.0,40.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-18-Getafe-Alaves,laliga,home,Getafe,Alaves,18.01.2019,4,0,2018-2019,44%,56%,16.0,7.0,8.0,0.0,5.0,5.0,3.0,2.0,18.0,19.0,4.0,2.0,1.0,1.0,0.0,4.0,17.0,18.0,0.0,4.0,269.0,356.0,170.0,244.0,20.0,16.0,100.0,108.0,54.0,50.0,48%,52%,8.0,4.0,3.0,0.0,2.0,4.0,3.0,0.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,2.0,10.0,8.0,149.0,167.0,93.0,108.0,11.0,10.0,56.0,48.0,33.0,27.0,40%,60%,8.0,3.0,5.0,0.0,3.0,1.0,0.0,2.0,11.0,9.0,1.0,2.0,1.0,0.0,0.0,2.0,7.0,10.0,0.0,3.0,120.0,189.0,77.0,136.0,9.0,6.0,44.0,60.0,21.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-19-Celta Vigo-Valencia,laliga,home,Celta Vigo,Valencia,19.01.2019,1,2,2018-2019,57%,43%,12.0,13.0,4.0,8.0,4.0,3.0,4.0,2.0,13.0,19.0,4.0,6.0,2.0,1.0,6.0,3.0,18.0,12.0,4.0,3.0,554.0,392.0,464.0,312.0,14.0,14.0,88.0,114.0,35.0,74.0,60%,40%,10.0,6.0,3.0,3.0,3.0,2.0,4.0,1.0,9.0,8.0,3.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,312.0,197.0,271.0,157.0,5.0,6.0,53.0,55.0,23.0,26.0,54%,46%,2.0,7.0,1.0,5.0,1.0,1.0,0.0,1.0,4.0,11.0,1.0,4.0,1.0,0.0,3.0,1.0,11.0,4.0,3.0,1.0,242.0,195.0,193.0,155.0,9.0,8.0,35.0,59.0,12.0,48.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-19-Huesca-Atl. Madrid,laliga,home,Huesca,Atl. Madrid,19.01.2019,0,3,2018-2019,51%,49%,14.0,15.0,3.0,8.0,7.0,3.0,4.0,4.0,16.0,14.0,6.0,5.0,0.0,3.0,5.0,3.0,15.0,13.0,2.0,2.0,395.0,397.0,284.0,284.0,20.0,19.0,142.0,97.0,58.0,48.0,46%,54%,6.0,7.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,8.0,1.0,3.0,0.0,1.0,2.0,2.0,9.0,4.0,180.0,220.0,122.0,160.0,11.0,9.0,66.0,46.0,24.0,27.0,56%,44%,8.0,8.0,1.0,5.0,4.0,1.0,3.0,2.0,11.0,6.0,5.0,2.0,0.0,2.0,3.0,1.0,6.0,9.0,1.0,2.0,215.0,177.0,162.0,124.0,9.0,10.0,76.0,51.0,34.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-19-Real Madrid-Sevilla,laliga,home,Real Madrid,Sevilla,19.01.2019,2,0,2018-2019,69%,31%,23.0,4.0,6.0,1.0,9.0,1.0,8.0,2.0,14.0,11.0,7.0,4.0,2.0,1.0,1.0,4.0,9.0,14.0,2.0,3.0,675.0,300.0,575.0,209.0,15.0,17.0,146.0,93.0,113.0,25.0,65%,35%,7.0,2.0,4.0,1.0,0.0,1.0,3.0,0.0,5.0,7.0,3.0,2.0,1.0,0.0,1.0,4.0,6.0,5.0,339.0,180.0,288.0,132.0,10.0,4.0,77.0,55.0,45.0,16.0,73%,27%,16.0,2.0,2.0,0.0,9.0,0.0,5.0,2.0,9.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,9.0,2.0,2.0,336.0,120.0,287.0,77.0,5.0,13.0,69.0,38.0,68.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-20-Barcelona-Leganes,laliga,home,Barcelona,Leganes,20.01.2019,3,1,2018-2019,72%,28%,15.0,5.0,7.0,2.0,7.0,1.0,1.0,2.0,19.0,12.0,5.0,1.0,0.0,1.0,1.0,4.0,12.0,18.0,3.0,3.0,774.0,297.0,683.0,200.0,13.0,24.0,167.0,78.0,80.0,15.0,71%,29%,6.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,375.0,156.0,326.0,99.0,4.0,14.0,84.0,37.0,45.0,6.0,73%,27%,9.0,4.0,5.0,2.0,4.0,1.0,0.0,1.0,8.0,5.0,4.0,1.0,0.0,1.0,1.0,3.0,5.0,7.0,2.0,0.0,399.0,141.0,357.0,101.0,9.0,10.0,83.0,41.0,35.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-20-Betis-Girona,laliga,home,Betis,Girona,20.01.2019,3,2,2018-2019,59%,41%,12.0,8.0,5.0,5.0,4.0,2.0,3.0,1.0,14.0,9.0,7.0,2.0,1.0,3.0,3.0,2.0,9.0,12.0,2.0,4.0,570.0,393.0,482.0,298.0,26.0,21.0,117.0,103.0,61.0,34.0,61%,39%,4.0,5.0,1.0,3.0,1.0,2.0,2.0,0.0,7.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0,300.0,196.0,265.0,155.0,13.0,7.0,58.0,51.0,23.0,12.0,57%,43%,8.0,3.0,4.0,2.0,3.0,0.0,1.0,1.0,7.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,270.0,197.0,217.0,143.0,13.0,14.0,59.0,52.0,38.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-20-Levante-Valladolid,laliga,home,Levante,Valladolid,20.01.2019,2,0,2018-2019,49%,51%,13.0,13.0,4.0,3.0,6.0,8.0,3.0,2.0,20.0,15.0,3.0,2.0,2.0,2.0,3.0,2.0,12.0,18.0,6.0,5.0,331.0,344.0,256.0,251.0,18.0,27.0,111.0,108.0,43.0,47.0,50%,50%,9.0,6.0,2.0,1.0,5.0,4.0,2.0,1.0,12.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,12.0,157.0,169.0,127.0,126.0,7.0,14.0,54.0,47.0,32.0,18.0,48%,52%,4.0,7.0,2.0,2.0,1.0,4.0,1.0,1.0,8.0,10.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,6.0,5.0,3.0,174.0,175.0,129.0,125.0,11.0,13.0,57.0,61.0,11.0,29.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-20-Rayo Vallecano-Real Sociedad,laliga,home,Rayo Vallecano,Real Sociedad,20.01.2019,2,2,2018-2019,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-20-Villarreal-Ath Bilbao,laliga,home,Villarreal,Ath Bilbao,20.01.2019,1,1,2018-2019,50%,50%,3.0,9.0,1.0,2.0,1.0,5.0,1.0,2.0,14.0,20.0,1.0,3.0,3.0,1.0,1.0,0.0,17.0,13.0,4.0,1.0,387.0,386.0,279.0,281.0,19.0,18.0,117.0,110.0,53.0,47.0,53%,47%,0.0,6.0,0.0,1.0,0.0,4.0,0.0,1.0,6.0,11.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,7.0,206.0,186.0,154.0,136.0,8.0,4.0,62.0,47.0,30.0,20.0,47%,53%,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0,2.0,1.0,1.0,1.0,0.0,9.0,6.0,3.0,0.0,181.0,200.0,125.0,145.0,11.0,14.0,55.0,63.0,23.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-21-Eibar-Espanyol,laliga,home,Eibar,Espanyol,21.01.2019,3,0,2018-2019,55%,45%,16.0,6.0,9.0,0.0,5.0,4.0,2.0,2.0,16.0,21.0,6.0,2.0,6.0,6.0,0.0,6.0,16.0,10.0,2.0,5.0,460.0,378.0,348.0,299.0,14.0,17.0,169.0,62.0,73.0,12.0,61%,39%,10.0,4.0,5.0,0.0,4.0,3.0,1.0,1.0,9.0,12.0,4.0,0.0,3.0,5.0,0.0,4.0,9.0,4.0,228.0,149.0,173.0,97.0,6.0,9.0,89.0,28.0,41.0,5.0,49%,51%,6.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,7.0,9.0,2.0,2.0,3.0,1.0,0.0,2.0,7.0,6.0,1.0,3.0,232.0,229.0,175.0,202.0,8.0,8.0,80.0,34.0,32.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-26-Atl. Madrid-Getafe,laliga,home,Atl. Madrid,Getafe,26.01.2019,2,0,2018-2019,67%,33%,10.0,6.0,6.0,2.0,4.0,1.0,0.0,3.0,26.0,14.0,3.0,6.0,3.0,1.0,2.0,4.0,11.0,26.0,2.0,7.0,644.0,299.0,534.0,196.0,18.0,15.0,147.0,119.0,44.0,34.0,71%,29%,5.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,13.0,6.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,13.0,331.0,139.0,280.0,93.0,9.0,5.0,77.0,53.0,24.0,12.0,63%,37%,5.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,13.0,8.0,3.0,4.0,2.0,1.0,2.0,3.0,6.0,13.0,2.0,6.0,313.0,160.0,254.0,103.0,9.0,10.0,70.0,66.0,20.0,22.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-01-26-Leganes-Eibar,laliga,home,Leganes,Eibar,26.01.2019,2,2,2018-2019,54%,46%,9.0,5.0,3.0,2.0,5.0,2.0,1.0,1.0,17.0,17.0,4.0,5.0,1.0,2.0,0.0,1.0,15.0,14.0,2.0,3.0,382.0,319.0,249.0,190.0,11.0,18.0,127.0,129.0,38.0,36.0,57%,43%,3.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,11.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,6.0,9.0,217.0,156.0,148.0,103.0,6.0,8.0,72.0,56.0,15.0,14.0,51%,49%,6.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,6.0,10.0,3.0,2.0,1.0,1.0,0.0,1.0,9.0,5.0,1.0,2.0,165.0,163.0,101.0,87.0,5.0,10.0,55.0,73.0,23.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
