match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2017-2018-2018-01-02-West Ham-West Brom,premier-league,home,West Ham,West Brom,02.01.2018,2,1,2017-2018,53%,47%,13,10,5,3,5,6,3,1,13,13,3,4,1,1,2,3,12,12,3.0,2.0,447,408,15,17,137.0,122.0,87.0,68.0,53%,47%,7,6,2,3,4,3,1,0,7,7,0,2,0,0,2,2,7,7,246,216,5,7,67.0,56.0,45.0,30.0,53%,47%,6,4,3,0,1,3,2,1,6,6,3,2,1,1,0,1,5,5,1.0,2.0,201,192,10,10,70.0,66.0,42.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-03-Arsenal-Chelsea,premier-league,home,Arsenal,Chelsea,03.01.2018,2,2,2017-2018,58%,42%,14,19,6,6,3,10,5,3,14,12,10,8,2,3,4,4,11,11,3.0,2.0,600,422,17,18,100.0,84.0,66.0,51.0,56%,44%,6,8,2,1,1,6,3,1,7,6,3,6,1,1,1,2,5,6,311,225,11,10,49.0,42.0,27.0,27.0,60%,40%,8,11,4,5,2,4,2,2,7,6,7,2,1,2,3,2,6,5,2.0,1.0,289,197,6,8,51.0,42.0,39.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-04-Tottenham-West Ham,premier-league,home,Tottenham,West Ham,04.01.2018,1,1,2017-2018,71%,29%,31,3,8,1,9,2,14,0,9,13,7,1,3,3,0,7,10,6,0.0,2.0,668,282,19,17,137.0,66.0,91.0,19.0,74%,26%,12,0,3,0,5,0,4,0,3,6,4,0,1,1,0,3,5,2,376,137,8,8,71.0,24.0,43.0,8.0,68%,32%,19,3,5,1,4,2,10,0,6,7,3,1,2,2,0,4,5,4,0.0,2.0,292,145,11,9,66.0,42.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-13-Chelsea-Leicester,premier-league,home,Chelsea,Leicester,13.01.2018,0,0,2017-2018,55%,45%,17,14,7,1,4,6,6,7,16,18,6,3,5,3,1,7,14,13,2.0,4.0,508,415,13,15,101.0,96.0,93.0,80.0,46%,54%,5,12,3,1,0,6,2,5,9,7,3,2,3,1,1,3,4,8,232,264,8,8,47.0,51.0,38.0,44.0,64%,36%,12,2,4,0,4,0,4,2,7,11,3,1,2,2,0,4,10,5,2.0,3.0,276,151,5,7,54.0,45.0,55.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-13-Crystal Palace-Burnley,premier-league,home,Crystal Palace,Burnley,13.01.2018,1,0,2017-2018,44%,56%,17,8,2,2,8,5,7,1,14,16,3,2,0,4,2,1,16,10,0.0,3.0,323,414,19,18,113.0,137.0,61.0,83.0,42%,58%,10,3,2,1,3,1,5,1,6,8,2,1,0,3,1,1,8,3,146,204,5,7,47.0,66.0,29.0,36.0,46%,54%,7,5,0,1,5,4,2,0,8,8,1,1,0,1,1,0,8,7,0.0,2.0,177,210,14,11,66.0,71.0,32.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-13-Huddersfield-West Ham,premier-league,home,Huddersfield,West Ham,13.01.2018,1,4,2017-2018,65%,35%,8,8,2,6,4,1,2,1,13,7,7,3,0,5,2,1,7,9,1.0,1.0,549,306,13,17,90.0,71.0,73.0,50.0,62%,38%,4,2,1,1,1,1,2,0,5,3,3,2,0,2,0,0,3,4,296,184,6,3,47.0,40.0,31.0,20.0,68%,32%,4,6,1,5,3,0,0,1,8,4,4,1,0,3,2,1,4,5,0.0,1.0,253,122,7,14,43.0,31.0,42.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-13-Newcastle-Swansea,premier-league,home,Newcastle,Swansea,13.01.2018,1,1,2017-2018,43%,57%,12,8,4,5,7,2,1,1,10,13,4,5,2,0,4,3,11,10,0.0,3.0,371,493,22,8,91.0,105.0,53.0,51.0,41%,59%,7,5,3,1,4,2,0,2,5,6,3,3,1,0,1,3,5,5,184,260,12,3,47.0,44.0,23.0,17.0,45%,55%,5,3,1,4,3,0,1,-1,5,7,1,2,1,0,3,0,6,5,0.0,2.0,187,233,10,5,44.0,61.0,30.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-13-Tottenham-Everton,premier-league,home,Tottenham,Everton,13.01.2018,4,0,2017-2018,61%,39%,20,7,10,0,6,4,4,3,20,13,3,3,2,7,0,6,11,15,0.0,2.0,578,344,18,17,113.0,93.0,70.0,37.0,58%,42%,8,5,4,0,2,3,2,2,11,8,2,2,2,5,0,3,6,8,245,176,7,8,55.0,46.0,37.0,18.0,64%,36%,12,2,6,0,4,1,2,1,9,5,1,1,0,2,0,3,5,7,0.0,1.0,333,168,11,9,58.0,47.0,33.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-13-Watford-Southampton,premier-league,home,Watford,Southampton,13.01.2018,2,2,2017-2018,56%,44%,16,10,4,4,10,4,2,2,16,11,5,4,0,3,2,2,11,13,0.0,5.0,465,375,14,15,154.0,128.0,108.0,83.0,50%,50%,4,9,1,4,1,3,2,2,9,2,2,3,0,2,2,1,2,7,227,224,5,4,78.0,73.0,43.0,41.0,62%,38%,12,1,3,0,9,1,0,0,7,9,3,1,0,1,0,1,9,6,0.0,4.0,238,151,9,11,76.0,55.0,65.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-13-West Brom-Brighton,premier-league,home,West Brom,Brighton,13.01.2018,2,0,2017-2018,44%,56%,15,13,4,1,6,7,5,5,17,12,9,6,3,2,1,2,8,15,0.0,0.0,353,447,7,17,84.0,83.0,52.0,40.0,45%,55%,7,8,3,0,2,4,2,4,4,5,7,3,1,0,0,2,4,4,190,241,2,8,39.0,44.0,29.0,20.0,43%,57%,8,5,1,1,4,3,3,1,13,7,2,3,2,2,1,0,4,11,0.0,0.0,163,206,5,9,45.0,39.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-14-Bournemouth-Arsenal,premier-league,home,Bournemouth,Arsenal,14.01.2018,2,1,2017-2018,41%,59%,13,12,5,3,5,5,3,4,14,8,4,5,0,4,2,3,8,10,2.0,2.0,367,550,23,20,113.0,144.0,65.0,72.0,41%,59%,5,7,1,2,2,2,2,3,4,5,1,5,0,0,2,1,5,4,196,281,11,7,48.0,80.0,27.0,42.0,41%,59%,8,5,4,1,3,3,1,1,10,3,3,0,0,4,0,2,3,6,0.0,2.0,171,269,12,13,65.0,64.0,38.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-14-Liverpool-Manchester City,premier-league,home,Liverpool,Manchester City,14.01.2018,4,3,2017-2018,36%,64%,16,11,7,4,4,3,5,4,10,13,5,6,3,3,1,3,10,7,2.0,3.0,366,668,32,24,128.0,137.0,62.0,80.0,43%,57%,8,4,2,2,2,1,4,1,3,5,2,3,1,1,1,1,4,2,227,306,17,9,75.0,65.0,37.0,37.0,29%,71%,8,7,5,2,2,2,1,3,7,8,3,3,2,2,0,2,6,5,2.0,3.0,139,362,15,15,53.0,72.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-15-Manchester Utd-Stoke,premier-league,home,Manchester Utd,Stoke,15.01.2018,3,0,2017-2018,60%,40%,20,11,9,5,6,5,5,1,10,17,6,1,4,0,5,6,14,10,2.0,1.0,604,395,16,15,91.0,70.0,74.0,33.0,60%,40%,7,8,3,4,2,3,2,1,5,10,3,1,2,0,4,1,8,5,276,186,7,9,44.0,41.0,38.0,23.0,60%,40%,13,3,6,1,4,2,3,0,5,7,3,0,2,0,1,5,6,5,2.0,1.0,328,209,9,6,47.0,29.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-20-Arsenal-Crystal Palace,premier-league,home,Arsenal,Crystal Palace,20.01.2018,4,1,2017-2018,64%,36%,16,9,10,5,1,1,5,3,10,8,5,10,3,1,4,6,6,8,0.0,0.0,727,406,21,12,92.0,88.0,63.0,50.0,65%,35%,10,4,6,2,1,1,3,1,4,3,3,7,0,0,2,2,3,4,360,181,8,4,45.0,37.0,32.0,25.0,63%,37%,6,5,4,3,0,0,2,2,6,5,2,3,3,1,2,4,3,4,0.0,0.0,367,225,13,8,47.0,51.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-20-Brighton-Chelsea,premier-league,home,Brighton,Chelsea,20.01.2018,0,4,2017-2018,42%,58%,10,14,3,10,5,1,2,3,5,16,5,3,4,0,6,3,12,5,3.0,0.0,362,535,11,12,82.0,84.0,60.0,41.0,40%,60%,5,9,2,6,3,1,0,2,3,6,4,3,1,0,4,2,5,3,181,296,6,3,43.0,42.0,32.0,24.0,44%,56%,5,5,1,4,2,0,2,1,2,10,1,0,3,0,2,1,7,2,2.0,0.0,181,239,5,9,39.0,42.0,28.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-20-Burnley-Manchester Utd,premier-league,home,Burnley,Manchester Utd,20.01.2018,0,1,2017-2018,48%,52%,13,12,2,2,8,4,3,6,13,8,5,4,1,2,1,2,7,12,3.0,3.0,423,461,22,13,109.0,102.0,85.0,77.0,43%,57%,5,5,2,0,3,3,0,2,5,3,1,2,1,1,0,2,2,4,195,256,5,5,51.0,50.0,48.0,27.0,53%,47%,8,7,0,2,5,1,3,4,8,5,4,2,0,1,1,0,5,8,2.0,3.0,228,205,17,8,58.0,52.0,37.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-20-Everton-West Brom,premier-league,home,Everton,West Brom,20.01.2018,1,1,2017-2018,57%,43%,9,15,4,5,2,9,3,1,10,15,0,3,0,0,4,3,15,10,2.0,1.0,474,356,20,14,127.0,105.0,69.0,63.0,59%,41%,4,5,1,2,1,2,2,1,4,7,0,2,0,0,1,1,7,4,239,164,11,4,68.0,43.0,38.0,27.0,55%,45%,5,10,3,3,1,7,1,0,6,8,0,1,0,0,3,2,8,6,1.0,1.0,235,192,9,10,59.0,62.0,31.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-20-Leicester-Watford,premier-league,home,Leicester,Watford,20.01.2018,2,0,2017-2018,53%,47%,9,11,5,3,3,4,1,4,12,16,4,5,5,3,3,3,11,10,0.0,0.0,422,356,14,26,109.0,88.0,91.0,63.0,60%,40%,4,6,2,2,1,2,1,2,8,6,1,3,1,2,2,1,5,7,255,167,6,17,50.0,36.0,45.0,30.0,46%,54%,5,5,3,1,2,2,0,2,4,10,3,2,4,1,1,2,6,3,0.0,0.0,167,189,8,9,59.0,52.0,46.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-20-Manchester City-Newcastle,premier-league,home,Manchester City,Newcastle,20.01.2018,3,1,2017-2018,81%,19%,21,6,9,4,10,1,2,1,10,9,18,0,4,2,3,6,5,10,0.0,1.0,799,193,20,18,114.0,58.0,100.0,26.0,82%,18%,12,1,5,1,6,0,1,0,4,5,10,0,4,1,1,4,1,3,403,88,11,7,60.0,26.0,56.0,11.0,80%,20%,9,5,4,3,4,1,1,1,6,4,8,0,0,1,2,2,4,7,0.0,1.0,396,105,9,11,54.0,32.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-20-Stoke-Huddersfield,premier-league,home,Stoke,Huddersfield,20.01.2018,2,0,2017-2018,49%,51%,11,6,6,3,4,3,1,0,13,29,3,2,10,0,3,4,18,13,1.0,1.0,330,353,23,12,95.0,121.0,76.0,73.0,55%,45%,4,1,1,0,2,1,1,0,8,14,3,2,5,0,0,1,8,8,185,157,11,7,0.0,0.0,0.0,26.0,43%,57%,7,5,5,3,2,2,0,0,5,15,0,0,5,0,3,3,10,5,1.0,0.0,145,196,12,5,95.0,121.0,76.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-20-West Ham-Bournemouth,premier-league,home,West Ham,Bournemouth,20.01.2018,1,1,2017-2018,47%,53%,12,8,4,3,6,5,2,0,12,13,6,3,5,5,2,3,8,7,3.0,1.0,386,434,14,16,139.0,129.0,85.0,75.0,49%,51%,8,3,2,0,5,3,1,0,4,8,3,2,4,3,0,2,4,1,232,243,7,6,71.0,74.0,45.0,36.0,45%,55%,4,5,2,3,1,2,1,0,8,5,3,1,1,2,2,1,4,6,2.0,1.0,154,191,7,10,68.0,55.0,40.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-21-Southampton-Tottenham,premier-league,home,Southampton,Tottenham,21.01.2018,1,1,2017-2018,41%,59%,10,17,4,2,5,10,1,5,16,10,2,9,2,1,1,3,8,15,2.0,3.0,343,491,21,16,91.0,87.0,45.0,57.0,44%,56%,5,8,2,2,3,4,0,2,6,3,2,6,1,0,1,1,2,6,185,234,11,7,44.0,39.0,23.0,28.0,38%,62%,5,9,2,0,2,6,1,3,10,7,0,3,1,1,0,2,6,9,2.0,3.0,158,257,10,9,47.0,48.0,22.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-22-Swansea-Liverpool,premier-league,home,Swansea,Liverpool,22.01.2018,1,0,2017-2018,28%,72%,3,21,2,4,1,11,0,6,10,6,3,9,1,1,4,1,5,9,0.0,2.0,295,756,15,14,73.0,124.0,17.0,87.0,34%,66%,2,4,1,1,1,3,0,0,7,4,3,2,0,1,1,0,4,6,175,338,7,6,32.0,58.0,12.0,31.0,22%,78%,1,17,1,3,0,8,0,6,3,2,0,7,1,0,3,1,1,3,0.0,0.0,120,418,8,8,41.0,66.0,5.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-30-Huddersfield-Liverpool,premier-league,home,Huddersfield,Liverpool,30.01.2018,0,3,2017-2018,25%,75%,5,14,1,7,2,3,2,4,11,9,1,4,3,2,4,1,8,8,0.0,0.0,307,911,12,13,89.0,169.0,31.0,83.0,23%,77%,2,7,1,4,1,0,0,3,7,2,0,3,1,1,2,1,2,5,145,473,7,7,36.0,100.0,10.0,56.0,27%,73%,3,7,0,3,1,3,2,1,4,7,1,1,2,1,2,0,6,3,0.0,0.0,162,438,5,6,53.0,69.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-30-Swansea-Arsenal,premier-league,home,Swansea,Arsenal,30.01.2018,3,1,2017-2018,26%,74%,12,9,4,4,5,4,3,1,11,4,4,3,0,3,3,1,4,8,0.0,3.0,307,894,12,10,95.0,148.0,52.0,114.0,31%,69%,7,5,2,2,3,2,2,1,2,3,3,1,0,1,1,1,3,1,201,443,5,6,52.0,76.0,26.0,57.0,21%,79%,5,4,2,2,2,2,1,0,9,1,1,2,0,2,2,0,1,7,0.0,3.0,106,451,7,4,43.0,72.0,26.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-30-West Ham-Crystal Palace,premier-league,home,West Ham,Crystal Palace,30.01.2018,1,1,2017-2018,40%,60%,8,9,3,3,4,5,1,1,14,13,5,3,2,0,2,2,11,15,1.0,3.0,285,454,25,12,107.0,124.0,74.0,75.0,46%,54%,5,6,2,2,2,3,1,1,5,5,3,1,0,0,1,1,5,6,155,183,11,7,54.0,52.0,40.0,28.0,34%,66%,3,3,1,1,2,2,0,0,9,8,2,2,2,0,1,1,6,9,1.0,1.0,130,271,14,5,53.0,72.0,34.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-31-Chelsea-Bournemouth,premier-league,home,Chelsea,Bournemouth,31.01.2018,0,3,2017-2018,66%,34%,21,11,5,5,8,2,8,4,14,9,8,5,4,2,2,5,5,12,1.0,0.0,618,329,17,23,133.0,91.0,104.0,58.0,58%,42%,6,5,0,2,4,1,2,2,5,2,4,3,1,0,2,0,1,5,297,214,10,10,64.0,54.0,38.0,35.0,74%,26%,15,6,5,3,4,1,6,2,9,7,4,2,3,2,0,5,4,7,1.0,0.0,321,115,7,13,69.0,37.0,66.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-31-Everton-Leicester,premier-league,home,Everton,Leicester,31.01.2018,2,1,2017-2018,45%,55%,9,8,4,1,4,4,1,3,11,11,5,5,3,0,0,2,9,10,0.0,2.0,347,440,21,17,111.0,109.0,77.0,72.0,47%,53%,6,4,3,0,2,2,1,2,4,4,3,4,1,0,0,1,3,4,183,202,13,10,58.0,48.0,33.0,36.0,43%,57%,3,4,1,1,2,2,0,1,7,7,2,1,2,0,0,1,6,6,0.0,2.0,164,238,8,7,53.0,61.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-31-Manchester City-West Brom,premier-league,home,Manchester City,West Brom,31.01.2018,3,0,2017-2018,74%,26%,19,3,10,1,7,1,2,1,10,10,9,1,0,0,1,7,10,10,1.0,3.0,693,243,16,18,108.0,55.0,73.0,12.0,73%,27%,6,0,3,0,1,0,2,0,5,6,4,0,0,0,0,2,6,5,352,130,8,11,59.0,29.0,38.0,5.0,75%,25%,13,3,7,1,6,1,0,1,5,4,5,1,0,0,1,5,4,5,0.0,3.0,341,113,8,7,49.0,26.0,35.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-31-Newcastle-Burnley,premier-league,home,Newcastle,Burnley,31.01.2018,1,1,2017-2018,52%,48%,14,11,4,2,7,6,3,3,14,17,7,4,2,0,1,3,15,15,1.0,2.0,397,364,18,18,135.0,139.0,77.0,88.0,61%,39%,6,0,3,0,2,0,1,0,7,9,4,1,0,0,0,3,9,8,239,149,7,13,73.0,60.0,42.0,40.0,43%,57%,8,11,1,2,5,6,2,3,7,8,3,3,2,0,1,0,6,7,0.0,2.0,158,215,11,5,62.0,79.0,35.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-31-Southampton-Brighton,premier-league,home,Southampton,Brighton,31.01.2018,1,1,2017-2018,66%,34%,18,9,3,2,8,4,7,3,14,7,7,2,0,4,1,2,8,10,3.0,1.0,588,315,10,19,135.0,92.0,98.0,47.0,67%,33%,9,6,0,1,6,4,3,1,3,1,5,1,0,0,0,0,2,3,323,158,4,5,63.0,45.0,56.0,22.0,65%,35%,9,3,3,1,2,0,4,2,11,6,2,1,0,4,1,2,6,7,2.0,1.0,265,157,6,14,72.0,47.0,42.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-31-Stoke-Watford,premier-league,home,Stoke,Watford,31.01.2018,0,0,2017-2018,47%,53%,11,12,4,2,4,6,3,4,11,15,2,6,5,0,2,4,12,12,4.0,3.0,262,302,10,14,72.0,88.0,77.0,79.0,45%,55%,3,5,0,1,2,4,1,0,4,10,0,2,3,0,1,0,7,4,126,150,5,8,36.0,50.0,31.0,44.0,49%,51%,8,7,4,1,2,2,2,4,7,5,2,4,2,0,1,4,5,8,2.0,2.0,136,152,5,6,36.0,38.0,46.0,35.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-01-31-Tottenham-Manchester Utd,premier-league,home,Tottenham,Manchester Utd,31.01.2018,2,0,2017-2018,53%,47%,22,6,6,3,9,2,7,1,22,11,6,3,1,9,3,4,10,13,2.0,2.0,527,470,22,25,107.0,80.0,74.0,37.0,46%,54%,9,4,3,2,3,2,3,0,12,6,2,1,0,4,2,1,6,8,223,261,8,14,52.0,50.0,34.0,17.0,60%,40%,13,2,3,1,6,0,4,1,10,5,4,2,1,5,1,3,4,5,1.0,1.0,304,209,14,11,55.0,30.0,40.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-02-03-Arsenal-Everton,premier-league,home,Arsenal,Everton,03.02.2018,5,1,2017-2018,58%,42%,15,11,7,2,3,4,5,5,11,9,4,6,1,3,1,2,8,8,2.0,0.0,552,376,21,10,75.0,96.0,39.0,63.0,66%,34%,13,3,5,0,3,1,5,2,7,5,4,2,0,1,0,1,5,6,302,147,12,3,31.0,43.0,28.0,29.0,50%,50%,2,8,2,2,0,3,0,3,4,4,0,4,1,2,1,1,3,2,1.0,0.0,250,229,9,7,44.0,53.0,11.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-02-03-Bournemouth-Stoke,premier-league,home,Bournemouth,Stoke,03.02.2018,2,1,2017-2018,57%,43%,15,13,8,4,3,6,4,3,24,16,8,1,2,6,3,6,14,19,2.0,3.0,436,325,10,27,115.0,126.0,80.0,58.0,53%,47%,7,8,4,2,1,4,2,2,13,7,4,0,1,4,1,4,6,10,211,184,5,11,40.0,68.0,24.0,28.0,61%,39%,8,5,4,2,2,2,2,1,11,9,4,1,1,2,2,2,8,9,2.0,1.0,225,141,5,16,75.0,58.0,56.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-02-03-Brighton-West Ham,premier-league,home,Brighton,West Ham,03.02.2018,3,1,2017-2018,55%,45%,21,4,5,1,11,2,5,1,11,14,4,1,3,3,0,2,11,7,3.0,1.0,452,375,7,18,117.0,90.0,63.0,29.0,50%,50%,11,4,1,1,7,2,3,1,3,7,2,1,1,1,0,0,6,2,205,207,2,13,55.0,36.0,30.0,11.0,60%,40%,10,0,4,0,4,0,2,0,8,7,2,0,2,2,0,2,5,5,3.0,0.0,247,168,5,5,62.0,54.0,33.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-02-03-Burnley-Manchester City,premier-league,home,Burnley,Manchester City,03.02.2018,1,1,2017-2018,29%,71%,8,20,3,7,4,6,1,7,6,10,3,13,1,0,6,2,9,6,4.0,1.0,278,697,9,11,82.0,94.0,35.0,74.0,28%,72%,3,10,1,6,1,2,1,2,3,5,2,4,1,0,5,1,4,3,142,372,7,5,39.0,54.0,12.0,32.0,30%,70%,5,10,2,1,3,4,0,5,3,5,1,9,0,0,1,1,5,3,2.0,1.0,136,325,2,6,43.0,40.0,23.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-02-03-Leicester-Swansea,premier-league,home,Leicester,Swansea,03.02.2018,1,1,2017-2018,60%,40%,12,3,5,1,4,1,3,1,8,15,3,3,5,0,0,4,9,8,1.0,0.0,521,342,15,13,127.0,88.0,90.0,56.0,63%,37%,4,0,3,0,0,0,1,0,2,9,0,1,3,0,0,2,5,2,297,164,7,9,68.0,35.0,48.0,22.0,57%,43%,8,3,2,1,4,1,2,1,6,6,3,2,2,0,0,2,4,6,0.0,0.0,224,178,8,4,59.0,53.0,42.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2018-02-03-Manchester Utd-Huddersfield,premier-league,home,Manchester Utd,Huddersfield,03.02.2018,2,0,2017-2018,74%,26%,16,4,7,0,4,1,5,3,18,9,5,2,4,0,0,5,5,19,2.0,4.0,781,265,15,23,127.0,66.0,109.0,38.0,77%,23%,6,4,4,0,0,1,2,3,9,5,2,2,2,0,0,4,3,9,405,116,10,13,71.0,32.0,56.0,16.0,71%,29%,10,0,3,0,4,0,3,0,9,4,3,0,2,0,0,1,2,10,0.0,3.0,376,149,5,10,56.0,34.0,53.0,22.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
