match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
serie-a-2016-2017-2016-10-02-Empoli-Juventus,serie-a,home,Empoli,Juventus,02.10.2016,0,3,2016-2017,43%,57%,6.0,26.0,3.0,11.0,1.0,8.0,2.0,7.0,24.0,22.0,5.0,7.0,0.0,4.0,8.0,3.0,21.0,20.0,2.0,1.0,38%,62%,3.0,14.0,2.0,6.0,0.0,5.0,1.0,3.0,12.0,10.0,3.0,2.0,0.0,3.0,6.0,2.0,10.0,9.0,48%,52%,3.0,12.0,1.0,5.0,1.0,3.0,1.0,4.0,12.0,12.0,2.0,5.0,0.0,1.0,2.0,1.0,11.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-02-Sampdoria-Palermo,serie-a,home,Sampdoria,Palermo,02.10.2016,1,1,2016-2017,54%,46%,23.0,4.0,7.0,2.0,10.0,2.0,6.0,0.0,20.0,11.0,7.0,1.0,1.0,3.0,1.0,6.0,9.0,18.0,2.0,7.0,50%,50%,9.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,10.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,8.0,58%,42%,14.0,2.0,4.0,1.0,7.0,1.0,3.0,0.0,10.0,7.0,3.0,0.0,0.0,1.0,0.0,3.0,6.0,10.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-02-Torino-Fiorentina,serie-a,home,Torino,Fiorentina,02.10.2016,2,1,2016-2017,38%,62%,18.0,13.0,5.0,5.0,7.0,6.0,6.0,2.0,16.0,16.0,6.0,8.0,1.0,4.0,4.0,3.0,15.0,12.0,1.0,2.0,36%,64%,5.0,7.0,1.0,2.0,3.0,4.0,1.0,1.0,6.0,8.0,2.0,5.0,0.0,3.0,2.0,0.0,7.0,3.0,40%,60%,13.0,6.0,4.0,3.0,4.0,2.0,5.0,1.0,10.0,8.0,4.0,3.0,1.0,1.0,2.0,3.0,8.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-15-Juventus-Udinese,serie-a,home,Juventus,Udinese,15.10.2016,2,1,2016-2017,50%,50%,15.0,8.0,5.0,4.0,7.0,2.0,3.0,2.0,10.0,12.0,4.0,7.0,1.0,0.0,3.0,3.0,11.0,11.0,1.0,2.0,52%,48%,8.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,7.0,2.0,3.0,0.0,0.0,0.0,1.0,7.0,4.0,48%,52%,7.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,6.0,5.0,2.0,4.0,1.0,0.0,3.0,2.0,4.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-15-Napoli-AS Roma,serie-a,home,Napoli,AS Roma,15.10.2016,1,3,2016-2017,57%,43%,21.0,14.0,5.0,6.0,7.0,6.0,9.0,2.0,17.0,7.0,9.0,1.0,2.0,0.0,3.0,4.0,5.0,16.0,2.0,3.0,53%,47%,12.0,8.0,1.0,3.0,5.0,4.0,6.0,1.0,10.0,3.0,5.0,1.0,2.0,0.0,2.0,1.0,1.0,9.0,61%,39%,9.0,6.0,4.0,3.0,2.0,2.0,3.0,1.0,7.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-15-Pescara-Sampdoria,serie-a,home,Pescara,Sampdoria,15.10.2016,1,1,2016-2017,33%,67%,10.0,22.0,7.0,9.0,3.0,10.0,0.0,3.0,12.0,10.0,8.0,8.0,2.0,1.0,8.0,6.0,9.0,12.0,3.0,1.0,37%,63%,8.0,8.0,5.0,4.0,3.0,4.0,0.0,0.0,5.0,6.0,5.0,3.0,2.0,1.0,3.0,4.0,5.0,4.0,29%,71%,2.0,14.0,2.0,5.0,0.0,6.0,0.0,3.0,7.0,4.0,3.0,5.0,0.0,0.0,5.0,2.0,4.0,8.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-16-Chievo-AC Milan,serie-a,home,Chievo,AC Milan,16.10.2016,1,3,2016-2017,44%,56%,8.0,16.0,5.0,5.0,1.0,5.0,2.0,6.0,14.0,22.0,7.0,2.0,5.0,2.0,2.0,4.0,17.0,13.0,3.0,2.0,46%,54%,4.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,11.0,4.0,0.0,4.0,0.0,0.0,2.0,7.0,7.0,42%,58%,4.0,11.0,3.0,4.0,0.0,3.0,1.0,4.0,7.0,11.0,3.0,2.0,1.0,2.0,2.0,2.0,10.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-16-Fiorentina-Atalanta,serie-a,home,Fiorentina,Atalanta,16.10.2016,0,0,2016-2017,65%,35%,17.0,13.0,6.0,3.0,7.0,7.0,4.0,3.0,20.0,16.0,7.0,6.0,2.0,2.0,3.0,6.0,14.0,17.0,3.0,3.0,58%,42%,7.0,8.0,3.0,2.0,2.0,5.0,2.0,1.0,10.0,9.0,2.0,2.0,1.0,2.0,2.0,3.0,8.0,8.0,72%,28%,10.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,10.0,7.0,5.0,4.0,1.0,0.0,1.0,3.0,6.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-16-Genoa-Empoli,serie-a,home,Genoa,Empoli,16.10.2016,0,0,2016-2017,44%,56%,8.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,18.0,19.0,3.0,2.0,1.0,1.0,1.0,3.0,17.0,17.0,2.0,4.0,46%,54%,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,8.0,13.0,0.0,2.0,1.0,1.0,1.0,0.0,11.0,7.0,42%,58%,5.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,6.0,10.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-16-Inter-Cagliari,serie-a,home,Inter,Cagliari,16.10.2016,1,2,2016-2017,66%,34%,17.0,11.0,4.0,6.0,8.0,4.0,5.0,1.0,15.0,12.0,10.0,6.0,3.0,2.0,4.0,3.0,10.0,12.0,1.0,5.0,69%,31%,9.0,2.0,1.0,0.0,5.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,63%,37%,8.0,9.0,3.0,6.0,3.0,3.0,2.0,0.0,12.0,8.0,6.0,3.0,2.0,2.0,4.0,2.0,7.0,8.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-16-Lazio-Bologna,serie-a,home,Lazio,Bologna,16.10.2016,1,1,2016-2017,68%,32%,25.0,9.0,8.0,4.0,11.0,0.0,6.0,5.0,18.0,15.0,18.0,1.0,2.0,4.0,3.0,7.0,13.0,16.0,4.0,3.0,64%,36%,8.0,5.0,1.0,2.0,6.0,0.0,1.0,3.0,10.0,11.0,6.0,0.0,2.0,2.0,1.0,1.0,9.0,8.0,72%,28%,17.0,4.0,7.0,2.0,5.0,0.0,5.0,2.0,8.0,4.0,12.0,1.0,0.0,2.0,2.0,6.0,4.0,8.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-16-Sassuolo-Crotone,serie-a,home,Sassuolo,Crotone,16.10.2016,2,1,2016-2017,68%,32%,22.0,8.0,9.0,1.0,7.0,2.0,6.0,5.0,26.0,12.0,15.0,1.0,1.0,4.0,0.0,7.0,10.0,22.0,1.0,3.0,67%,33%,10.0,4.0,4.0,1.0,3.0,0.0,3.0,3.0,11.0,5.0,5.0,1.0,1.0,2.0,0.0,4.0,4.0,9.0,69%,31%,12.0,4.0,5.0,0.0,4.0,2.0,3.0,2.0,15.0,7.0,10.0,0.0,0.0,2.0,0.0,3.0,6.0,13.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-17-Palermo-Torino,serie-a,home,Palermo,Torino,17.10.2016,1,4,2016-2017,58%,42%,16.0,15.0,3.0,7.0,9.0,3.0,4.0,5.0,25.0,14.0,10.0,6.0,0.0,3.0,3.0,2.0,15.0,23.0,4.0,2.0,53%,47%,7.0,8.0,1.0,5.0,4.0,1.0,2.0,2.0,12.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,10.0,63%,37%,9.0,7.0,2.0,2.0,5.0,2.0,2.0,3.0,13.0,12.0,7.0,3.0,0.0,1.0,1.0,2.0,12.0,13.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-22-AC Milan-Juventus,serie-a,home,AC Milan,Juventus,22.10.2016,1,0,2016-2017,41%,59%,8.0,22.0,2.0,3.0,1.0,15.0,5.0,4.0,20.0,20.0,5.0,9.0,2.0,6.0,3.0,1.0,19.0,14.0,4.0,3.0,44%,56%,4.0,8.0,1.0,2.0,1.0,4.0,2.0,2.0,12.0,11.0,3.0,3.0,2.0,4.0,2.0,1.0,9.0,8.0,38%,62%,4.0,14.0,1.0,1.0,0.0,11.0,3.0,2.0,8.0,9.0,2.0,6.0,0.0,2.0,1.0,0.0,10.0,6.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-22-Sampdoria-Genoa,serie-a,home,Sampdoria,Genoa,22.10.2016,2,1,2016-2017,41%,59%,14.0,10.0,7.0,5.0,5.0,4.0,2.0,1.0,16.0,15.0,5.0,6.0,3.0,4.0,4.0,5.0,12.0,15.0,2.0,3.0,45%,55%,8.0,6.0,5.0,3.0,3.0,2.0,0.0,1.0,8.0,8.0,3.0,3.0,0.0,1.0,2.0,4.0,8.0,8.0,37%,63%,6.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,8.0,7.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-23-AS Roma-Palermo,serie-a,home,AS Roma,Palermo,23.10.2016,4,1,2016-2017,60%,40%,18.0,8.0,7.0,3.0,7.0,1.0,4.0,4.0,16.0,12.0,4.0,4.0,2.0,2.0,2.0,3.0,11.0,14.0,3.0,2.0,58%,42%,11.0,2.0,4.0,0.0,3.0,1.0,4.0,1.0,9.0,9.0,4.0,1.0,0.0,1.0,0.0,3.0,9.0,8.0,62%,38%,7.0,6.0,3.0,3.0,4.0,0.0,0.0,3.0,7.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-23-Atalanta-Inter,serie-a,home,Atalanta,Inter,23.10.2016,2,1,2016-2017,50%,50%,11.0,7.0,8.0,4.0,2.0,3.0,1.0,0.0,11.0,20.0,4.0,0.0,1.0,0.0,3.0,6.0,19.0,11.0,2.0,1.0,57%,43%,4.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,43%,57%,7.0,6.0,5.0,4.0,1.0,2.0,1.0,0.0,6.0,10.0,2.0,0.0,1.0,0.0,3.0,4.0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-23-Bologna-Sassuolo,serie-a,home,Bologna,Sassuolo,23.10.2016,1,1,2016-2017,46%,54%,14.0,8.0,4.0,3.0,9.0,3.0,1.0,2.0,16.0,16.0,8.0,12.0,5.0,4.0,2.0,3.0,11.0,13.0,0.0,1.0,56%,44%,9.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,8.0,5.0,2.0,3.0,1.0,0.0,1.0,5.0,3.0,36%,64%,5.0,7.0,2.0,3.0,3.0,2.0,0.0,2.0,13.0,8.0,3.0,10.0,2.0,3.0,2.0,2.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-23-Cagliari-Fiorentina,serie-a,home,Cagliari,Fiorentina,23.10.2016,3,5,2016-2017,38%,62%,10.0,16.0,5.0,8.0,3.0,5.0,2.0,3.0,9.0,21.0,4.0,7.0,1.0,2.0,3.0,2.0,19.0,7.0,2.0,2.0,37%,63%,4.0,9.0,3.0,5.0,1.0,1.0,0.0,3.0,5.0,10.0,1.0,4.0,1.0,0.0,1.0,2.0,9.0,5.0,39%,61%,6.0,7.0,2.0,3.0,2.0,4.0,2.0,0.0,4.0,11.0,3.0,3.0,0.0,2.0,2.0,0.0,10.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-23-Crotone-Napoli,serie-a,home,Crotone,Napoli,23.10.2016,1,2,2016-2017,43%,57%,12.0,13.0,4.0,8.0,4.0,1.0,4.0,4.0,10.0,20.0,7.0,7.0,1.0,1.0,6.0,3.0,20.0,8.0,2.0,0.0,36%,64%,4.0,9.0,1.0,4.0,1.0,1.0,2.0,4.0,5.0,6.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,4.0,50%,50%,8.0,4.0,3.0,4.0,3.0,0.0,2.0,0.0,5.0,14.0,6.0,3.0,0.0,0.0,4.0,2.0,15.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-23-Empoli-Chievo,serie-a,home,Empoli,Chievo,23.10.2016,0,0,2016-2017,53%,47%,8.0,13.0,3.0,2.0,1.0,7.0,4.0,4.0,32.0,17.0,6.0,3.0,1.0,4.0,2.0,3.0,16.0,28.0,3.0,5.0,53%,47%,3.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,18.0,10.0,2.0,1.0,1.0,3.0,2.0,1.0,9.0,15.0,53%,47%,5.0,8.0,2.0,0.0,1.0,6.0,2.0,2.0,14.0,7.0,4.0,2.0,0.0,1.0,0.0,2.0,7.0,13.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-23-Torino-Lazio,serie-a,home,Torino,Lazio,23.10.2016,2,2,2016-2017,56%,44%,16.0,14.0,4.0,6.0,7.0,8.0,5.0,0.0,15.0,12.0,4.0,6.0,1.0,2.0,4.0,2.0,12.0,14.0,2.0,2.0,59%,41%,9.0,5.0,1.0,1.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,53%,47%,7.0,9.0,3.0,5.0,3.0,4.0,1.0,0.0,11.0,8.0,2.0,5.0,0.0,1.0,3.0,2.0,9.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-23-Udinese-Pescara,serie-a,home,Udinese,Pescara,23.10.2016,3,1,2016-2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-25-Genoa-AC Milan,serie-a,home,Genoa,AC Milan,25.10.2016,3,0,2016-2017,46%,54%,8.0,13.0,3.0,3.0,2.0,7.0,3.0,3.0,7.0,19.0,5.0,3.0,3.0,0.0,3.0,0.0,15.0,9.0,3.0,0.0,45%,55%,1.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,11.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,7.0,47%,53%,7.0,9.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,8.0,4.0,2.0,2.0,0.0,2.0,0.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-26-Chievo-Bologna,serie-a,home,Chievo,Bologna,26.10.2016,1,1,2016-2017,56%,44%,10.0,9.0,3.0,4.0,4.0,2.0,3.0,3.0,15.0,19.0,6.0,4.0,1.0,0.0,3.0,2.0,18.0,14.0,0.0,4.0,54%,46%,7.0,4.0,2.0,2.0,3.0,0.0,2.0,2.0,7.0,11.0,4.0,3.0,0.0,0.0,2.0,2.0,11.0,7.0,58%,42%,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,7.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-26-Fiorentina-Crotone,serie-a,home,Fiorentina,Crotone,26.10.2016,1,1,2016-2017,76%,24%,26.0,4.0,11.0,2.0,10.0,2.0,5.0,0.0,20.0,17.0,14.0,1.0,3.0,3.0,1.0,10.0,15.0,16.0,1.0,2.0,75%,25%,11.0,2.0,5.0,2.0,3.0,0.0,3.0,0.0,12.0,7.0,6.0,1.0,2.0,2.0,1.0,5.0,6.0,9.0,77%,23%,15.0,2.0,6.0,0.0,7.0,2.0,2.0,0.0,8.0,10.0,8.0,0.0,1.0,1.0,0.0,5.0,9.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0
serie-a-2016-2017-2016-10-26-Inter-Torino,serie-a,home,Inter,Torino,26.10.2016,2,1,2016-2017,51%,49%,22.0,7.0,6.0,2.0,11.0,2.0,5.0,3.0,16.0,16.0,2.0,10.0,2.0,2.0,1.0,4.0,14.0,18.0,0.0,4.0,52%,48%,7.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,9.0,6.0,0.0,4.0,0.0,2.0,1.0,0.0,6.0,7.0,50%,50%,15.0,5.0,5.0,1.0,6.0,2.0,4.0,2.0,7.0,10.0,2.0,6.0,2.0,0.0,0.0,4.0,8.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-26-Juventus-Sampdoria,serie-a,home,Juventus,Sampdoria,26.10.2016,4,1,2016-2017,62%,38%,13.0,8.0,7.0,3.0,6.0,4.0,0.0,1.0,18.0,14.0,5.0,2.0,6.0,1.0,2.0,3.0,6.0,16.0,0.0,3.0,61%,39%,6.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,8.0,8.0,4.0,2.0,5.0,0.0,2.0,1.0,1.0,7.0,63%,37%,7.0,4.0,4.0,1.0,3.0,2.0,0.0,1.0,10.0,6.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-26-Lazio-Cagliari,serie-a,home,Lazio,Cagliari,26.10.2016,4,1,2016-2017,57%,43%,19.0,14.0,12.0,5.0,3.0,6.0,4.0,3.0,6.0,5.0,4.0,10.0,0.0,2.0,4.0,8.0,6.0,6.0,2.0,3.0,56%,44%,10.0,7.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,0.0,0.0,3.0,4.0,4.0,2.0,58%,42%,9.0,7.0,5.0,2.0,1.0,3.0,3.0,2.0,5.0,1.0,3.0,5.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-26-Napoli-Empoli,serie-a,home,Napoli,Empoli,26.10.2016,2,0,2016-2017,62%,38%,35.0,7.0,10.0,2.0,13.0,2.0,12.0,3.0,10.0,9.0,11.0,8.0,2.0,1.0,2.0,8.0,7.0,9.0,1.0,2.0,67%,33%,24.0,0.0,6.0,0.0,8.0,0.0,10.0,0.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,6.0,5.0,6.0,57%,43%,11.0,7.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,7.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-26-Pescara-Atalanta,serie-a,home,Pescara,Atalanta,26.10.2016,0,1,2016-2017,47%,53%,5.0,13.0,0.0,3.0,2.0,7.0,3.0,3.0,22.0,22.0,2.0,8.0,2.0,0.0,2.0,0.0,18.0,22.0,3.0,3.0,41%,59%,1.0,8.0,0.0,1.0,1.0,4.0,0.0,3.0,13.0,11.0,0.0,4.0,0.0,0.0,1.0,0.0,9.0,13.0,53%,47%,4.0,5.0,0.0,2.0,1.0,3.0,3.0,0.0,9.0,11.0,2.0,4.0,2.0,0.0,1.0,0.0,9.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-26-Sassuolo-AS Roma,serie-a,home,Sassuolo,AS Roma,26.10.2016,1,3,2016-2017,39%,61%,16.0,16.0,3.0,5.0,7.0,6.0,6.0,5.0,14.0,11.0,5.0,11.0,0.0,4.0,2.0,2.0,12.0,10.0,3.0,0.0,35%,65%,10.0,8.0,3.0,0.0,3.0,3.0,4.0,5.0,9.0,7.0,3.0,10.0,0.0,3.0,0.0,2.0,7.0,6.0,43%,57%,6.0,8.0,0.0,5.0,4.0,3.0,2.0,0.0,5.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,5.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-27-Palermo-Udinese,serie-a,home,Palermo,Udinese,27.10.2016,1,3,2016-2017,52%,48%,11.0,11.0,2.0,7.0,6.0,3.0,3.0,1.0,15.0,16.0,3.0,4.0,1.0,0.0,4.0,1.0,15.0,15.0,4.0,2.0,46%,54%,5.0,5.0,2.0,4.0,3.0,0.0,0.0,1.0,6.0,10.0,1.0,3.0,1.0,0.0,3.0,1.0,9.0,6.0,58%,42%,6.0,6.0,0.0,3.0,3.0,3.0,3.0,0.0,9.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,6.0,9.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-29-Bologna-Fiorentina,serie-a,home,Bologna,Fiorentina,29.10.2016,0,1,2016-2017,41%,59%,5.0,12.0,2.0,5.0,2.0,5.0,1.0,2.0,22.0,11.0,2.0,5.0,3.0,6.0,4.0,2.0,8.0,17.0,3.0,3.0,39%,61%,2.0,7.0,0.0,3.0,2.0,2.0,0.0,2.0,11.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,3.0,9.0,43%,57%,3.0,5.0,2.0,2.0,0.0,3.0,1.0,0.0,11.0,9.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,8.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-29-Juventus-Napoli,serie-a,home,Juventus,Napoli,29.10.2016,2,1,2016-2017,51%,49%,10.0,12.0,3.0,2.0,4.0,5.0,3.0,5.0,14.0,14.0,3.0,4.0,2.0,4.0,1.0,1.0,11.0,10.0,4.0,1.0,51%,49%,3.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,8.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,6.0,51%,49%,7.0,8.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,4.0,2.0,3.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-30-AC Milan-Pescara,serie-a,home,AC Milan,Pescara,30.10.2016,1,0,2016-2017,51%,49%,18.0,14.0,9.0,6.0,8.0,6.0,1.0,2.0,17.0,14.0,5.0,5.0,3.0,4.0,6.0,8.0,11.0,14.0,1.0,2.0,56%,44%,10.0,4.0,4.0,2.0,5.0,2.0,1.0,0.0,8.0,8.0,4.0,3.0,2.0,1.0,2.0,4.0,6.0,6.0,46%,54%,8.0,10.0,5.0,4.0,3.0,4.0,0.0,2.0,9.0,6.0,1.0,2.0,1.0,3.0,4.0,4.0,5.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
