match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
serie-a-2016-2017-2016-11-28-Napoli-Sassuolo,serie-a,home,Napoli,Sassuolo,28.11.2016,1,1,2016-2017,72%,28%,19.0,4.0,6.0,1.0,6.0,2.0,7.0,1.0,17.0,18.0,9.0,3.0,4.0,5.0,0.0,5.0,14.0,12.0,3.0,4.0,69%,31%,9.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,9.0,10.0,5.0,1.0,2.0,2.0,0.0,1.0,8.0,7.0,75%,25%,10.0,2.0,4.0,1.0,3.0,1.0,3.0,0.0,8.0,8.0,4.0,2.0,2.0,3.0,0.0,4.0,6.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-02-Napoli-Inter,serie-a,home,Napoli,Inter,02.12.2016,3,0,2016-2017,54%,46%,19.0,18.0,11.0,6.0,6.0,5.0,2.0,7.0,16.0,8.0,5.0,7.0,1.0,4.0,6.0,8.0,7.0,12.0,2.0,3.0,58%,42%,10.0,10.0,7.0,4.0,2.0,2.0,1.0,4.0,5.0,5.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,50%,50%,9.0,8.0,4.0,2.0,4.0,3.0,1.0,3.0,11.0,3.0,3.0,4.0,0.0,3.0,2.0,3.0,3.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-03-Juventus-Atalanta,serie-a,home,Juventus,Atalanta,03.12.2016,3,1,2016-2017,53%,47%,12.0,7.0,7.0,2.0,2.0,2.0,3.0,3.0,20.0,26.0,6.0,4.0,1.0,2.0,1.0,4.0,25.0,18.0,3.0,2.0,51%,49%,6.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,12.0,13.0,3.0,4.0,0.0,0.0,0.0,1.0,14.0,12.0,55%,45%,6.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0,8.0,13.0,3.0,0.0,1.0,2.0,1.0,3.0,11.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-04-AC Milan-Crotone,serie-a,home,AC Milan,Crotone,04.12.2016,2,1,2016-2017,70%,30%,12.0,9.0,4.0,5.0,7.0,3.0,1.0,1.0,21.0,24.0,7.0,4.0,3.0,3.0,4.0,2.0,22.0,19.0,4.0,4.0,74%,26%,10.0,6.0,2.0,4.0,7.0,2.0,1.0,0.0,9.0,8.0,5.0,2.0,1.0,1.0,3.0,1.0,8.0,8.0,66%,34%,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,12.0,16.0,2.0,2.0,2.0,2.0,1.0,1.0,14.0,11.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-04-Fiorentina-Palermo,serie-a,home,Fiorentina,Palermo,04.12.2016,2,1,2016-2017,62%,38%,19.0,7.0,7.0,2.0,9.0,3.0,3.0,2.0,24.0,18.0,7.0,6.0,3.0,3.0,1.0,5.0,16.0,22.0,2.0,2.0,64%,36%,11.0,2.0,4.0,0.0,4.0,1.0,3.0,1.0,10.0,9.0,3.0,2.0,1.0,0.0,0.0,3.0,8.0,11.0,60%,40%,8.0,5.0,3.0,2.0,5.0,2.0,0.0,1.0,14.0,9.0,4.0,4.0,2.0,3.0,1.0,2.0,8.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-04-Lazio-AS Roma,serie-a,home,Lazio,AS Roma,04.12.2016,0,2,2016-2017,48%,52%,11.0,7.0,2.0,4.0,6.0,2.0,3.0,1.0,14.0,21.0,6.0,3.0,2.0,0.0,2.0,2.0,20.0,14.0,4.0,3.0,48%,52%,5.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,8.0,8.0,3.0,2.0,1.0,0.0,0.0,1.0,8.0,8.0,48%,52%,6.0,5.0,1.0,4.0,3.0,1.0,2.0,0.0,6.0,13.0,3.0,1.0,1.0,0.0,2.0,1.0,12.0,6.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-04-Pescara-Cagliari,serie-a,home,Pescara,Cagliari,04.12.2016,1,1,2016-2017,65%,35%,19.0,6.0,2.0,2.0,11.0,2.0,6.0,2.0,19.0,23.0,8.0,2.0,3.0,1.0,1.0,1.0,20.0,18.0,2.0,4.0,55%,45%,9.0,6.0,0.0,2.0,4.0,2.0,5.0,2.0,9.0,10.0,2.0,2.0,2.0,1.0,1.0,0.0,8.0,8.0,75%,25%,10.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,10.0,13.0,6.0,0.0,1.0,0.0,0.0,1.0,12.0,10.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-04-Sampdoria-Torino,serie-a,home,Sampdoria,Torino,04.12.2016,2,0,2016-2017,46%,54%,13.0,14.0,2.0,3.0,10.0,8.0,1.0,3.0,23.0,12.0,5.0,2.0,2.0,3.0,3.0,0.0,10.0,20.0,1.0,4.0,51%,49%,5.0,9.0,0.0,1.0,5.0,6.0,0.0,2.0,13.0,7.0,3.0,1.0,1.0,0.0,1.0,0.0,6.0,13.0,41%,59%,8.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,10.0,5.0,2.0,1.0,1.0,3.0,2.0,0.0,4.0,7.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-04-Sassuolo-Empoli,serie-a,home,Sassuolo,Empoli,04.12.2016,3,0,2016-2017,43%,57%,12.0,14.0,6.0,3.0,3.0,7.0,3.0,4.0,14.0,22.0,2.0,7.0,3.0,6.0,3.0,3.0,20.0,10.0,4.0,6.0,49%,51%,6.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,8.0,8.0,0.0,3.0,2.0,4.0,1.0,1.0,7.0,6.0,37%,63%,6.0,12.0,3.0,2.0,2.0,6.0,1.0,4.0,6.0,14.0,2.0,4.0,1.0,2.0,2.0,2.0,13.0,4.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-05-Chievo-Genoa,serie-a,home,Chievo,Genoa,05.12.2016,0,0,2016-2017,48%,52%,7.0,10.0,2.0,1.0,3.0,8.0,2.0,1.0,18.0,9.0,5.0,8.0,0.0,0.0,1.0,2.0,9.0,19.0,2.0,3.0,53%,47%,5.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,8.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,6.0,9.0,43%,57%,2.0,7.0,1.0,1.0,1.0,5.0,0.0,1.0,10.0,3.0,3.0,6.0,0.0,0.0,1.0,1.0,3.0,10.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-05-Udinese-Bologna,serie-a,home,Udinese,Bologna,05.12.2016,1,0,2016-2017,57%,43%,19.0,7.0,9.0,1.0,7.0,6.0,3.0,0.0,17.0,11.0,5.0,0.0,0.0,0.0,1.0,8.0,10.0,17.0,3.0,2.0,58%,42%,11.0,4.0,3.0,1.0,6.0,3.0,2.0,0.0,7.0,5.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,7.0,56%,44%,8.0,3.0,6.0,0.0,1.0,3.0,1.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,10.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-10-Crotone-Pescara,serie-a,home,Crotone,Pescara,10.12.2016,2,1,2016-2017,28%,72%,8.0,6.0,4.0,3.0,3.0,2.0,1.0,1.0,20.0,17.0,1.0,4.0,0.0,1.0,2.0,2.0,18.0,20.0,3.0,5.0,33%,67%,5.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,7.0,22%,78%,3.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,14.0,11.0,0.0,2.0,0.0,1.0,0.0,1.0,11.0,13.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-10-Sampdoria-Lazio,serie-a,home,Sampdoria,Lazio,10.12.2016,1,2,2016-2017,59%,41%,10.0,10.0,5.0,7.0,4.0,2.0,1.0,1.0,25.0,11.0,2.0,5.0,2.0,10.0,5.0,4.0,9.0,15.0,2.0,4.0,59%,41%,2.0,7.0,2.0,5.0,0.0,1.0,0.0,1.0,9.0,4.0,1.0,4.0,0.0,5.0,3.0,2.0,4.0,4.0,59%,41%,8.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,16.0,7.0,1.0,1.0,2.0,5.0,2.0,2.0,5.0,11.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-11-Atalanta-Udinese,serie-a,home,Atalanta,Udinese,11.12.2016,1,3,2016-2017,72%,28%,18.0,6.0,9.0,3.0,5.0,2.0,4.0,1.0,12.0,14.0,11.0,0.0,3.0,1.0,0.0,8.0,11.0,12.0,1.0,2.0,73%,27%,12.0,1.0,6.0,1.0,4.0,0.0,2.0,0.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,6.0,4.0,6.0,71%,29%,6.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,9.0,5.0,0.0,2.0,1.0,0.0,2.0,7.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-11-Bologna-Empoli,serie-a,home,Bologna,Empoli,11.12.2016,0,0,2016-2017,54%,46%,22.0,3.0,3.0,1.0,11.0,1.0,8.0,1.0,22.0,18.0,7.0,2.0,4.0,5.0,1.0,3.0,14.0,17.0,2.0,4.0,50%,50%,9.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,9.0,11.0,2.0,1.0,1.0,3.0,1.0,2.0,10.0,6.0,58%,42%,13.0,0.0,1.0,0.0,8.0,0.0,4.0,0.0,13.0,7.0,5.0,1.0,3.0,2.0,0.0,1.0,4.0,11.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-11-Cagliari-Napoli,serie-a,home,Cagliari,Napoli,11.12.2016,0,5,2016-2017,28%,72%,6.0,23.0,3.0,11.0,0.0,10.0,3.0,2.0,11.0,21.0,2.0,10.0,4.0,1.0,6.0,3.0,17.0,10.0,4.0,3.0,35%,65%,3.0,12.0,1.0,5.0,0.0,6.0,2.0,1.0,8.0,9.0,1.0,6.0,1.0,1.0,3.0,1.0,8.0,7.0,20%,80%,3.0,11.0,2.0,6.0,0.0,4.0,1.0,1.0,3.0,12.0,1.0,4.0,3.0,0.0,3.0,2.0,9.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-11-Inter-Genoa,serie-a,home,Inter,Genoa,11.12.2016,2,0,2016-2017,51%,49%,13.0,11.0,3.0,4.0,4.0,5.0,6.0,2.0,19.0,17.0,5.0,5.0,4.0,1.0,4.0,1.0,13.0,18.0,1.0,2.0,53%,47%,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,10.0,9.0,2.0,2.0,3.0,0.0,2.0,0.0,6.0,10.0,49%,51%,9.0,7.0,2.0,2.0,3.0,4.0,4.0,1.0,9.0,8.0,3.0,3.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-11-Palermo-Chievo,serie-a,home,Palermo,Chievo,11.12.2016,0,2,2016-2017,63%,37%,15.0,9.0,3.0,3.0,8.0,4.0,4.0,2.0,23.0,9.0,8.0,3.0,0.0,7.0,1.0,3.0,10.0,16.0,1.0,1.0,63%,37%,5.0,5.0,1.0,2.0,4.0,2.0,0.0,1.0,11.0,3.0,3.0,1.0,0.0,5.0,1.0,1.0,4.0,6.0,63%,37%,10.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,12.0,6.0,5.0,2.0,0.0,2.0,0.0,2.0,6.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-11-Torino-Juventus,serie-a,home,Torino,Juventus,11.12.2016,1,3,2016-2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-12-AS Roma-AC Milan,serie-a,home,AS Roma,AC Milan,12.12.2016,1,0,2016-2017,48%,52%,13.0,8.0,4.0,4.0,7.0,2.0,2.0,2.0,24.0,15.0,7.0,4.0,4.0,1.0,4.0,3.0,13.0,24.0,1.0,2.0,52%,48%,6.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,10.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,9.0,44%,56%,7.0,6.0,2.0,3.0,4.0,2.0,1.0,1.0,14.0,10.0,3.0,2.0,2.0,0.0,3.0,1.0,9.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-12-Fiorentina-Sassuolo,serie-a,home,Fiorentina,Sassuolo,12.12.2016,2,1,2016-2017,54%,46%,14.0,16.0,6.0,5.0,6.0,5.0,2.0,6.0,15.0,23.0,5.0,5.0,2.0,3.0,4.0,4.0,23.0,12.0,3.0,1.0,55%,45%,6.0,11.0,2.0,2.0,2.0,4.0,2.0,5.0,7.0,11.0,0.0,3.0,1.0,2.0,2.0,0.0,11.0,5.0,53%,47%,8.0,5.0,4.0,3.0,4.0,1.0,0.0,1.0,8.0,12.0,5.0,2.0,1.0,1.0,2.0,4.0,12.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-15-Genoa-Fiorentina,serie-a,home,Genoa,Fiorentina,15.12.2016,1,0,2016-2017,39%,61%,11.0,9.0,5.0,3.0,6.0,5.0,0.0,1.0,15.0,27.0,4.0,3.0,3.0,1.0,3.0,4.0,24.0,14.0,3.0,2.0,46%,54%,7.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,8.0,15.0,1.0,1.0,3.0,0.0,1.0,3.0,12.0,8.0,32%,68%,4.0,7.0,1.0,2.0,3.0,4.0,0.0,1.0,7.0,12.0,3.0,2.0,0.0,1.0,2.0,1.0,12.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-17-AC Milan-Atalanta,serie-a,home,AC Milan,Atalanta,17.12.2016,0,0,2016-2017,59%,41%,11.0,14.0,3.0,4.0,4.0,8.0,4.0,2.0,29.0,25.0,7.0,3.0,2.0,1.0,4.0,3.0,23.0,28.0,3.0,6.0,54%,46%,2.0,8.0,0.0,1.0,1.0,5.0,1.0,2.0,16.0,13.0,2.0,0.0,1.0,0.0,1.0,0.0,12.0,16.0,64%,36%,9.0,6.0,3.0,3.0,3.0,3.0,3.0,0.0,13.0,12.0,5.0,3.0,1.0,1.0,3.0,3.0,11.0,12.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-17-Empoli-Cagliari,serie-a,home,Empoli,Cagliari,17.12.2016,2,0,2016-2017,42%,58%,7.0,9.0,2.0,2.0,2.0,5.0,3.0,2.0,22.0,26.0,3.0,2.0,5.0,5.0,2.0,0.0,23.0,17.0,6.0,5.0,41%,59%,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,11.0,15.0,3.0,1.0,1.0,4.0,1.0,0.0,14.0,7.0,43%,57%,4.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,11.0,11.0,0.0,1.0,4.0,1.0,1.0,0.0,9.0,10.0,2.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-17-Juventus-AS Roma,serie-a,home,Juventus,AS Roma,17.12.2016,1,0,2016-2017,40%,60%,7.0,10.0,6.0,2.0,0.0,5.0,1.0,3.0,17.0,19.0,5.0,8.0,3.0,0.0,2.0,5.0,16.0,17.0,3.0,5.0,41%,59%,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,11.0,4.0,2.0,3.0,0.0,1.0,2.0,8.0,7.0,39%,61%,4.0,7.0,3.0,1.0,0.0,4.0,1.0,2.0,10.0,8.0,1.0,6.0,0.0,0.0,1.0,3.0,8.0,10.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-18-Chievo-Sampdoria,serie-a,home,Chievo,Sampdoria,18.12.2016,2,1,2016-2017,35%,65%,13.0,21.0,5.0,6.0,4.0,9.0,4.0,6.0,15.0,17.0,3.0,10.0,8.0,1.0,5.0,3.0,10.0,15.0,1.0,2.0,38%,62%,10.0,6.0,4.0,1.0,3.0,4.0,3.0,1.0,8.0,7.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,8.0,32%,68%,3.0,15.0,1.0,5.0,1.0,5.0,1.0,5.0,7.0,10.0,2.0,7.0,5.0,0.0,4.0,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-18-Genoa-Palermo,serie-a,home,Genoa,Palermo,18.12.2016,3,4,2016-2017,59%,41%,15.0,13.0,7.0,4.0,8.0,7.0,0.0,2.0,20.0,17.0,5.0,5.0,3.0,2.0,0.0,4.0,14.0,18.0,3.0,5.0,61%,39%,5.0,5.0,2.0,1.0,3.0,3.0,0.0,1.0,10.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,9.0,57%,43%,10.0,8.0,5.0,3.0,5.0,4.0,0.0,1.0,10.0,9.0,4.0,4.0,2.0,1.0,0.0,3.0,7.0,9.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-18-Lazio-Fiorentina,serie-a,home,Lazio,Fiorentina,18.12.2016,3,1,2016-2017,50%,50%,12.0,13.0,5.0,6.0,4.0,1.0,3.0,6.0,21.0,19.0,5.0,5.0,3.0,1.0,5.0,2.0,16.0,20.0,1.0,5.0,54%,46%,5.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,10.0,6.0,3.0,0.0,1.0,1.0,2.0,1.0,5.0,10.0,46%,54%,7.0,11.0,2.0,4.0,3.0,1.0,2.0,6.0,11.0,13.0,2.0,5.0,2.0,0.0,3.0,1.0,11.0,10.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-18-Napoli-Torino,serie-a,home,Napoli,Torino,18.12.2016,5,3,2016-2017,66%,34%,21.0,10.0,10.0,5.0,9.0,3.0,2.0,2.0,18.0,8.0,4.0,3.0,2.0,5.0,2.0,5.0,6.0,14.0,0.0,3.0,72%,28%,12.0,4.0,6.0,1.0,4.0,2.0,2.0,1.0,10.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,9.0,60%,40%,9.0,6.0,4.0,4.0,5.0,1.0,0.0,1.0,8.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-18-Pescara-Bologna,serie-a,home,Pescara,Bologna,18.12.2016,0,3,2016-2017,32%,68%,7.0,17.0,1.0,8.0,4.0,6.0,2.0,3.0,19.0,17.0,1.0,7.0,5.0,3.0,5.0,1.0,13.0,16.0,1.0,2.0,34%,66%,2.0,9.0,0.0,4.0,1.0,3.0,1.0,2.0,11.0,9.0,0.0,4.0,3.0,2.0,2.0,0.0,6.0,9.0,30%,70%,5.0,8.0,1.0,4.0,3.0,3.0,1.0,1.0,8.0,8.0,1.0,3.0,2.0,1.0,3.0,1.0,7.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-18-Sassuolo-Inter,serie-a,home,Sassuolo,Inter,18.12.2016,0,1,2016-2017,44%,56%,11.0,20.0,4.0,6.0,2.0,8.0,5.0,6.0,21.0,15.0,3.0,8.0,1.0,3.0,5.0,4.0,14.0,18.0,1.0,5.0,38%,62%,6.0,11.0,2.0,2.0,1.0,5.0,3.0,4.0,7.0,5.0,1.0,5.0,0.0,1.0,2.0,2.0,5.0,6.0,50%,50%,5.0,9.0,2.0,4.0,1.0,3.0,2.0,2.0,14.0,10.0,2.0,3.0,1.0,2.0,3.0,2.0,9.0,12.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-18-Udinese-Crotone,serie-a,home,Udinese,Crotone,18.12.2016,2,0,2016-2017,59%,41%,14.0,9.0,8.0,4.0,4.0,4.0,2.0,1.0,20.0,9.0,5.0,4.0,1.0,2.0,4.0,6.0,10.0,19.0,0.0,4.0,58%,42%,4.0,7.0,2.0,3.0,2.0,3.0,0.0,1.0,10.0,6.0,2.0,3.0,1.0,2.0,3.0,1.0,6.0,8.0,60%,40%,10.0,2.0,6.0,1.0,2.0,1.0,2.0,0.0,10.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,4.0,11.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-20-Atalanta-Empoli,serie-a,home,Atalanta,Empoli,20.12.2016,2,1,2016-2017,65%,35%,30.0,3.0,10.0,1.0,10.0,2.0,10.0,0.0,12.0,16.0,14.0,2.0,0.0,2.0,0.0,8.0,16.0,10.0,3.0,4.0,60%,40%,15.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,7.0,10.0,7.0,0.0,0.0,2.0,0.0,3.0,10.0,5.0,70%,30%,15.0,3.0,7.0,1.0,5.0,2.0,3.0,0.0,5.0,6.0,7.0,2.0,0.0,0.0,0.0,5.0,6.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-21-Inter-Lazio,serie-a,home,Inter,Lazio,21.12.2016,3,0,2016-2017,53%,47%,12.0,10.0,6.0,4.0,4.0,3.0,2.0,3.0,14.0,17.0,6.0,3.0,2.0,3.0,4.0,3.0,15.0,11.0,2.0,2.0,53%,47%,4.0,6.0,2.0,2.0,2.0,1.0,0.0,3.0,7.0,10.0,2.0,2.0,1.0,1.0,2.0,2.0,9.0,6.0,53%,47%,8.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,7.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-22-AS Roma-Chievo,serie-a,home,AS Roma,Chievo,22.12.2016,3,1,2016-2017,68%,32%,25.0,6.0,9.0,2.0,12.0,2.0,4.0,2.0,13.0,12.0,9.0,1.0,3.0,2.0,1.0,6.0,9.0,13.0,0.0,2.0,71%,29%,13.0,4.0,5.0,2.0,7.0,2.0,1.0,0.0,10.0,8.0,5.0,0.0,1.0,1.0,1.0,4.0,7.0,9.0,65%,35%,12.0,2.0,4.0,0.0,5.0,0.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-12-22-Cagliari-Sassuolo,serie-a,home,Cagliari,Sassuolo,22.12.2016,4,3,2016-2017,65%,35%,18.0,12.0,10.0,4.0,4.0,5.0,4.0,3.0,19.0,15.0,5.0,4.0,2.0,0.0,1.0,6.0,13.0,18.0,3.0,3.0,59%,41%,7.0,9.0,3.0,3.0,2.0,4.0,2.0,2.0,11.0,8.0,2.0,1.0,2.0,0.0,1.0,2.0,6.0,9.0,71%,29%,11.0,3.0,7.0,1.0,2.0,1.0,2.0,1.0,8.0,7.0,3.0,3.0,0.0,0.0,0.0,4.0,7.0,9.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
