match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Red Cards,opponent 1st half Red Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Tackles,opponent Match Tackles,1st half Tackles,opponent 1st half Tackles,2nd half Tackles,opponent 2nd half Tackles
serie-a-2017-2018-2018-01-05-Fiorentina-Inter,serie-a,home,Fiorentina,Inter,05.01.2018,1,1,2017-2018,53%,47%,23.0,13.0,4.0,4.0,14.0,7.0,5.0,2.0,12.0,11.0,7.0,5.0,2.0,2.0,3.0,3.0,9.0,11.0,103.0,92.0,85.0,56.0,43%,57%,9.0,4.0,1.0,2.0,8.0,1.0,0.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,48.0,54.0,36.0,31.0,63%,37%,14.0,9.0,3.0,2.0,6.0,6.0,5.0,1.0,7.0,7.0,6.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,55.0,38.0,49.0,25.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-06-AC Milan-Crotone,serie-a,home,AC Milan,Crotone,06.01.2018,1,0,2017-2018,66%,34%,26.0,8.0,9.0,2.0,10.0,4.0,7.0,2.0,18.0,19.0,14.0,0.0,2.0,1.0,2.0,8.0,17.0,16.0,127.0,85.0,85.0,51.0,62%,38%,15.0,1.0,5.0,0.0,5.0,1.0,5.0,0.0,10.0,9.0,7.0,0.0,2.0,1.0,0.0,5.0,7.0,9.0,65.0,39.0,49.0,17.0,70%,30%,11.0,7.0,4.0,2.0,5.0,3.0,2.0,2.0,8.0,10.0,7.0,0.0,0.0,0.0,2.0,3.0,10.0,7.0,62.0,46.0,36.0,34.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-06-AS Roma-Atalanta,serie-a,home,AS Roma,Atalanta,06.01.2018,1,2,2017-2018,67%,33%,18.0,11.0,5.0,4.0,6.0,6.0,7.0,1.0,7.0,13.0,12.0,7.0,1.0,1.0,2.0,4.0,12.0,6.0,128.0,92.0,115.0,53.0,58%,42%,5.0,8.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,4.0,5.0,5.0,0.0,0.0,1.0,2.0,4.0,4.0,61.0,52.0,46.0,33.0,76%,24%,13.0,3.0,3.0,1.0,4.0,2.0,6.0,0.0,3.0,9.0,7.0,2.0,1.0,1.0,1.0,2.0,8.0,2.0,67.0,40.0,69.0,20.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-06-Benevento-Sampdoria,serie-a,home,Benevento,Sampdoria,06.01.2018,3,2,2017-2018,46%,54%,16.0,13.0,4.0,6.0,6.0,4.0,6.0,3.0,10.0,17.0,6.0,7.0,7.0,1.0,4.0,1.0,10.0,9.0,85.0,107.0,63.0,86.0,40%,60%,4.0,8.0,0.0,3.0,2.0,3.0,2.0,2.0,6.0,6.0,4.0,7.0,2.0,1.0,2.0,0.0,4.0,5.0,39.0,52.0,23.0,52.0,52%,48%,12.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,4.0,11.0,2.0,0.0,5.0,0.0,2.0,1.0,6.0,4.0,46.0,55.0,40.0,34.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-06-Cagliari-Juventus,serie-a,home,Cagliari,Juventus,06.01.2018,0,1,2017-2018,40%,60%,9.0,16.0,2.0,2.0,4.0,13.0,3.0,1.0,14.0,18.0,5.0,3.0,1.0,1.0,1.0,2.0,17.0,13.0,102.0,118.0,55.0,56.0,32%,68%,6.0,8.0,2.0,1.0,2.0,6.0,2.0,1.0,9.0,10.0,1.0,3.0,0.0,1.0,1.0,2.0,10.0,8.0,48.0,65.0,18.0,30.0,48%,52%,3.0,8.0,0.0,1.0,2.0,7.0,1.0,0.0,5.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,7.0,5.0,54.0,53.0,37.0,26.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-06-Genoa-Sassuolo,serie-a,home,Genoa,Sassuolo,06.01.2018,1,0,2017-2018,51%,49%,7.0,10.0,3.0,1.0,2.0,5.0,2.0,4.0,16.0,21.0,5.0,5.0,4.0,0.0,1.0,2.0,17.0,16.0,107.0,89.0,71.0,92.0,57%,43%,4.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,9.0,12.0,3.0,1.0,3.0,0.0,0.0,0.0,9.0,9.0,49.0,39.0,38.0,38.0,45%,55%,3.0,7.0,3.0,1.0,0.0,4.0,0.0,2.0,7.0,9.0,2.0,4.0,1.0,0.0,1.0,2.0,8.0,7.0,58.0,50.0,33.0,54.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-06-Napoli-Verona,serie-a,home,Napoli,Verona,06.01.2018,2,0,2017-2018,71%,29%,24.0,3.0,9.0,1.0,11.0,1.0,4.0,1.0,9.0,13.0,5.0,1.0,4.0,1.0,1.0,7.0,9.0,8.0,180.0,74.0,141.0,39.0,69%,31%,10.0,2.0,3.0,0.0,7.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,4.0,93.0,39.0,62.0,23.0,73%,27%,14.0,1.0,6.0,1.0,4.0,0.0,4.0,0.0,4.0,7.0,5.0,1.0,3.0,0.0,1.0,4.0,4.0,4.0,87.0,35.0,79.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-06-Spal-Lazio,serie-a,home,Spal,Lazio,06.01.2018,2,5,2017-2018,54%,46%,13.0,15.0,4.0,7.0,5.0,5.0,4.0,3.0,14.0,12.0,9.0,4.0,3.0,2.0,2.0,2.0,8.0,14.0,105.0,81.0,85.0,61.0,45%,55%,6.0,8.0,3.0,5.0,2.0,2.0,1.0,1.0,6.0,5.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,55.0,52.0,41.0,36.0,63%,37%,7.0,7.0,1.0,2.0,3.0,3.0,3.0,2.0,8.0,7.0,9.0,2.0,1.0,1.0,1.0,1.0,5.0,8.0,50.0,29.0,44.0,25.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-06-Torino-Bologna,serie-a,home,Torino,Bologna,06.01.2018,3,0,2017-2018,58%,42%,19.0,6.0,6.0,1.0,10.0,2.0,3.0,3.0,16.0,18.0,4.0,5.0,6.0,4.0,1.0,3.0,13.0,12.0,121.0,98.0,79.0,40.0,70%,30%,11.0,1.0,2.0,0.0,5.0,1.0,4.0,0.0,9.0,11.0,3.0,1.0,4.0,1.0,0.0,1.0,7.0,8.0,69.0,34.0,43.0,13.0,46%,54%,8.0,5.0,4.0,1.0,5.0,1.0,-1.0,3.0,7.0,7.0,1.0,4.0,2.0,3.0,1.0,2.0,6.0,4.0,52.0,64.0,36.0,27.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Atalanta-Napoli,serie-a,home,Atalanta,Napoli,21.01.2018,0,1,2017-2018,49%,51%,9.0,12.0,3.0,3.0,2.0,5.0,4.0,4.0,15.0,13.0,8.0,7.0,3.0,3.0,2.0,3.0,10.0,13.0,159.0,180.0,74.0,100.0,46%,54%,2.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,69.0,112.0,36.0,58.0,52%,48%,7.0,8.0,3.0,3.0,1.0,4.0,3.0,1.0,12.0,9.0,3.0,4.0,2.0,3.0,2.0,3.0,8.0,9.0,90.0,68.0,38.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Bologna-Benevento,serie-a,home,Bologna,Benevento,21.01.2018,3,0,2017-2018,48%,52%,8.0,4.0,6.0,1.0,1.0,3.0,1.0,0.0,16.0,13.0,5.0,3.0,2.0,1.0,1.0,3.0,11.0,15.0,100.0,79.0,91.0,47.0,47%,53%,5.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,10.0,8.0,2.0,1.0,2.0,1.0,0.0,3.0,6.0,9.0,44.0,41.0,44.0,18.0,49%,51%,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,6.0,56.0,38.0,47.0,29.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Cagliari-AC Milan,serie-a,home,Cagliari,AC Milan,21.01.2018,1,2,2017-2018,48%,52%,12.0,16.0,3.0,6.0,6.0,5.0,3.0,5.0,20.0,23.0,5.0,8.0,1.0,3.0,4.0,2.0,23.0,17.0,94.0,92.0,81.0,75.0,42%,58%,5.0,10.0,2.0,5.0,2.0,2.0,1.0,3.0,9.0,8.0,1.0,5.0,0.0,1.0,3.0,1.0,9.0,8.0,50.0,43.0,35.0,44.0,54%,46%,7.0,6.0,1.0,1.0,4.0,3.0,2.0,2.0,11.0,15.0,4.0,3.0,1.0,2.0,1.0,1.0,14.0,9.0,44.0,49.0,46.0,31.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Inter-AS Roma,serie-a,home,Inter,AS Roma,21.01.2018,1,1,2017-2018,52%,48%,17.0,7.0,7.0,1.0,8.0,5.0,2.0,1.0,14.0,16.0,6.0,5.0,3.0,1.0,0.0,6.0,13.0,13.0,107.0,119.0,62.0,48.0,50%,50%,6.0,6.0,2.0,1.0,3.0,4.0,1.0,1.0,8.0,6.0,4.0,1.0,2.0,1.0,0.0,2.0,4.0,7.0,52.0,65.0,24.0,27.0,54%,46%,11.0,1.0,5.0,0.0,5.0,1.0,1.0,0.0,6.0,10.0,2.0,4.0,1.0,0.0,0.0,4.0,9.0,6.0,55.0,54.0,38.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Lazio-Chievo,serie-a,home,Lazio,Chievo,21.01.2018,5,1,2017-2018,51%,49%,18.0,9.0,11.0,3.0,4.0,4.0,3.0,2.0,6.0,5.0,2.0,2.0,0.0,2.0,2.0,6.0,5.0,3.0,103.0,101.0,50.0,34.0,58%,42%,10.0,4.0,7.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,1.0,59.0,44.0,29.0,8.0,44%,56%,8.0,5.0,4.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,44.0,57.0,21.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Sampdoria-Fiorentina,serie-a,home,Sampdoria,Fiorentina,21.01.2018,3,1,2017-2018,57%,43%,14.0,12.0,10.0,5.0,3.0,5.0,1.0,2.0,20.0,6.0,7.0,4.0,1.0,5.0,4.0,7.0,5.0,16.0,124.0,77.0,107.0,58.0,62%,38%,6.0,4.0,6.0,2.0,0.0,2.0,0.0,0.0,12.0,5.0,4.0,1.0,1.0,4.0,2.0,5.0,4.0,9.0,59.0,37.0,40.0,33.0,52%,48%,8.0,8.0,4.0,3.0,3.0,3.0,1.0,2.0,8.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,7.0,65.0,40.0,67.0,25.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Sassuolo-Torino,serie-a,home,Sassuolo,Torino,21.01.2018,1,1,2017-2018,45%,55%,18.0,9.0,6.0,4.0,10.0,3.0,2.0,2.0,15.0,18.0,6.0,7.0,2.0,0.0,3.0,5.0,16.0,15.0,91.0,77.0,96.0,79.0,45%,55%,9.0,3.0,4.0,2.0,5.0,1.0,0.0,0.0,10.0,8.0,2.0,2.0,0.0,0.0,1.0,4.0,8.0,10.0,43.0,41.0,46.0,42.0,45%,55%,9.0,6.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,10.0,4.0,5.0,2.0,0.0,2.0,1.0,8.0,5.0,48.0,36.0,50.0,37.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Udinese-Spal,serie-a,home,Udinese,Spal,21.01.2018,1,1,2017-2018,48%,52%,6.0,14.0,1.0,4.0,2.0,6.0,3.0,4.0,14.0,23.0,5.0,7.0,0.0,1.0,3.0,0.0,23.0,12.0,111.0,137.0,69.0,92.0,48%,52%,4.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,7.0,12.0,3.0,1.0,0.0,0.0,1.0,0.0,13.0,6.0,51.0,68.0,32.0,35.0,48%,52%,2.0,10.0,0.0,3.0,0.0,3.0,2.0,4.0,7.0,11.0,2.0,6.0,0.0,1.0,2.0,0.0,10.0,6.0,60.0,69.0,37.0,57.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-21-Verona-Crotone,serie-a,home,Verona,Crotone,21.01.2018,0,3,2017-2018,53%,47%,10.0,9.0,2.0,5.0,6.0,3.0,2.0,1.0,15.0,13.0,5.0,1.0,0.0,1.0,2.0,2.0,13.0,15.0,107.0,100.0,91.0,68.0,67%,33%,6.0,4.0,0.0,2.0,5.0,1.0,1.0,1.0,9.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,8.0,9.0,65.0,36.0,53.0,28.0,39%,61%,4.0,5.0,2.0,3.0,1.0,2.0,1.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,42.0,64.0,38.0,40.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-22-Juventus-Genoa,serie-a,home,Juventus,Genoa,22.01.2018,1,0,2017-2018,54%,46%,15.0,3.0,5.0,0.0,9.0,2.0,1.0,1.0,18.0,25.0,4.0,3.0,1.0,1.0,0.0,4.0,23.0,17.0,119.0,136.0,58.0,50.0,57%,43%,9.0,1.0,4.0,0.0,4.0,1.0,1.0,0.0,9.0,14.0,2.0,0.0,1.0,1.0,0.0,3.0,13.0,8.0,62.0,63.0,34.0,17.0,51%,49%,6.0,2.0,1.0,0.0,5.0,1.0,0.0,1.0,9.0,11.0,2.0,3.0,0.0,0.0,0.0,1.0,10.0,9.0,57.0,73.0,24.0,33.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-24-Lazio-Udinese,serie-a,home,Lazio,Udinese,24.01.2018,3,0,2017-2018,46%,54%,11.0,12.0,7.0,4.0,3.0,3.0,1.0,5.0,7.0,9.0,3.0,6.0,1.0,2.0,4.0,4.0,8.0,5.0,83.0,88.0,51.0,48.0,48%,52%,4.0,5.0,2.0,2.0,2.0,0.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,51.0,42.0,31.0,23.0,44%,56%,7.0,7.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,3.0,6.0,1.0,0.0,2.0,3.0,5.0,1.0,32.0,46.0,20.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-24-Sampdoria-AS Roma,serie-a,home,Sampdoria,AS Roma,24.01.2018,1,1,2017-2018,45%,55%,13.0,20.0,3.0,4.0,5.0,11.0,5.0,5.0,15.0,14.0,6.0,7.0,4.0,3.0,3.0,2.0,10.0,11.0,73.0,76.0,58.0,63.0,53%,47%,5.0,12.0,1.0,3.0,1.0,6.0,3.0,3.0,7.0,8.0,1.0,4.0,3.0,1.0,3.0,0.0,5.0,7.0,39.0,41.0,29.0,34.0,37%,63%,8.0,8.0,2.0,1.0,4.0,5.0,2.0,2.0,8.0,6.0,5.0,3.0,1.0,2.0,0.0,2.0,5.0,4.0,34.0,35.0,29.0,29.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-27-Chievo-Juventus,serie-a,home,Chievo,Juventus,27.01.2018,0,2,2017-2018,23%,77%,1.0,16.0,1.0,7.0,0.0,5.0,0.0,4.0,12.0,9.0,2.0,4.0,0.0,2.0,5.0,1.0,9.0,11.0,67.0,128.0,25.0,97.0,30%,70%,0.0,7.0,0.0,3.0,0.0,1.0,0.0,3.0,7.0,8.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,7.0,39.0,71.0,16.0,43.0,16%,84%,1.0,9.0,1.0,4.0,0.0,4.0,0.0,1.0,5.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,4.0,28.0,57.0,9.0,54.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-27-Sassuolo-Atalanta,serie-a,home,Sassuolo,Atalanta,27.01.2018,0,3,2017-2018,41%,59%,10.0,17.0,1.0,10.0,6.0,5.0,3.0,2.0,14.0,13.0,5.0,7.0,3.0,4.0,7.0,1.0,11.0,11.0,100.0,100.0,81.0,85.0,34%,66%,4.0,9.0,0.0,5.0,2.0,4.0,2.0,0.0,9.0,6.0,2.0,3.0,1.0,2.0,4.0,0.0,6.0,8.0,43.0,50.0,32.0,53.0,48%,52%,6.0,8.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,7.0,3.0,4.0,2.0,2.0,3.0,1.0,5.0,3.0,57.0,50.0,49.0,32.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-28-AC Milan-Lazio,serie-a,home,AC Milan,Lazio,28.01.2018,2,1,2017-2018,50%,50%,11.0,13.0,5.0,4.0,4.0,5.0,2.0,4.0,16.0,8.0,4.0,3.0,0.0,2.0,3.0,3.0,8.0,14.0,103.0,107.0,83.0,87.0,57%,43%,7.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,48.0,52.0,48.0,34.0,43%,57%,4.0,10.0,1.0,2.0,1.0,4.0,2.0,4.0,10.0,4.0,1.0,3.0,0.0,2.0,2.0,1.0,4.0,8.0,55.0,55.0,35.0,53.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-28-AS Roma-Sampdoria,serie-a,home,AS Roma,Sampdoria,28.01.2018,0,1,2017-2018,66%,34%,19.0,15.0,8.0,10.0,7.0,5.0,4.0,0.0,8.0,10.0,10.0,10.0,2.0,2.0,9.0,8.0,8.0,7.0,120.0,80.0,88.0,55.0,64%,36%,5.0,12.0,2.0,8.0,2.0,4.0,1.0,0.0,2.0,3.0,4.0,10.0,1.0,1.0,8.0,2.0,2.0,2.0,46.0,34.0,31.0,37.0,68%,32%,14.0,3.0,6.0,2.0,5.0,1.0,3.0,0.0,6.0,7.0,6.0,0.0,1.0,1.0,1.0,6.0,6.0,5.0,74.0,46.0,57.0,18.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-28-Crotone-Cagliari,serie-a,home,Crotone,Cagliari,28.01.2018,1,1,2017-2018,63%,37%,13.0,6.0,6.0,3.0,4.0,1.0,3.0,2.0,17.0,28.0,9.0,4.0,10.0,3.0,2.0,5.0,18.0,15.0,128.0,77.0,82.0,36.0,45%,55%,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,9.0,13.0,3.0,4.0,3.0,2.0,2.0,1.0,8.0,8.0,51.0,45.0,27.0,26.0,81%,19%,8.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,8.0,15.0,6.0,0.0,7.0,1.0,0.0,4.0,10.0,7.0,77.0,32.0,55.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-28-Fiorentina-Verona,serie-a,home,Fiorentina,Verona,28.01.2018,1,4,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-28-Genoa-Udinese,serie-a,home,Genoa,Udinese,28.01.2018,0,1,2017-2018,60%,40%,19.0,6.0,2.0,1.0,8.0,3.0,9.0,2.0,19.0,12.0,10.0,3.0,2.0,0.0,0.0,2.0,11.0,17.0,96.0,85.0,97.0,51.0,48%,52%,10.0,1.0,0.0,0.0,4.0,1.0,6.0,0.0,8.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0,6.0,8.0,43.0,47.0,40.0,33.0,72%,28%,9.0,5.0,2.0,1.0,4.0,2.0,3.0,2.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,53.0,38.0,57.0,18.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-28-Napoli-Bologna,serie-a,home,Napoli,Bologna,28.01.2018,3,1,2017-2018,62%,38%,9.0,10.0,4.0,5.0,4.0,1.0,1.0,4.0,13.0,9.0,7.0,3.0,2.0,1.0,4.0,1.0,7.0,13.0,143.0,104.0,89.0,48.0,62%,38%,5.0,5.0,2.0,2.0,3.0,0.0,0.0,3.0,5.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,74.0,51.0,51.0,20.0,62%,38%,4.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,8.0,6.0,2.0,3.0,2.0,0.0,3.0,1.0,4.0,8.0,69.0,53.0,38.0,28.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-01-28-Spal-Inter,serie-a,home,Spal,Inter,28.01.2018,1,1,2017-2018,44%,56%,12.0,10.0,3.0,6.0,6.0,4.0,3.0,0.0,26.0,10.0,4.0,6.0,3.0,0.0,5.0,2.0,7.0,26.0,101.0,109.0,74.0,77.0,41%,59%,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,9.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,9.0,50.0,63.0,30.0,42.0,47%,53%,9.0,7.0,2.0,5.0,4.0,2.0,3.0,0.0,17.0,4.0,3.0,5.0,1.0,0.0,4.0,1.0,3.0,17.0,51.0,46.0,44.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
