match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Pass Success %,opponent Match Pass Success %,1st half Pass Success %,opponent 1st half Pass Success %,2nd half Pass Success %,opponent 2nd half Pass Success %,1st half Red Cards,opponent 1st half Red Cards,Match Total Passes,opponent Match Total Passes,Match Tackles,opponent Match Tackles,1st half Total Passes,opponent 1st half Total Passes,1st half Tackles,opponent 1st half Tackles,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Tackles,opponent 2nd half Tackles,Extra timeBall Possession,opponent Extra timeBall Possession,Extra timeGoal Attempts,opponent Extra timeGoal Attempts,Extra timeShots on Goal,opponent Extra timeShots on Goal,Extra timeShots off Goal,opponent Extra timeShots off Goal,Extra timeBlocked Shots,opponent Extra timeBlocked Shots,Extra timeFree Kicks,opponent Extra timeFree Kicks,Extra timeCorner Kicks,opponent Extra timeCorner Kicks,Extra timeOffsides,opponent Extra timeOffsides,Extra timeGoalkeeper Saves,opponent Extra timeGoalkeeper Saves,Extra timeFouls,opponent Extra timeFouls,Extra timeYellow Cards,opponent Extra timeYellow Cards,Extra timeTotal Passes,opponent Extra timeTotal Passes,Extra timeTackles,opponent Extra timeTackles,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2016-2017-2016-10-29-Manchester Utd-Burnley,premier-league,home,Manchester Utd,Burnley,29.10.2016,0,0,2016-2017,72%,28%,37.0,7.0,11.0,1.0,8.0,5.0,18.0,1.0,11.0,12.0,19.0,1.0,0.0,2.0,1.0,11.0,12.0,9.0,3.0,3.0,73%,27%,16.0,4.0,7.0,1.0,2.0,2.0,7.0,1.0,3.0,6.0,10.0,1.0,0.0,0.0,1.0,7.0,7.0,3.0,1.0,0.0,71%,29%,21.0,3.0,4.0,0.0,6.0,3.0,11.0,0.0,8.0,6.0,9.0,0.0,0.0,2.0,0.0,4.0,5.0,6.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-10-29-Middlesbrough-Bournemouth,premier-league,home,Middlesbrough,Bournemouth,29.10.2016,2,0,2016-2017,40%,60%,11.0,18.0,3.0,3.0,6.0,8.0,2.0,7.0,6.0,7.0,4.0,9.0,0.0,0.0,3.0,1.0,7.0,7.0,2.0,1.0,44%,56%,6.0,8.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,35%,65%,5.0,10.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,4.0,2.0,5.0,0.0,0.0,1.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-10-29-Sunderland-Arsenal,premier-league,home,Sunderland,Arsenal,29.10.2016,1,4,2016-2017,34%,66%,3.0,21.0,1.0,7.0,1.0,12.0,1.0,2.0,13.0,15.0,0.0,8.0,6.0,1.0,3.0,0.0,9.0,13.0,4.0,3.0,35%,65%,2.0,9.0,0.0,4.0,1.0,4.0,1.0,1.0,8.0,7.0,0.0,3.0,2.0,0.0,3.0,0.0,5.0,8.0,3.0,0.0,33%,67%,1.0,12.0,1.0,3.0,0.0,8.0,0.0,1.0,5.0,8.0,0.0,5.0,4.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-10-29-Tottenham-Leicester,premier-league,home,Tottenham,Leicester,29.10.2016,1,1,2016-2017,64%,36%,22.0,6.0,5.0,1.0,11.0,4.0,6.0,1.0,19.0,13.0,8.0,1.0,2.0,1.0,0.0,4.0,11.0,20.0,3.0,4.0,65%,35%,10.0,3.0,3.0,0.0,5.0,2.0,2.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,3.0,14.0,2.0,0.0,63%,37%,12.0,3.0,2.0,1.0,6.0,2.0,4.0,0.0,15.0,13.0,4.0,0.0,2.0,1.0,0.0,2.0,8.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-10-29-Watford-Hull,premier-league,home,Watford,Hull,29.10.2016,1,0,2016-2017,54%,46%,23.0,8.0,0.0,2.0,16.0,4.0,7.0,2.0,8.0,7.0,7.0,2.0,0.0,2.0,2.0,0.0,13.0,8.0,0.0,0.0,54%,46%,12.0,5.0,0.0,1.0,8.0,3.0,3.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,54%,46%,11.0,3.0,0.0,1.0,8.0,1.0,4.0,1.0,7.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-10-29-West Brom-Manchester City,premier-league,home,West Brom,Manchester City,29.10.2016,0,4,2016-2017,30%,70%,9.0,21.0,1.0,8.0,7.0,4.0,1.0,9.0,13.0,20.0,1.0,7.0,3.0,3.0,4.0,1.0,17.0,10.0,4.0,3.0,22%,78%,2.0,11.0,0.0,6.0,1.0,3.0,1.0,2.0,7.0,10.0,0.0,4.0,2.0,3.0,4.0,0.0,8.0,4.0,2.0,1.0,38%,62%,7.0,10.0,1.0,2.0,6.0,1.0,0.0,7.0,6.0,10.0,1.0,3.0,1.0,0.0,0.0,1.0,9.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-10-30-Everton-West Ham,premier-league,home,Everton,West Ham,30.10.2016,2,0,2016-2017,49%,51%,17.0,13.0,6.0,3.0,4.0,4.0,7.0,6.0,13.0,18.0,8.0,8.0,2.0,1.0,3.0,4.0,15.0,12.0,2.0,3.0,51%,49%,9.0,7.0,1.0,1.0,2.0,3.0,6.0,3.0,6.0,9.0,5.0,2.0,1.0,1.0,1.0,1.0,7.0,5.0,1.0,0.0,47%,53%,8.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,7.0,9.0,3.0,6.0,1.0,0.0,2.0,3.0,8.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-10-30-Southampton-Chelsea,premier-league,home,Southampton,Chelsea,30.10.2016,0,2,2016-2017,55%,45%,10.0,13.0,1.0,7.0,6.0,4.0,3.0,2.0,16.0,15.0,7.0,3.0,2.0,0.0,5.0,1.0,13.0,16.0,0.0,0.0,62%,38%,7.0,5.0,1.0,3.0,4.0,0.0,2.0,2.0,9.0,5.0,6.0,1.0,1.0,0.0,2.0,1.0,4.0,9.0,0.0,0.0,48%,52%,3.0,8.0,0.0,4.0,2.0,4.0,1.0,0.0,7.0,10.0,1.0,2.0,1.0,0.0,3.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-10-31-Stoke-Swansea,premier-league,home,Stoke,Swansea,31.10.2016,3,1,2016-2017,46%,54%,17.0,14.0,4.0,6.0,8.0,4.0,5.0,4.0,15.0,8.0,6.0,4.0,2.0,1.0,5.0,1.0,7.0,14.0,2.0,0.0,46%,54%,10.0,8.0,2.0,3.0,4.0,2.0,4.0,3.0,11.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,11.0,0.0,0.0,46%,54%,7.0,6.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0,3.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-05-Bournemouth-Sunderland,premier-league,home,Bournemouth,Sunderland,05.11.2016,1,2,2016-2017,70%,30%,22.0,9.0,7.0,4.0,10.0,0.0,5.0,5.0,19.0,14.0,12.0,2.0,1.0,2.0,2.0,6.0,14.0,17.0,3.0,4.0,65%,35%,6.0,6.0,4.0,2.0,2.0,0.0,0.0,4.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,1.0,75%,25%,16.0,3.0,3.0,2.0,8.0,0.0,5.0,1.0,11.0,8.0,10.0,1.0,0.0,1.0,1.0,3.0,9.0,10.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-05-Burnley-Crystal Palace,premier-league,home,Burnley,Crystal Palace,05.11.2016,3,2,2016-2017,38%,62%,14.0,16.0,7.0,5.0,6.0,7.0,1.0,4.0,15.0,13.0,4.0,7.0,3.0,3.0,3.0,4.0,11.0,12.0,1.0,2.0,42%,58%,5.0,7.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,6.0,2.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,33%,67%,9.0,9.0,4.0,2.0,5.0,4.0,0.0,3.0,11.0,7.0,2.0,3.0,2.0,1.0,0.0,3.0,6.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-05-Chelsea-Everton,premier-league,home,Chelsea,Everton,05.11.2016,5,0,2016-2017,60%,40%,21.0,1.0,9.0,0.0,5.0,1.0,7.0,0.0,17.0,7.0,4.0,2.0,2.0,1.0,0.0,4.0,5.0,16.0,0.0,3.0,61%,39%,9.0,0.0,3.0,0.0,5.0,0.0,1.0,0.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,2.0,59%,41%,12.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,8.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-05-Manchester City-Middlesbrough,premier-league,home,Manchester City,Middlesbrough,05.11.2016,1,1,2016-2017,71%,29%,25.0,5.0,7.0,3.0,11.0,1.0,7.0,1.0,17.0,11.0,8.0,2.0,5.0,2.0,2.0,6.0,7.0,15.0,1.0,3.0,78%,22%,19.0,0.0,7.0,0.0,6.0,0.0,6.0,0.0,5.0,4.0,8.0,0.0,3.0,0.0,0.0,6.0,1.0,5.0,0.0,1.0,64%,36%,6.0,5.0,0.0,3.0,5.0,1.0,1.0,1.0,12.0,7.0,0.0,2.0,2.0,2.0,2.0,0.0,6.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-05-West Ham-Stoke,premier-league,home,West Ham,Stoke,05.11.2016,1,1,2016-2017,58%,42%,9.0,12.0,2.0,4.0,6.0,7.0,1.0,1.0,11.0,15.0,6.0,4.0,4.0,1.0,3.0,1.0,11.0,10.0,4.0,1.0,58%,42%,4.0,6.0,1.0,1.0,3.0,4.0,0.0,1.0,5.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,4.0,1.0,0.0,58%,42%,5.0,6.0,1.0,3.0,3.0,3.0,1.0,0.0,6.0,6.0,4.0,3.0,2.0,0.0,2.0,0.0,4.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-06-Arsenal-Tottenham,premier-league,home,Arsenal,Tottenham,06.11.2016,1,1,2016-2017,46%,54%,15.0,10.0,2.0,3.0,9.0,7.0,4.0,0.0,18.0,17.0,7.0,2.0,7.0,1.0,2.0,1.0,11.0,17.0,1.0,2.0,41%,59%,7.0,3.0,1.0,0.0,4.0,3.0,2.0,0.0,6.0,11.0,1.0,0.0,7.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,51%,49%,8.0,7.0,1.0,3.0,5.0,4.0,2.0,0.0,12.0,6.0,6.0,2.0,0.0,1.0,2.0,1.0,7.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-06-Hull-Southampton,premier-league,home,Hull,Southampton,06.11.2016,2,1,2016-2017,34%,66%,6.0,19.0,2.0,7.0,4.0,5.0,0.0,7.0,15.0,13.0,1.0,10.0,1.0,1.0,6.0,0.0,13.0,15.0,0.0,5.0,38%,62%,1.0,6.0,0.0,4.0,1.0,1.0,0.0,1.0,6.0,4.0,0.0,2.0,0.0,1.0,3.0,0.0,5.0,5.0,0.0,1.0,30%,70%,5.0,13.0,2.0,3.0,3.0,4.0,0.0,6.0,9.0,9.0,1.0,8.0,1.0,0.0,3.0,0.0,8.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-06-Leicester-West Brom,premier-league,home,Leicester,West Brom,06.11.2016,1,2,2016-2017,59%,41%,5.0,11.0,2.0,5.0,3.0,3.0,0.0,3.0,8.0,12.0,5.0,6.0,4.0,0.0,3.0,1.0,8.0,8.0,0.0,2.0,61%,39%,0.0,5.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,6.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,57%,43%,5.0,6.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,6.0,4.0,5.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-06-Liverpool-Watford,premier-league,home,Liverpool,Watford,06.11.2016,6,1,2016-2017,60%,40%,28.0,11.0,17.0,8.0,9.0,2.0,2.0,1.0,12.0,15.0,6.0,3.0,1.0,2.0,7.0,11.0,14.0,10.0,1.0,2.0,59%,41%,15.0,4.0,9.0,2.0,5.0,2.0,1.0,0.0,6.0,9.0,4.0,0.0,1.0,1.0,2.0,6.0,8.0,5.0,0.0,0.0,61%,39%,13.0,7.0,8.0,6.0,4.0,0.0,1.0,1.0,6.0,6.0,2.0,3.0,0.0,1.0,5.0,5.0,6.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-06-Swansea-Manchester Utd,premier-league,home,Swansea,Manchester Utd,06.11.2016,1,3,2016-2017,37%,63%,6.0,9.0,1.0,3.0,2.0,5.0,3.0,1.0,17.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,16.0,0.0,2.0,33%,67%,1.0,8.0,0.0,3.0,0.0,4.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,41%,59%,5.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,11.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-19-Crystal Palace-Manchester City,premier-league,home,Crystal Palace,Manchester City,19.11.2016,1,2,2016-2017,38%,62%,9.0,10.0,2.0,4.0,4.0,5.0,3.0,1.0,15.0,11.0,2.0,7.0,1.0,1.0,2.0,1.0,12.0,15.0,1.0,2.0,36%,64%,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,40%,60%,6.0,8.0,2.0,3.0,2.0,4.0,2.0,1.0,8.0,7.0,2.0,5.0,1.0,1.0,2.0,1.0,8.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-19-Everton-Swansea,premier-league,home,Everton,Swansea,19.11.2016,1,1,2016-2017,62%,38%,14.0,5.0,6.0,3.0,6.0,2.0,2.0,0.0,17.0,13.0,10.0,3.0,1.0,4.0,2.0,5.0,13.0,12.0,5.0,2.0,54%,46%,5.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,12.0,3.0,3.0,3.0,0.0,3.0,1.0,3.0,4.0,9.0,1.0,2.0,70%,30%,9.0,1.0,3.0,1.0,4.0,0.0,2.0,0.0,5.0,10.0,7.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-19-Manchester Utd-Arsenal,premier-league,home,Manchester Utd,Arsenal,19.11.2016,1,1,2016-2017,45%,55%,12.0,5.0,5.0,1.0,5.0,3.0,2.0,1.0,10.0,18.0,10.0,4.0,3.0,0.0,0.0,4.0,14.0,11.0,3.0,3.0,40%,60%,6.0,4.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,10.0,5.0,1.0,2.0,0.0,0.0,3.0,8.0,4.0,1.0,1.0,50%,50%,6.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,6.0,8.0,5.0,3.0,1.0,0.0,0.0,1.0,6.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-11-19-Southampton-Liverpool,premier-league,home,Southampton,Liverpool,19.11.2016,0,0,2016-2017,35%,65%,3.0,15.0,0.0,2.0,2.0,8.0,1.0,5.0,13.0,10.0,1.0,8.0,2.0,2.0,2.0,0.0,8.0,11.0,1.0,1.0,40%,60%,2.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,7.0,6.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,30%,70%,1.0,11.0,0.0,1.0,1.0,6.0,0.0,4.0,6.0,4.0,0.0,6.0,0.0,1.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
