match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Pass Success %,opponent Match Pass Success %,1st half Pass Success %,opponent 1st half Pass Success %,2nd half Pass Success %,opponent 2nd half Pass Success %,1st half Red Cards,opponent 1st half Red Cards,Match Total Passes,opponent Match Total Passes,Match Tackles,opponent Match Tackles,1st half Total Passes,opponent 1st half Total Passes,1st half Tackles,opponent 1st half Tackles,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Tackles,opponent 2nd half Tackles,Extra timeBall Possession,opponent Extra timeBall Possession,Extra timeGoal Attempts,opponent Extra timeGoal Attempts,Extra timeShots on Goal,opponent Extra timeShots on Goal,Extra timeShots off Goal,opponent Extra timeShots off Goal,Extra timeBlocked Shots,opponent Extra timeBlocked Shots,Extra timeFree Kicks,opponent Extra timeFree Kicks,Extra timeCorner Kicks,opponent Extra timeCorner Kicks,Extra timeOffsides,opponent Extra timeOffsides,Extra timeGoalkeeper Saves,opponent Extra timeGoalkeeper Saves,Extra timeFouls,opponent Extra timeFouls,Extra timeYellow Cards,opponent Extra timeYellow Cards,Extra timeTotal Passes,opponent Extra timeTotal Passes,Extra timeTackles,opponent Extra timeTackles,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2016-2017-2017-04-01-Watford-Sunderland,premier-league,home,Watford,Sunderland,01.04.2017,1,0,2016-2017,56%,44%,23.0,11.0,10.0,3.0,5.0,2.0,8.0,6.0,8.0,13.0,13.0,9.0,1.0,0.0,3.0,9.0,12.0,8.0,1.0,3.0,57%,43%,11.0,3.0,5.0,0.0,4.0,1.0,2.0,2.0,1.0,5.0,6.0,6.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,55%,45%,12.0,8.0,5.0,3.0,1.0,1.0,6.0,4.0,7.0,8.0,7.0,3.0,1.0,0.0,3.0,4.0,7.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,302.0,19.0,9.0,196.0,159.0,6.0,5.0,191.0,143.0,13.0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-02-Arsenal-Manchester City,premier-league,home,Arsenal,Manchester City,02.04.2017,2,2,2016-2017,44%,56%,8.0,14.0,3.0,5.0,5.0,6.0,0.0,3.0,21.0,13.0,3.0,8.0,5.0,6.0,3.0,1.0,8.0,14.0,3.0,2.0,52%,48%,5.0,6.0,2.0,3.0,3.0,2.0,0.0,1.0,13.0,7.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,10.0,2.0,1.0,36%,64%,3.0,8.0,1.0,2.0,2.0,4.0,0.0,2.0,8.0,6.0,1.0,6.0,2.0,3.0,2.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,510.0,24.0,25.0,224.0,203.0,11.0,11.0,184.0,307.0,13.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-02-Swansea-Middlesbrough,premier-league,home,Swansea,Middlesbrough,02.04.2017,0,0,2016-2017,55%,45%,15.0,8.0,3.0,1.0,6.0,4.0,6.0,3.0,16.0,11.0,11.0,3.0,1.0,0.0,1.0,3.0,9.0,16.0,2.0,3.0,58%,42%,7.0,3.0,1.0,0.0,4.0,1.0,2.0,2.0,4.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,51%,49%,8.0,5.0,2.0,1.0,2.0,3.0,4.0,1.0,12.0,4.0,8.0,1.0,0.0,0.0,1.0,2.0,4.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,360.0,7.0,20.0,251.0,193.0,6.0,9.0,165.0,167.0,1.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-04-Burnley-Stoke,premier-league,home,Burnley,Stoke,04.04.2017,1,0,2016-2017,48%,53%,7.0,15.0,3.0,2.0,1.0,7.0,3.0,6.0,19.0,12.0,3.0,5.0,4.0,3.0,2.0,2.0,9.0,16.0,3.0,2.0,53%,47%,2.0,5.0,1.0,2.0,0.0,0.0,1.0,3.0,8.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,402.0,10.0,10.0,226.0,204.0,8.0,5.0,0.0,0.0,0.0,0.0,42%,58%,5.0,10.0,2.0,0.0,1.0,7.0,2.0,3.0,11.0,8.0,2.0,3.0,2.0,1.0,0.0,1.0,7.0,10.0,1.0,2.0,143.0,198.0,2.0,5.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-04-Leicester-Sunderland,premier-league,home,Leicester,Sunderland,04.04.2017,2,0,2016-2017,55%,45%,19.0,15.0,8.0,3.0,5.0,8.0,6.0,4.0,16.0,13.0,5.0,6.0,1.0,3.0,3.0,6.0,12.0,13.0,0.0,1.0,50%,50%,6.0,7.0,2.0,1.0,3.0,4.0,1.0,2.0,10.0,8.0,2.0,6.0,0.0,3.0,1.0,2.0,8.0,7.0,0.0,1.0,60%,40%,13.0,8.0,6.0,2.0,2.0,4.0,5.0,2.0,6.0,5.0,3.0,0.0,1.0,0.0,2.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,329.0,13.0,18.0,171.0,154.0,8.0,10.0,225.0,175.0,5.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-04-Manchester Utd-Everton,premier-league,home,Manchester Utd,Everton,04.04.2017,1,1,2016-2017,62%,38%,18.0,11.0,3.0,4.0,8.0,2.0,7.0,5.0,20.0,13.0,6.0,5.0,3.0,3.0,3.0,2.0,10.0,18.0,1.0,4.0,59%,41%,6.0,6.0,2.0,2.0,3.0,1.0,1.0,3.0,11.0,7.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,9.0,0.0,1.0,65%,35%,12.0,5.0,1.0,2.0,5.0,1.0,6.0,2.0,9.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,5.0,9.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,376.0,21.0,18.0,324.0,229.0,7.0,7.0,257.0,147.0,14.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-04-Watford-West Brom,premier-league,home,Watford,West Brom,04.04.2017,2,0,2016-2017,55%,45%,9.0,17.0,2.0,2.0,3.0,10.0,4.0,5.0,15.0,12.0,5.0,6.0,1.0,0.0,2.0,0.0,11.0,14.0,3.0,4.0,71%,29%,6.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,8.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,8.0,1.0,2.0,39%,61%,3.0,12.0,1.0,1.0,0.0,7.0,2.0,4.0,7.0,7.0,3.0,5.0,0.0,0.0,1.0,0.0,7.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,337.0,19.0,12.0,303.0,119.0,5.0,4.0,135.0,218.0,14.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-05-Arsenal-West Ham,premier-league,home,Arsenal,West Ham,05.04.2017,3,0,2016-2017,66%,34%,21.0,7.0,8.0,2.0,7.0,4.0,6.0,1.0,8.0,13.0,5.0,0.0,2.0,3.0,2.0,5.0,11.0,5.0,2.0,2.0,65%,35%,8.0,3.0,2.0,0.0,4.0,3.0,2.0,0.0,4.0,9.0,3.0,0.0,1.0,1.0,0.0,2.0,8.0,3.0,1.0,1.0,67%,33%,13.0,4.0,6.0,2.0,3.0,1.0,4.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,349.0,15.0,17.0,312.0,166.0,6.0,7.0,366.0,183.0,9.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-05-Chelsea-Manchester City,premier-league,home,Chelsea,Manchester City,05.04.2017,2,1,2016-2017,40%,60%,10.0,17.0,4.0,7.0,3.0,6.0,3.0,4.0,14.0,11.0,2.0,9.0,1.0,1.0,6.0,2.0,10.0,14.0,1.0,3.0,38%,62%,5.0,9.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,0.0,4.0,1.0,3.0,4.0,0.0,0.0,42%,58%,5.0,8.0,1.0,2.0,2.0,5.0,2.0,1.0,11.0,7.0,1.0,6.0,0.0,1.0,2.0,1.0,7.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,616.0,19.0,12.0,219.0,351.0,8.0,9.0,184.0,265.0,11.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-05-Hull-Middlesbrough,premier-league,home,Hull,Middlesbrough,05.04.2017,4,2,2016-2017,47%,53%,17.0,12.0,5.0,4.0,7.0,4.0,5.0,4.0,13.0,14.0,8.0,4.0,1.0,1.0,2.0,1.0,13.0,12.0,2.0,1.0,44%,56%,8.0,12.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,6.0,4.0,3.0,1.0,1.0,2.0,0.0,5.0,3.0,1.0,1.0,50%,50%,9.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,9.0,8.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,431.0,5.0,16.0,192.0,239.0,3.0,6.0,200.0,192.0,2.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-05-Liverpool-Bournemouth,premier-league,home,Liverpool,Bournemouth,05.04.2017,2,2,2016-2017,67%,33%,20.0,7.0,8.0,2.0,9.0,2.0,3.0,3.0,8.0,13.0,7.0,2.0,2.0,0.0,0.0,6.0,11.0,8.0,1.0,1.0,73%,27%,13.0,3.0,6.0,1.0,5.0,2.0,2.0,0.0,3.0,6.0,4.0,2.0,1.0,0.0,0.0,5.0,4.0,3.0,1.0,0.0,61%,39%,7.0,4.0,2.0,1.0,4.0,0.0,1.0,3.0,5.0,7.0,3.0,0.0,1.0,0.0,0.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,291.0,21.0,22.0,316.0,117.0,8.0,10.0,263.0,174.0,13.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-05-Southampton-Crystal Palace,premier-league,home,Southampton,Crystal Palace,05.04.2017,3,1,2016-2017,61%,39%,25.0,17.0,9.0,3.0,12.0,6.0,4.0,8.0,12.0,16.0,11.0,11.0,1.0,1.0,2.0,6.0,16.0,11.0,2.0,1.0,63%,37%,9.0,6.0,2.0,1.0,6.0,3.0,1.0,2.0,8.0,6.0,5.0,4.0,1.0,0.0,0.0,1.0,5.0,8.0,0.0,0.0,59%,41%,16.0,11.0,7.0,2.0,6.0,3.0,3.0,6.0,4.0,10.0,6.0,7.0,0.0,1.0,2.0,5.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,251.0,11.0,17.0,233.0,135.0,6.0,6.0,164.0,116.0,5.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-05-Swansea-Tottenham,premier-league,home,Swansea,Tottenham,05.04.2017,1,3,2016-2017,28%,72%,4.0,18.0,1.0,8.0,2.0,5.0,1.0,5.0,12.0,9.0,5.0,7.0,3.0,4.0,5.0,0.0,7.0,8.0,1.0,1.0,25%,75%,2.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,31%,69%,2.0,13.0,0.0,7.0,1.0,3.0,1.0,3.0,8.0,5.0,2.0,5.0,1.0,2.0,4.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,640.0,19.0,21.0,113.0,358.0,8.0,7.0,126.0,282.0,11.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-08-Bournemouth-Chelsea,premier-league,home,Bournemouth,Chelsea,08.04.2017,1,3,2016-2017,51%,49%,12.0,15.0,1.0,5.0,5.0,7.0,6.0,3.0,13.0,7.0,4.0,4.0,1.0,1.0,2.0,0.0,7.0,11.0,2.0,3.0,50%,50%,6.0,11.0,1.0,2.0,2.0,6.0,3.0,3.0,9.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,8.0,1.0,1.0,52%,48%,6.0,4.0,0.0,3.0,3.0,1.0,3.0,0.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,524.0,24.0,18.0,264.0,269.0,9.0,6.0,275.0,255.0,15.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-08-Manchester City-Hull,premier-league,home,Manchester City,Hull,08.04.2017,3,1,2016-2017,68%,32%,23.0,7.0,7.0,1.0,10.0,4.0,6.0,2.0,10.0,7.0,7.0,3.0,1.0,2.0,0.0,4.0,6.0,8.0,0.0,2.0,70%,30%,14.0,4.0,3.0,0.0,7.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,66%,34%,9.0,3.0,4.0,1.0,3.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,340.0,22.0,21.0,356.0,144.0,9.0,12.0,357.0,196.0,13.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-08-Middlesbrough-Burnley,premier-league,home,Middlesbrough,Burnley,08.04.2017,0,0,2016-2017,56%,44%,12.0,7.0,5.0,2.0,4.0,5.0,3.0,0.0,14.0,11.0,4.0,3.0,2.0,2.0,2.0,5.0,9.0,12.0,0.0,3.0,61%,39%,5.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,51%,49%,7.0,5.0,5.0,2.0,2.0,3.0,0.0,0.0,8.0,8.0,3.0,2.0,2.0,1.0,2.0,5.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,355.0,10.0,16.0,270.0,174.0,4.0,10.0,183.0,181.0,6.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-08-Stoke-Liverpool,premier-league,home,Stoke,Liverpool,08.04.2017,1,2,2016-2017,44%,56%,9.0,14.0,4.0,4.0,4.0,6.0,1.0,4.0,12.0,12.0,5.0,8.0,7.0,2.0,2.0,3.0,7.0,11.0,0.0,2.0,47%,53%,5.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,8.0,8.0,1.0,2.0,5.0,2.0,0.0,1.0,5.0,7.0,0.0,0.0,41%,59%,4.0,12.0,2.0,4.0,2.0,4.0,0.0,4.0,4.0,4.0,4.0,6.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,489.0,21.0,21.0,211.0,246.0,12.0,10.0,158.0,243.0,9.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-08-Tottenham-Watford,premier-league,home,Tottenham,Watford,08.04.2017,4,0,2016-2017,59%,41%,19.0,8.0,6.0,2.0,5.0,4.0,8.0,2.0,12.0,12.0,7.0,5.0,1.0,1.0,2.0,2.0,12.0,12.0,0.0,1.0,59%,41%,11.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,6.0,9.0,5.0,1.0,1.0,1.0,2.0,2.0,8.0,5.0,0.0,1.0,59%,41%,8.0,4.0,1.0,0.0,4.0,3.0,3.0,1.0,6.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,345.0,23.0,14.0,255.0,178.0,12.0,6.0,243.0,167.0,11.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-08-West Brom-Southampton,premier-league,home,West Brom,Southampton,08.04.2017,0,1,2016-2017,41%,59%,17.0,10.0,6.0,3.0,7.0,3.0,4.0,4.0,12.0,11.0,7.0,3.0,1.0,0.0,2.0,6.0,12.0,12.0,2.0,2.0,33%,67%,5.0,5.0,2.0,1.0,3.0,1.0,0.0,3.0,4.0,6.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,3.0,1.0,0.0,49%,51%,12.0,5.0,4.0,2.0,4.0,2.0,4.0,1.0,8.0,5.0,5.0,2.0,0.0,0.0,2.0,4.0,6.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,549.0,10.0,22.0,164.0,344.0,3.0,9.0,208.0,205.0,7.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-08-West Ham-Swansea,premier-league,home,West Ham,Swansea,08.04.2017,1,0,2016-2017,46%,54%,14.0,4.0,6.0,1.0,5.0,2.0,3.0,1.0,12.0,15.0,4.0,3.0,2.0,0.0,1.0,5.0,12.0,12.0,5.0,1.0,51%,49%,6.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,6.0,2.0,0.0,41%,59%,8.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,6.0,9.0,3.0,2.0,2.0,0.0,0.0,3.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,413.0,27.0,10.0,216.0,196.0,14.0,7.0,145.0,217.0,13.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-09-Everton-Leicester,premier-league,home,Everton,Leicester,09.04.2017,4,2,2016-2017,60%,40%,12.0,6.0,7.0,4.0,1.0,1.0,4.0,1.0,15.0,8.0,4.0,6.0,0.0,0.0,2.0,3.0,8.0,15.0,2.0,2.0,74%,26%,5.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,45%,55%,7.0,3.0,4.0,1.0,0.0,1.0,3.0,1.0,10.0,4.0,1.0,4.0,0.0,0.0,1.0,3.0,6.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,379.0,18.0,20.0,349.0,124.0,5.0,9.0,245.0,255.0,13.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-09-Sunderland-Manchester Utd,premier-league,home,Sunderland,Manchester Utd,09.04.2017,0,3,2016-2017,30%,70%,9.0,18.0,4.0,9.0,3.0,5.0,2.0,4.0,22.0,16.0,4.0,5.0,2.0,2.0,6.0,4.0,14.0,20.0,1.0,5.0,29%,71%,4.0,10.0,3.0,5.0,0.0,2.0,1.0,3.0,6.0,10.0,2.0,4.0,2.0,0.0,4.0,3.0,8.0,6.0,0.0,1.0,31%,69%,5.0,8.0,1.0,4.0,3.0,3.0,1.0,1.0,16.0,6.0,2.0,1.0,0.0,2.0,2.0,1.0,6.0,14.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,233.0,580.0,16.0,13.0,121.0,308.0,9.0,3.0,112.0,272.0,7.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-04-10-Crystal Palace-Arsenal,premier-league,home,Crystal Palace,Arsenal,10.04.2017,3,0,2016-2017,28%,72%,17.0,11.0,6.0,3.0,7.0,6.0,4.0,2.0,10.0,15.0,5.0,8.0,5.0,2.0,3.0,3.0,11.0,10.0,0.0,1.0,28%,72%,8.0,6.0,2.0,3.0,5.0,2.0,1.0,1.0,7.0,6.0,2.0,5.0,3.0,2.0,3.0,1.0,4.0,6.0,0.0,1.0,28%,72%,9.0,5.0,4.0,0.0,2.0,4.0,3.0,1.0,3.0,9.0,3.0,3.0,2.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,628.0,22.0,20.0,116.0,314.0,7.0,13.0,117.0,314.0,15.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
