match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards
bundesliga-2018-2019-2018-09-25-Bayern Munich-Augsburg,bundesliga,home,Bayern Munich,Augsburg,25.09.2018,1,1,2018-2019,64%,36%,16.0,12.0,8.0,4.0,6.0,6.0,2.0,2.0,19.0,9.0,8.0,4.0,3.0,4.0,3.0,7.0,6.0,15.0,3.0,2.0,586.0,317.0,487.0,210.0,10.0,21.0,132.0,104.0,54.0,34.0,65%,35%,9.0,5.0,4.0,2.0,5.0,2.0,0.0,1.0,11.0,4.0,3.0,1.0,0.0,2.0,2.0,4.0,4.0,9.0,2.0,1.0,313.0,168.0,264.0,110.0,3.0,11.0,69.0,58.0,16.0,10.0,63%,37%,7.0,7.0,4.0,2.0,1.0,4.0,2.0,1.0,8.0,5.0,5.0,3.0,3.0,2.0,1.0,3.0,2.0,6.0,273.0,149.0,223.0,100.0,7.0,10.0,63.0,46.0,38.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-25-Freiburg-Schalke,bundesliga,home,Freiburg,Schalke,25.09.2018,1,0,2018-2019,42%,58%,15.0,15.0,4.0,3.0,7.0,6.0,4.0,6.0,17.0,13.0,3.0,3.0,0.0,4.0,3.0,3.0,12.0,11.0,2.0,4.0,270.0,350.0,193.0,284.0,11.0,10.0,104.0,113.0,35.0,57.0,45%,55%,6.0,7.0,0.0,3.0,5.0,3.0,1.0,1.0,11.0,9.0,0.0,0.0,0.0,4.0,3.0,0.0,8.0,6.0,1.0,0.0,202.0,242.0,153.0,197.0,7.0,4.0,52.0,66.0,13.0,26.0,39%,61%,9.0,8.0,4.0,0.0,2.0,3.0,3.0,5.0,6.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,5.0,68.0,108.0,40.0,87.0,4.0,6.0,52.0,47.0,22.0,31.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-25-Hannover-Hoffenheim,bundesliga,home,Hannover,Hoffenheim,25.09.2018,1,3,2018-2019,58%,42%,17.0,17.0,8.0,9.0,7.0,5.0,2.0,3.0,14.0,13.0,8.0,5.0,1.0,1.0,6.0,7.0,12.0,13.0,2.0,2.0,520.0,372.0,428.0,273.0,17.0,17.0,132.0,104.0,54.0,34.0,53%,47%,7.0,9.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,1.0,2.0,3.0,8.0,5.0,1.0,0.0,235.0,204.0,193.0,158.0,9.0,12.0,61.0,55.0,26.0,19.0,63%,37%,10.0,8.0,5.0,6.0,5.0,2.0,0.0,0.0,11.0,8.0,4.0,1.0,1.0,0.0,4.0,4.0,4.0,8.0,285.0,168.0,235.0,115.0,8.0,5.0,71.0,49.0,28.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-25-Werder Bremen-Hertha Berlin,bundesliga,home,Werder Bremen,Hertha Berlin,25.09.2018,3,1,2018-2019,53%,47%,14.0,12.0,6.0,2.0,3.0,8.0,5.0,2.0,13.0,15.0,2.0,3.0,2.0,5.0,1.0,3.0,13.0,9.0,1.0,3.0,516.0,449.0,413.0,353.0,22.0,9.0,136.0,121.0,55.0,32.0,59%,41%,8.0,5.0,5.0,0.0,2.0,4.0,1.0,1.0,7.0,4.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,5.0,0.0,2.0,299.0,209.0,257.0,164.0,11.0,6.0,76.0,51.0,24.0,14.0,47%,53%,6.0,7.0,1.0,2.0,1.0,4.0,4.0,1.0,6.0,11.0,1.0,0.0,0.0,3.0,1.0,0.0,11.0,4.0,217.0,240.0,156.0,189.0,11.0,3.0,60.0,70.0,31.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-26-B. Monchengladbach-Eintracht Frankfurt,bundesliga,home,B. Monchengladbach,Eintracht Frankfurt,26.09.2018,3,1,2018-2019,55%,45%,21.0,12.0,9.0,2.0,4.0,6.0,8.0,4.0,14.0,13.0,9.0,6.0,6.0,4.0,1.0,6.0,7.0,11.0,0.0,0.0,468.0,372.0,384.0,288.0,17.0,16.0,104.0,136.0,53.0,35.0,56%,44%,12.0,3.0,4.0,0.0,2.0,1.0,6.0,2.0,6.0,5.0,7.0,2.0,2.0,4.0,0.0,4.0,3.0,3.0,0.0,0.0,267.0,200.0,222.0,152.0,6.0,10.0,57.0,69.0,37.0,18.0,54%,46%,9.0,9.0,5.0,2.0,2.0,5.0,2.0,2.0,8.0,8.0,2.0,4.0,4.0,0.0,1.0,2.0,4.0,8.0,201.0,172.0,162.0,136.0,11.0,6.0,47.0,67.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-26-Dortmund-Nurnberg,bundesliga,home,Dortmund,Nurnberg,26.09.2018,7,0,2018-2019,73%,27%,19.0,4.0,10.0,1.0,5.0,1.0,4.0,2.0,14.0,7.0,4.0,5.0,1.0,4.0,1.0,3.0,6.0,10.0,0.0,2.0,866.0,316.0,804.0,249.0,6.0,18.0,75.0,45.0,48.0,22.0,73%,27%,8.0,2.0,3.0,1.0,2.0,1.0,3.0,0.0,6.0,6.0,4.0,3.0,1.0,0.0,1.0,1.0,5.0,6.0,0.0,2.0,443.0,153.0,404.0,111.0,2.0,9.0,37.0,25.0,23.0,9.0,73%,27%,11.0,2.0,7.0,0.0,3.0,0.0,1.0,2.0,8.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,4.0,423.0,163.0,400.0,138.0,4.0,9.0,38.0,20.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-26-Dusseldorf-Bayer Leverkusen,bundesliga,home,Dusseldorf,Bayer Leverkusen,26.09.2018,1,2,2018-2019,44%,56%,16.0,6.0,4.0,3.0,5.0,3.0,7.0,0.0,14.0,9.0,7.0,5.0,3.0,1.0,1.0,3.0,6.0,12.0,2.0,2.0,406.0,531.0,307.0,423.0,27.0,25.0,113.0,117.0,61.0,39.0,42%,58%,8.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,199.0,278.0,150.0,220.0,7.0,10.0,55.0,57.0,29.0,18.0,46%,54%,8.0,6.0,2.0,3.0,3.0,3.0,3.0,0.0,7.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,207.0,253.0,157.0,203.0,20.0,15.0,58.0,60.0,32.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-26-Mainz-Wolfsburg,bundesliga,home,Mainz,Wolfsburg,26.09.2018,0,0,2018-2019,46%,54%,11.0,12.0,2.0,4.0,8.0,6.0,1.0,2.0,16.0,18.0,5.0,11.0,3.0,3.0,4.0,2.0,15.0,13.0,1.0,2.0,369.0,426.0,277.0,317.0,17.0,12.0,49.0,50.0,32.0,37.0,40%,60%,4.0,6.0,1.0,2.0,2.0,4.0,1.0,0.0,5.0,10.0,4.0,3.0,2.0,1.0,2.0,1.0,8.0,3.0,0.0,0.0,172.0,263.0,127.0,207.0,6.0,5.0,25.0,25.0,14.0,20.0,52%,48%,7.0,6.0,1.0,2.0,6.0,2.0,0.0,2.0,11.0,8.0,1.0,8.0,1.0,2.0,2.0,1.0,7.0,10.0,197.0,163.0,150.0,110.0,11.0,7.0,24.0,25.0,18.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-26-RB Leipzig-Stuttgart,bundesliga,home,RB Leipzig,Stuttgart,26.09.2018,2,0,2018-2019,45%,55%,18.0,9.0,8.0,0.0,6.0,5.0,4.0,4.0,14.0,12.0,4.0,2.0,1.0,4.0,0.0,6.0,11.0,8.0,2.0,3.0,402.0,511.0,309.0,406.0,23.0,22.0,110.0,117.0,64.0,41.0,41%,59%,11.0,6.0,4.0,0.0,4.0,3.0,3.0,3.0,6.0,4.0,3.0,1.0,0.0,2.0,0.0,3.0,4.0,3.0,1.0,1.0,199.0,295.0,155.0,236.0,11.0,15.0,55.0,68.0,33.0,19.0,49%,51%,7.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,2.0,0.0,3.0,7.0,5.0,203.0,216.0,154.0,170.0,12.0,7.0,55.0,49.0,31.0,22.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-28-Hertha Berlin-Bayern Munich,bundesliga,home,Hertha Berlin,Bayern Munich,28.09.2018,2,0,2018-2019,30%,70%,6.0,25.0,4.0,5.0,2.0,12.0,0.0,8.0,15.0,16.0,1.0,14.0,2.0,2.0,5.0,2.0,14.0,10.0,3.0,1.0,275.0,628.0,201.0,534.0,14.0,15.0,89.0,140.0,26.0,88.0,35%,65%,4.0,6.0,3.0,0.0,1.0,4.0,0.0,2.0,4.0,9.0,1.0,4.0,0.0,0.0,0.0,1.0,9.0,4.0,1.0,0.0,162.0,317.0,124.0,268.0,4.0,7.0,48.0,66.0,20.0,39.0,25%,75%,2.0,19.0,1.0,5.0,1.0,8.0,0.0,6.0,11.0,7.0,0.0,10.0,2.0,2.0,5.0,1.0,5.0,6.0,113.0,311.0,77.0,266.0,10.0,8.0,41.0,74.0,6.0,49.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-29-Bayer Leverkusen-Dortmund,bundesliga,home,Bayer Leverkusen,Dortmund,29.09.2018,2,4,2018-2019,43%,57%,14.0,16.0,6.0,10.0,3.0,2.0,5.0,4.0,10.0,9.0,6.0,8.0,0.0,1.0,6.0,4.0,11.0,12.0,1.0,1.0,457.0,635.0,365.0,540.0,26.0,14.0,111.0,149.0,49.0,45.0,43%,57%,6.0,5.0,3.0,4.0,1.0,0.0,2.0,1.0,7.0,7.0,3.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,228.0,313.0,191.0,268.0,16.0,9.0,52.0,72.0,23.0,14.0,43%,57%,8.0,11.0,3.0,6.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,6.0,0.0,1.0,2.0,3.0,11.0,12.0,229.0,322.0,174.0,272.0,10.0,5.0,59.0,77.0,26.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-29-Hoffenheim-RB Leipzig,bundesliga,home,Hoffenheim,RB Leipzig,29.09.2018,1,2,2018-2019,55%,45%,13.0,18.0,6.0,7.0,5.0,5.0,2.0,6.0,15.0,7.0,4.0,8.0,3.0,2.0,5.0,5.0,3.0,13.0,1.0,3.0,515.0,411.0,410.0,333.0,31.0,18.0,117.0,99.0,47.0,53.0,53%,47%,4.0,8.0,1.0,3.0,3.0,3.0,0.0,2.0,8.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,259.0,232.0,219.0,193.0,10.0,7.0,45.0,54.0,22.0,32.0,57%,43%,9.0,10.0,5.0,4.0,2.0,2.0,2.0,4.0,7.0,2.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,6.0,256.0,179.0,191.0,140.0,21.0,11.0,72.0,45.0,25.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-29-Nurnberg-Dusseldorf,bundesliga,home,Nurnberg,Dusseldorf,29.09.2018,3,0,2018-2019,38%,62%,10.0,13.0,6.0,4.0,2.0,7.0,2.0,2.0,9.0,12.0,4.0,4.0,2.0,1.0,4.0,3.0,9.0,9.0,0.0,2.0,333.0,542.0,258.0,456.0,14.0,19.0,78.0,124.0,30.0,47.0,44%,56%,5.0,7.0,2.0,3.0,1.0,4.0,2.0,0.0,5.0,5.0,4.0,1.0,1.0,0.0,3.0,1.0,3.0,6.0,0.0,1.0,200.0,260.0,173.0,221.0,12.0,10.0,41.0,65.0,18.0,31.0,32%,68%,5.0,6.0,4.0,1.0,1.0,3.0,0.0,2.0,4.0,7.0,0.0,3.0,1.0,1.0,1.0,2.0,6.0,3.0,133.0,282.0,85.0,235.0,2.0,9.0,37.0,59.0,12.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-29-Schalke-Mainz,bundesliga,home,Schalke,Mainz,29.09.2018,1,0,2018-2019,43%,57%,15.0,15.0,2.0,5.0,10.0,5.0,3.0,5.0,23.0,25.0,4.0,5.0,3.0,2.0,5.0,1.0,20.0,20.0,2.0,2.0,320.0,427.0,236.0,345.0,23.0,18.0,102.0,115.0,38.0,47.0,59%,41%,11.0,6.0,2.0,1.0,6.0,3.0,3.0,2.0,14.0,9.0,3.0,0.0,2.0,2.0,1.0,1.0,6.0,12.0,0.0,0.0,198.0,137.0,153.0,92.0,8.0,9.0,64.0,38.0,23.0,8.0,27%,73%,4.0,9.0,0.0,4.0,4.0,2.0,0.0,3.0,9.0,16.0,1.0,5.0,1.0,0.0,4.0,0.0,14.0,8.0,122.0,290.0,83.0,253.0,15.0,9.0,38.0,77.0,15.0,39.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-29-Stuttgart-Werder Bremen,bundesliga,home,Stuttgart,Werder Bremen,29.09.2018,2,1,2018-2019,39%,61%,18.0,14.0,5.0,3.0,10.0,10.0,3.0,1.0,14.0,19.0,6.0,8.0,5.0,0.0,2.0,3.0,14.0,13.0,3.0,4.0,309.0,485.0,231.0,394.0,19.0,10.0,89.0,113.0,34.0,66.0,40%,60%,6.0,8.0,1.0,2.0,3.0,6.0,2.0,0.0,10.0,10.0,1.0,7.0,2.0,0.0,2.0,0.0,8.0,9.0,1.0,3.0,151.0,215.0,108.0,171.0,11.0,4.0,38.0,53.0,17.0,37.0,38%,62%,12.0,6.0,4.0,1.0,7.0,4.0,1.0,1.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,3.0,6.0,4.0,158.0,270.0,123.0,223.0,8.0,6.0,51.0,60.0,17.0,29.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
bundesliga-2018-2019-2018-09-29-Wolfsburg-B. Monchengladbach,bundesliga,home,Wolfsburg,B. Monchengladbach,29.09.2018,2,2,2018-2019,56%,44%,13.0,10.0,3.0,3.0,6.0,4.0,4.0,3.0,14.0,6.0,6.0,3.0,0.0,0.0,1.0,1.0,5.0,12.0,2.0,2.0,494.0,401.0,408.0,316.0,10.0,17.0,117.0,93.0,51.0,36.0,47%,53%,4.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,1.0,2.0,230.0,264.0,192.0,219.0,4.0,7.0,50.0,62.0,18.0,22.0,65%,35%,9.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,6.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,264.0,137.0,216.0,97.0,6.0,10.0,67.0,31.0,33.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-30-Augsburg-Freiburg,bundesliga,home,Augsburg,Freiburg,30.09.2018,4,1,2018-2019,51%,49%,22.0,13.0,10.0,6.0,9.0,3.0,3.0,4.0,8.0,16.0,5.0,3.0,2.0,0.0,5.0,6.0,13.0,8.0,0.0,1.0,409.0,407.0,314.0,323.0,19.0,10.0,91.0,114.0,46.0,40.0,56%,44%,9.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,1.0,3.0,8.0,4.0,0.0,1.0,242.0,196.0,196.0,157.0,10.0,5.0,58.0,48.0,28.0,8.0,46%,54%,13.0,12.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,6.0,1.0,3.0,2.0,0.0,4.0,3.0,5.0,4.0,167.0,211.0,118.0,166.0,9.0,5.0,33.0,66.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-09-30-Eintracht Frankfurt-Hannover,bundesliga,home,Eintracht Frankfurt,Hannover,30.09.2018,4,1,2018-2019,43%,57%,15.0,4.0,7.0,1.0,4.0,2.0,4.0,1.0,15.0,18.0,3.0,4.0,1.0,3.0,0.0,3.0,16.0,11.0,1.0,2.0,315.0,460.0,206.0,348.0,15.0,22.0,118.0,135.0,41.0,47.0,45%,55%,8.0,2.0,3.0,0.0,1.0,1.0,4.0,1.0,10.0,9.0,3.0,0.0,0.0,1.0,0.0,1.0,9.0,8.0,0.0,0.0,175.0,217.0,114.0,143.0,5.0,16.0,75.0,62.0,22.0,17.0,41%,59%,7.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,5.0,9.0,0.0,4.0,1.0,2.0,0.0,2.0,7.0,3.0,140.0,243.0,92.0,205.0,10.0,6.0,43.0,73.0,19.0,30.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-05-Werder Bremen-Wolfsburg,bundesliga,home,Werder Bremen,Wolfsburg,05.10.2018,2,0,2018-2019,49%,51%,13.0,10.0,5.0,4.0,5.0,4.0,3.0,2.0,14.0,15.0,7.0,5.0,0.0,2.0,4.0,3.0,12.0,13.0,1.0,2.0,357.0,365.0,292.0,298.0,11.0,10.0,128.0,134.0,31.0,60.0,55%,45%,8.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,7.0,5.0,5.0,2.0,0.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,248.0,193.0,200.0,142.0,7.0,8.0,70.0,60.0,19.0,20.0,43%,57%,5.0,7.0,2.0,3.0,2.0,3.0,1.0,1.0,7.0,10.0,2.0,3.0,0.0,0.0,3.0,1.0,7.0,8.0,109.0,172.0,92.0,156.0,4.0,2.0,58.0,74.0,12.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-06-Bayern Munich-B. Monchengladbach,bundesliga,home,Bayern Munich,B. Monchengladbach,06.10.2018,0,3,2018-2019,72%,28%,14.0,7.0,3.0,3.0,7.0,4.0,4.0,0.0,7.0,17.0,1.0,3.0,10.0,2.0,0.0,3.0,7.0,4.0,2.0,2.0,735.0,284.0,664.0,197.0,16.0,15.0,177.0,55.0,84.0,8.0,69%,31%,8.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,8.0,1.0,2.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,382.0,171.0,345.0,122.0,8.0,5.0,98.0,29.0,32.0,4.0,75%,25%,6.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,6.0,9.0,0.0,1.0,7.0,2.0,0.0,1.0,2.0,4.0,353.0,113.0,319.0,75.0,8.0,10.0,79.0,26.0,52.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-06-Dortmund-Augsburg,bundesliga,home,Dortmund,Augsburg,06.10.2018,4,3,2018-2019,65%,35%,20.0,12.0,8.0,6.0,7.0,4.0,5.0,2.0,22.0,6.0,9.0,6.0,2.0,0.0,3.0,4.0,5.0,29.0,1.0,7.0,561.0,290.0,474.0,194.0,7.0,13.0,133.0,95.0,56.0,41.0,58%,42%,8.0,3.0,2.0,2.0,3.0,1.0,3.0,0.0,10.0,4.0,3.0,4.0,1.0,0.0,1.0,2.0,3.0,10.0,0.0,2.0,257.0,172.0,210.0,119.0,3.0,8.0,58.0,53.0,24.0,23.0,72%,28%,12.0,9.0,6.0,4.0,4.0,3.0,2.0,2.0,12.0,2.0,6.0,2.0,1.0,0.0,2.0,2.0,2.0,19.0,304.0,118.0,264.0,75.0,4.0,5.0,75.0,42.0,32.0,18.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-06-Dusseldorf-Schalke,bundesliga,home,Dusseldorf,Schalke,06.10.2018,0,2,2018-2019,49%,51%,9.0,15.0,3.0,5.0,3.0,7.0,3.0,3.0,15.0,15.0,4.0,6.0,1.0,2.0,3.0,3.0,17.0,15.0,3.0,1.0,369.0,390.0,258.0,296.0,13.0,10.0,97.0,109.0,43.0,43.0,47%,53%,5.0,8.0,1.0,1.0,2.0,4.0,2.0,3.0,12.0,7.0,0.0,4.0,1.0,2.0,1.0,1.0,6.0,11.0,1.0,1.0,172.0,192.0,116.0,152.0,7.0,4.0,49.0,54.0,12.0,21.0,51%,49%,4.0,7.0,2.0,4.0,1.0,3.0,1.0,0.0,3.0,8.0,4.0,2.0,0.0,0.0,2.0,2.0,11.0,4.0,197.0,198.0,142.0,144.0,6.0,6.0,48.0,55.0,31.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-06-Hannover-Stuttgart,bundesliga,home,Hannover,Stuttgart,06.10.2018,3,1,2018-2019,49%,51%,15.0,11.0,6.0,5.0,7.0,4.0,2.0,2.0,11.0,19.0,5.0,7.0,3.0,1.0,4.0,3.0,16.0,11.0,1.0,2.0,396.0,405.0,288.0,292.0,15.0,19.0,124.0,97.0,59.0,49.0,57%,43%,6.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,3.0,11.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,236.0,180.0,185.0,125.0,6.0,7.0,68.0,35.0,27.0,6.0,41%,59%,9.0,8.0,3.0,5.0,5.0,2.0,1.0,1.0,8.0,8.0,3.0,6.0,2.0,1.0,4.0,2.0,7.0,9.0,160.0,225.0,103.0,167.0,9.0,12.0,56.0,62.0,32.0,43.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-06-Mainz-Hertha Berlin,bundesliga,home,Mainz,Hertha Berlin,06.10.2018,0,0,2018-2019,54%,46%,23.0,11.0,3.0,1.0,16.0,5.0,4.0,5.0,7.0,14.0,5.0,6.0,2.0,0.0,1.0,3.0,12.0,9.0,0.0,2.0,502.0,424.0,410.0,329.0,11.0,11.0,158.0,99.0,61.0,45.0,60%,40%,13.0,5.0,2.0,1.0,6.0,2.0,5.0,2.0,2.0,5.0,5.0,3.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,324.0,207.0,278.0,157.0,3.0,7.0,105.0,46.0,29.0,19.0,48%,52%,10.0,6.0,1.0,0.0,10.0,3.0,-1.0,3.0,5.0,9.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,7.0,178.0,217.0,132.0,172.0,8.0,4.0,53.0,53.0,32.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-07-Freiburg-Bayer Leverkusen,bundesliga,home,Freiburg,Bayer Leverkusen,07.10.2018,0,0,2018-2019,43%,57%,7.0,14.0,1.0,0.0,4.0,8.0,2.0,6.0,13.0,19.0,3.0,4.0,5.0,2.0,0.0,1.0,11.0,12.0,3.0,1.0,354.0,478.0,270.0,384.0,18.0,16.0,85.0,131.0,52.0,46.0,31%,69%,0.0,10.0,0.0,0.0,0.0,5.0,0.0,5.0,6.0,9.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,129.0,286.0,90.0,244.0,6.0,11.0,42.0,63.0,20.0,22.0,55%,45%,7.0,4.0,1.0,0.0,4.0,3.0,2.0,1.0,7.0,10.0,2.0,1.0,2.0,1.0,0.0,1.0,7.0,6.0,225.0,192.0,180.0,140.0,12.0,5.0,43.0,68.0,32.0,24.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-10-07-Hoffenheim-Eintracht Frankfurt,bundesliga,home,Hoffenheim,Eintracht Frankfurt,07.10.2018,1,2,2018-2019,69%,31%,20.0,6.0,4.0,4.0,8.0,1.0,8.0,1.0,20.0,16.0,6.0,0.0,0.0,1.0,2.0,3.0,15.0,16.0,2.0,4.0,560.0,257.0,478.0,174.0,18.0,21.0,153.0,73.0,78.0,32.0,64%,36%,10.0,3.0,1.0,2.0,3.0,1.0,6.0,0.0,11.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,9.0,1.0,2.0,288.0,160.0,245.0,117.0,5.0,9.0,77.0,40.0,29.0,15.0,74%,26%,10.0,3.0,3.0,2.0,5.0,0.0,2.0,1.0,9.0,9.0,4.0,0.0,0.0,0.0,1.0,2.0,8.0,7.0,272.0,97.0,233.0,57.0,13.0,12.0,76.0,33.0,49.0,17.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
