match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in,Match Total Passes,opponent Match Total Passes,1st half Total Passes,opponent 1st half Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
serie-a-2015-2016-2016-01-31-Torino-Verona,serie-a,home,Torino,Verona,31.01.2016,0,0,2015-2016,60%,40%,16.0,10.0,6.0,3.0,7.0,5.0,3.0,2.0,18.0,17.0,5.0,2.0,3.0,0.0,3.0,6.0,13.0,18.0,0.0,4.0,56%,44%,7.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,9.0,7.0,4.0,1.0,1.0,0.0,1.0,3.0,6.0,9.0,64%,36%,9.0,8.0,3.0,2.0,5.0,4.0,1.0,2.0,9.0,10.0,1.0,1.0,2.0,0.0,2.0,3.0,7.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-31-Udinese-Lazio,serie-a,home,Udinese,Lazio,31.01.2016,0,0,2015-2016,38%,62%,11.0,17.0,1.0,1.0,7.0,9.0,3.0,7.0,22.0,15.0,5.0,5.0,7.0,3.0,1.0,1.0,8.0,19.0,4.0,4.0,44%,56%,5.0,5.0,0.0,1.0,4.0,2.0,1.0,2.0,10.0,9.0,3.0,2.0,5.0,1.0,1.0,0.0,4.0,9.0,32%,68%,6.0,12.0,1.0,0.0,3.0,7.0,2.0,5.0,12.0,6.0,2.0,3.0,2.0,2.0,0.0,1.0,4.0,10.0,0.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-02-Sassuolo-AS Roma,serie-a,home,Sassuolo,AS Roma,02.02.2016,0,2,2015-2016,46%,54%,17.0,13.0,6.0,5.0,6.0,3.0,5.0,5.0,15.0,17.0,8.0,7.0,5.0,1.0,3.0,6.0,12.0,15.0,1.0,4.0,36%,64%,5.0,7.0,2.0,1.0,2.0,2.0,1.0,4.0,7.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0,3.0,6.0,57%,43%,12.0,6.0,4.0,4.0,4.0,1.0,4.0,1.0,8.0,13.0,6.0,2.0,4.0,0.0,3.0,4.0,9.0,9.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Empoli-Udinese,serie-a,home,Empoli,Udinese,03.02.2016,1,1,2015-2016,72%,28%,19.0,5.0,4.0,2.0,9.0,2.0,6.0,1.0,28.0,14.0,6.0,3.0,3.0,3.0,1.0,3.0,11.0,27.0,3.0,6.0,71%,29%,8.0,3.0,1.0,2.0,2.0,1.0,5.0,0.0,14.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,12.0,73%,27%,11.0,2.0,3.0,0.0,7.0,1.0,1.0,1.0,14.0,8.0,3.0,2.0,2.0,0.0,0.0,2.0,6.0,15.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Fiorentina-Carpi,serie-a,home,Fiorentina,Carpi,03.02.2016,2,1,2015-2016,69%,31%,11.0,7.0,5.0,2.0,5.0,5.0,1.0,0.0,32.0,13.0,10.0,3.0,3.0,10.0,1.0,3.0,11.0,22.0,5.0,3.0,70%,30%,5.0,5.0,3.0,1.0,1.0,4.0,1.0,0.0,16.0,5.0,5.0,2.0,1.0,6.0,1.0,2.0,4.0,10.0,68%,32%,6.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,16.0,8.0,5.0,1.0,2.0,4.0,0.0,1.0,7.0,12.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Frosinone-Bologna,serie-a,home,Frosinone,Bologna,03.02.2016,1,0,2015-2016,40%,60%,20.0,15.0,7.0,3.0,9.0,5.0,4.0,7.0,15.0,18.0,7.0,4.0,2.0,1.0,3.0,6.0,16.0,15.0,2.0,6.0,48%,52%,10.0,8.0,3.0,1.0,4.0,4.0,3.0,3.0,9.0,8.0,6.0,2.0,1.0,0.0,1.0,3.0,7.0,9.0,31%,69%,10.0,7.0,4.0,2.0,5.0,1.0,1.0,4.0,6.0,10.0,1.0,2.0,1.0,1.0,2.0,3.0,9.0,6.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Inter-Chievo,serie-a,home,Inter,Chievo,03.02.2016,1,0,2015-2016,61%,39%,24.0,5.0,8.0,0.0,10.0,1.0,6.0,4.0,24.0,18.0,11.0,1.0,1.0,4.0,0.0,7.0,17.0,20.0,3.0,5.0,71%,29%,16.0,1.0,4.0,0.0,8.0,0.0,4.0,1.0,13.0,8.0,7.0,1.0,1.0,2.0,0.0,4.0,7.0,11.0,51%,49%,8.0,4.0,4.0,0.0,2.0,1.0,2.0,3.0,11.0,10.0,4.0,0.0,0.0,2.0,0.0,3.0,10.0,9.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Juventus-Genoa,serie-a,home,Juventus,Genoa,03.02.2016,1,0,2015-2016,52%,48%,11.0,7.0,2.0,2.0,4.0,2.0,5.0,3.0,30.0,20.0,3.0,0.0,6.0,0.0,2.0,1.0,14.0,30.0,1.0,3.0,60%,40%,9.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,12.0,9.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,12.0,44%,56%,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,18.0,11.0,1.0,0.0,3.0,0.0,1.0,1.0,8.0,18.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Lazio-Napoli,serie-a,home,Lazio,Napoli,03.02.2016,0,2,2015-2016,41%,59%,8.0,10.0,0.0,5.0,7.0,4.0,1.0,1.0,18.0,18.0,4.0,3.0,1.0,5.0,3.0,0.0,17.0,13.0,4.0,2.0,41%,59%,3.0,5.0,0.0,4.0,3.0,1.0,0.0,0.0,8.0,7.0,0.0,2.0,0.0,3.0,2.0,0.0,7.0,5.0,41%,59%,5.0,5.0,0.0,1.0,4.0,3.0,1.0,1.0,10.0,11.0,4.0,1.0,1.0,2.0,1.0,0.0,10.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Palermo-AC Milan,serie-a,home,Palermo,AC Milan,03.02.2016,0,2,2015-2016,36%,64%,12.0,16.0,2.0,8.0,5.0,4.0,5.0,4.0,18.0,18.0,6.0,6.0,2.0,2.0,6.0,2.0,16.0,15.0,3.0,0.0,31%,69%,5.0,10.0,0.0,6.0,3.0,1.0,2.0,3.0,10.0,8.0,1.0,4.0,0.0,2.0,4.0,0.0,8.0,7.0,41%,59%,7.0,6.0,2.0,2.0,2.0,3.0,3.0,1.0,8.0,10.0,5.0,2.0,2.0,0.0,2.0,2.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Sampdoria-Torino,serie-a,home,Sampdoria,Torino,03.02.2016,2,2,2015-2016,46%,54%,9.0,14.0,4.0,6.0,4.0,6.0,1.0,2.0,23.0,15.0,2.0,6.0,4.0,1.0,4.0,2.0,12.0,21.0,3.0,3.0,51%,49%,3.0,7.0,2.0,3.0,0.0,3.0,1.0,1.0,10.0,4.0,1.0,3.0,2.0,0.0,3.0,2.0,3.0,9.0,41%,59%,6.0,7.0,2.0,3.0,4.0,3.0,0.0,1.0,13.0,11.0,1.0,3.0,2.0,1.0,1.0,0.0,9.0,12.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-03-Verona-Atalanta,serie-a,home,Verona,Atalanta,03.02.2016,2,1,2015-2016,48%,52%,13.0,18.0,5.0,4.0,8.0,9.0,0.0,5.0,26.0,23.0,7.0,5.0,2.0,7.0,3.0,3.0,21.0,18.0,2.0,5.0,47%,53%,4.0,9.0,2.0,2.0,2.0,5.0,0.0,2.0,12.0,9.0,6.0,2.0,1.0,3.0,1.0,1.0,8.0,9.0,49%,51%,9.0,9.0,3.0,2.0,6.0,4.0,0.0,3.0,14.0,14.0,1.0,3.0,1.0,4.0,2.0,2.0,13.0,9.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-06-Bologna-Fiorentina,serie-a,home,Bologna,Fiorentina,06.02.2016,1,1,2015-2016,47%,53%,12.0,12.0,6.0,2.0,3.0,7.0,3.0,3.0,15.0,17.0,8.0,4.0,5.0,5.0,1.0,5.0,13.0,10.0,2.0,4.0,36%,64%,5.0,8.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,7.0,1.0,4.0,1.0,2.0,1.0,2.0,6.0,2.0,58%,42%,7.0,4.0,4.0,1.0,2.0,3.0,1.0,0.0,11.0,10.0,7.0,0.0,4.0,3.0,0.0,3.0,7.0,8.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-06-Genoa-Lazio,serie-a,home,Genoa,Lazio,06.02.2016,0,0,2015-2016,51%,49%,4.0,10.0,1.0,2.0,2.0,6.0,1.0,2.0,21.0,15.0,2.0,9.0,3.0,3.0,2.0,1.0,12.0,18.0,3.0,3.0,53%,47%,2.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,1.0,6.0,1.0,0.0,1.0,0.0,6.0,7.0,49%,51%,2.0,6.0,1.0,1.0,1.0,5.0,0.0,0.0,14.0,8.0,1.0,3.0,2.0,3.0,1.0,1.0,6.0,11.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-07-AC Milan-Udinese,serie-a,home,AC Milan,Udinese,07.02.2016,1,1,2015-2016,63%,37%,22.0,9.0,5.0,5.0,10.0,2.0,7.0,2.0,17.0,18.0,9.0,0.0,4.0,3.0,4.0,4.0,14.0,14.0,1.0,3.0,59%,41%,9.0,5.0,1.0,3.0,3.0,1.0,5.0,1.0,9.0,10.0,3.0,0.0,3.0,2.0,2.0,1.0,7.0,7.0,67%,33%,13.0,4.0,4.0,2.0,7.0,1.0,2.0,1.0,8.0,8.0,6.0,0.0,1.0,1.0,2.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-07-AS Roma-Sampdoria,serie-a,home,AS Roma,Sampdoria,07.02.2016,2,1,2015-2016,56%,44%,13.0,10.0,4.0,4.0,6.0,4.0,3.0,2.0,15.0,11.0,4.0,5.0,0.0,3.0,3.0,2.0,12.0,12.0,2.0,3.0,67%,33%,9.0,2.0,2.0,1.0,4.0,1.0,3.0,0.0,7.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,5.0,5.0,45%,55%,4.0,8.0,2.0,3.0,2.0,3.0,0.0,2.0,8.0,7.0,1.0,4.0,0.0,1.0,2.0,1.0,7.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-07-Atalanta-Empoli,serie-a,home,Atalanta,Empoli,07.02.2016,0,0,2015-2016,40%,60%,11.0,9.0,2.0,3.0,6.0,5.0,3.0,1.0,17.0,23.0,5.0,3.0,4.0,4.0,3.0,2.0,19.0,14.0,3.0,4.0,43%,57%,8.0,6.0,2.0,3.0,4.0,2.0,2.0,1.0,5.0,9.0,3.0,2.0,0.0,1.0,3.0,2.0,9.0,4.0,37%,63%,3.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,12.0,14.0,2.0,1.0,4.0,3.0,0.0,0.0,10.0,10.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-07-Frosinone-Juventus,serie-a,home,Frosinone,Juventus,07.02.2016,0,2,2015-2016,32%,68%,5.0,25.0,0.0,9.0,4.0,9.0,1.0,7.0,17.0,24.0,2.0,6.0,2.0,3.0,7.0,0.0,23.0,15.0,3.0,1.0,33%,67%,3.0,7.0,0.0,4.0,2.0,2.0,1.0,1.0,12.0,10.0,0.0,0.0,1.0,2.0,4.0,0.0,9.0,11.0,31%,69%,2.0,18.0,0.0,5.0,2.0,7.0,0.0,6.0,5.0,14.0,2.0,6.0,1.0,1.0,3.0,0.0,14.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-07-Napoli-Carpi,serie-a,home,Napoli,Carpi,07.02.2016,1,0,2015-2016,76%,24%,22.0,2.0,7.0,0.0,12.0,2.0,3.0,0.0,12.0,11.0,13.0,1.0,2.0,0.0,0.0,6.0,9.0,13.0,1.0,6.0,77%,23%,12.0,1.0,2.0,0.0,8.0,1.0,2.0,0.0,6.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,6.0,75%,25%,10.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,6.0,7.0,9.0,1.0,1.0,0.0,0.0,4.0,6.0,7.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-07-Sassuolo-Palermo,serie-a,home,Sassuolo,Palermo,07.02.2016,2,2,2015-2016,64%,36%,23.0,7.0,6.0,2.0,10.0,2.0,7.0,3.0,25.0,23.0,7.0,3.0,2.0,2.0,0.0,4.0,21.0,22.0,3.0,2.0,60%,40%,7.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,14.0,12.0,3.0,3.0,1.0,0.0,0.0,1.0,11.0,14.0,68%,32%,16.0,4.0,4.0,1.0,7.0,1.0,5.0,2.0,11.0,11.0,4.0,0.0,1.0,2.0,0.0,3.0,10.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-07-Torino-Chievo,serie-a,home,Torino,Chievo,07.02.2016,1,2,2015-2016,52%,48%,12.0,8.0,4.0,3.0,5.0,4.0,3.0,1.0,19.0,27.0,6.0,2.0,3.0,1.0,1.0,3.0,25.0,18.0,3.0,3.0,45%,55%,7.0,4.0,3.0,1.0,2.0,3.0,2.0,0.0,9.0,9.0,1.0,0.0,1.0,1.0,0.0,2.0,8.0,8.0,59%,41%,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,10.0,18.0,5.0,2.0,2.0,0.0,1.0,1.0,17.0,10.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-07-Verona-Inter,serie-a,home,Verona,Inter,07.02.2016,3,3,2015-2016,26%,74%,10.0,15.0,4.0,7.0,4.0,5.0,2.0,3.0,14.0,20.0,7.0,10.0,0.0,2.0,4.0,1.0,20.0,12.0,3.0,2.0,24%,76%,3.0,8.0,2.0,2.0,0.0,4.0,1.0,2.0,5.0,11.0,4.0,5.0,0.0,0.0,1.0,0.0,11.0,5.0,28%,72%,7.0,7.0,2.0,5.0,4.0,1.0,1.0,1.0,9.0,9.0,3.0,5.0,0.0,2.0,3.0,1.0,9.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-11-Lazio-Verona,serie-a,home,Lazio,Verona,11.02.2016,5,2,2015-2016,65%,35%,18.0,8.0,7.0,4.0,7.0,4.0,4.0,0.0,8.0,13.0,9.0,3.0,6.0,3.0,2.0,2.0,8.0,8.0,1.0,0.0,66%,34%,10.0,5.0,3.0,2.0,5.0,3.0,2.0,0.0,6.0,9.0,7.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,64%,36%,8.0,3.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-12-Carpi-AS Roma,serie-a,home,Carpi,AS Roma,12.02.2016,1,3,2015-2016,27%,73%,7.0,19.0,2.0,6.0,3.0,8.0,2.0,5.0,9.0,16.0,4.0,6.0,2.0,1.0,3.0,1.0,14.0,8.0,5.0,0.0,25%,75%,2.0,7.0,0.0,1.0,2.0,4.0,0.0,2.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,4.0,29%,71%,5.0,12.0,2.0,5.0,1.0,4.0,2.0,3.0,4.0,8.0,3.0,5.0,1.0,0.0,2.0,1.0,7.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-13-Chievo-Sassuolo,serie-a,home,Chievo,Sassuolo,13.02.2016,1,1,2015-2016,40%,60%,11.0,16.0,4.0,2.0,5.0,8.0,2.0,6.0,14.0,21.0,5.0,7.0,5.0,1.0,1.0,3.0,16.0,14.0,3.0,2.0,43%,57%,6.0,6.0,3.0,2.0,2.0,3.0,1.0,1.0,7.0,15.0,4.0,4.0,4.0,1.0,1.0,2.0,11.0,7.0,37%,63%,5.0,10.0,1.0,0.0,3.0,5.0,1.0,5.0,7.0,6.0,1.0,3.0,1.0,0.0,0.0,1.0,5.0,7.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-13-Empoli-Frosinone,serie-a,home,Empoli,Frosinone,13.02.2016,1,2,2015-2016,69%,31%,30.0,10.0,6.0,2.0,12.0,8.0,12.0,0.0,29.0,12.0,16.0,1.0,2.0,4.0,0.0,5.0,11.0,25.0,2.0,6.0,70%,30%,12.0,8.0,2.0,1.0,2.0,7.0,8.0,0.0,13.0,7.0,7.0,0.0,2.0,3.0,0.0,2.0,5.0,10.0,68%,32%,18.0,2.0,4.0,1.0,10.0,1.0,4.0,0.0,16.0,5.0,9.0,1.0,0.0,1.0,0.0,3.0,6.0,15.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-13-Juventus-Napoli,serie-a,home,Juventus,Napoli,13.02.2016,1,0,2015-2016,44%,56%,13.0,7.0,4.0,1.0,6.0,5.0,3.0,1.0,13.0,13.0,4.0,3.0,3.0,2.0,1.0,3.0,10.0,13.0,2.0,2.0,45%,55%,9.0,2.0,2.0,0.0,4.0,1.0,3.0,1.0,7.0,5.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,7.0,43%,57%,4.0,5.0,2.0,1.0,2.0,4.0,0.0,0.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-14-AC Milan-Genoa,serie-a,home,AC Milan,Genoa,14.02.2016,2,1,2015-2016,56%,44%,14.0,7.0,6.0,2.0,6.0,2.0,2.0,3.0,18.0,19.0,5.0,3.0,5.0,3.0,1.0,4.0,14.0,15.0,1.0,1.0,51%,49%,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,9.0,11.0,1.0,2.0,1.0,2.0,0.0,1.0,10.0,7.0,61%,39%,10.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,9.0,8.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-14-Fiorentina-Inter,serie-a,home,Fiorentina,Inter,14.02.2016,2,1,2015-2016,62%,38%,13.0,6.0,8.0,1.0,3.0,4.0,2.0,1.0,19.0,16.0,7.0,4.0,3.0,6.0,0.0,6.0,13.0,14.0,2.0,6.0,64%,36%,6.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,10.0,8.0,4.0,3.0,2.0,3.0,0.0,4.0,6.0,7.0,60%,40%,7.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,9.0,8.0,3.0,1.0,1.0,3.0,0.0,2.0,7.0,7.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-14-Palermo-Torino,serie-a,home,Palermo,Torino,14.02.2016,1,3,2015-2016,51%,49%,18.0,19.0,5.0,8.0,8.0,8.0,5.0,3.0,23.0,16.0,9.0,3.0,4.0,2.0,5.0,4.0,12.0,22.0,0.0,2.0,43%,57%,9.0,7.0,2.0,2.0,4.0,5.0,3.0,0.0,13.0,5.0,5.0,0.0,2.0,1.0,0.0,1.0,4.0,12.0,59%,41%,9.0,12.0,3.0,6.0,4.0,3.0,2.0,3.0,10.0,11.0,4.0,3.0,2.0,1.0,5.0,3.0,8.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-14-Sampdoria-Atalanta,serie-a,home,Sampdoria,Atalanta,14.02.2016,0,0,2015-2016,56%,44%,10.0,9.0,2.0,2.0,6.0,4.0,2.0,3.0,20.0,11.0,7.0,6.0,1.0,2.0,2.0,2.0,10.0,15.0,2.0,4.0,57%,43%,4.0,5.0,1.0,1.0,3.0,4.0,0.0,0.0,8.0,6.0,4.0,3.0,0.0,1.0,1.0,1.0,6.0,7.0,55%,45%,6.0,4.0,1.0,1.0,3.0,0.0,2.0,3.0,12.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,8.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
serie-a-2015-2016-2016-02-14-Udinese-Bologna,serie-a,home,Udinese,Bologna,14.02.2016,0,1,2015-2016,54%,46%,10.0,11.0,2.0,2.0,7.0,3.0,1.0,6.0,12.0,22.0,8.0,5.0,7.0,0.0,1.0,2.0,15.0,11.0,0.0,1.0,57%,43%,5.0,4.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,9.0,4.0,4.0,4.0,0.0,1.0,1.0,5.0,4.0,51%,49%,5.0,7.0,1.0,1.0,3.0,2.0,1.0,4.0,8.0,13.0,4.0,1.0,3.0,0.0,0.0,1.0,10.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-02-19-Bologna-Juventus,serie-a,home,Bologna,Juventus,19.02.2016,0,0,2015-2016,40%,60%,8.0,10.0,1.0,0.0,6.0,5.0,1.0,5.0,17.0,18.0,1.0,8.0,3.0,7.0,0.0,1.0,15.0,11.0,2.0,2.0,43%,57%,4.0,5.0,1.0,0.0,2.0,2.0,1.0,3.0,9.0,8.0,0.0,6.0,2.0,2.0,0.0,1.0,6.0,7.0,37%,63%,4.0,5.0,0.0,0.0,4.0,3.0,0.0,2.0,8.0,10.0,1.0,2.0,1.0,5.0,0.0,0.0,9.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
