match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in,Match Total Passes,opponent Match Total Passes,1st half Total Passes,opponent 1st half Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
serie-a-2015-2016-2015-09-27-Genoa-AC Milan,serie-a,home,Genoa,AC Milan,27.09.2015,1,0,2015-2016,51%,49%,11.0,12.0,2.0,3.0,7.0,5.0,2.0,4.0,30.0,29.0,7.0,4.0,6.0,1.0,3.0,1.0,24.0,29.0,4.0,5.0,44%,56%,6.0,3.0,2.0,0.0,2.0,2.0,2.0,1.0,16.0,13.0,4.0,2.0,1.0,0.0,0.0,1.0,12.0,16.0,58%,42%,5.0,9.0,0.0,3.0,5.0,3.0,0.0,3.0,14.0,16.0,3.0,2.0,5.0,1.0,3.0,0.0,12.0,13.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-09-27-Inter-Fiorentina,serie-a,home,Inter,Fiorentina,27.09.2015,1,4,2015-2016,36%,64%,5.0,12.0,2.0,8.0,3.0,2.0,0.0,2.0,16.0,14.0,2.0,3.0,4.0,1.0,4.0,1.0,10.0,15.0,4.0,2.0,46%,54%,3.0,7.0,1.0,4.0,2.0,2.0,0.0,1.0,9.0,12.0,2.0,1.0,4.0,1.0,1.0,1.0,8.0,8.0,26%,74%,2.0,5.0,1.0,4.0,1.0,0.0,0.0,1.0,7.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,7.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-09-27-Sassuolo-Chievo,serie-a,home,Sassuolo,Chievo,27.09.2015,1,1,2015-2016,54%,46%,13.0,12.0,5.0,2.0,6.0,6.0,2.0,4.0,25.0,18.0,4.0,2.0,2.0,3.0,1.0,4.0,16.0,22.0,3.0,1.0,55%,45%,5.0,8.0,2.0,2.0,3.0,3.0,0.0,3.0,12.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,11.0,53%,47%,8.0,4.0,3.0,0.0,3.0,3.0,2.0,1.0,13.0,9.0,2.0,0.0,0.0,2.0,0.0,3.0,9.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-09-27-Torino-Palermo,serie-a,home,Torino,Palermo,27.09.2015,2,1,2015-2016,47%,53%,10.0,11.0,3.0,3.0,4.0,8.0,3.0,0.0,21.0,19.0,5.0,1.0,3.0,0.0,2.0,1.0,15.0,20.0,4.0,5.0,58%,42%,4.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,10.0,9.0,3.0,1.0,2.0,0.0,0.0,0.0,7.0,10.0,36%,64%,6.0,8.0,2.0,3.0,1.0,5.0,3.0,0.0,11.0,10.0,2.0,0.0,1.0,0.0,2.0,1.0,8.0,10.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-09-27-Verona-Lazio,serie-a,home,Verona,Lazio,27.09.2015,1,2,2015-2016,38%,62%,6.0,13.0,1.0,3.0,3.0,7.0,2.0,3.0,18.0,19.0,3.0,10.0,1.0,5.0,1.0,0.0,18.0,13.0,2.0,4.0,38%,62%,4.0,5.0,1.0,0.0,2.0,4.0,1.0,1.0,9.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,9.0,6.0,38%,62%,2.0,8.0,0.0,3.0,1.0,3.0,1.0,2.0,9.0,10.0,2.0,7.0,1.0,4.0,1.0,0.0,9.0,7.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-09-28-Atalanta-Sampdoria,serie-a,home,Atalanta,Sampdoria,28.09.2015,2,1,2015-2016,49%,51%,18.0,8.0,5.0,4.0,10.0,3.0,3.0,1.0,18.0,22.0,5.0,4.0,1.0,2.0,3.0,3.0,23.0,15.0,3.0,3.0,50%,50%,9.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,7.0,6.0,3.0,1.0,1.0,0.0,1.0,1.0,5.0,7.0,48%,52%,9.0,4.0,3.0,3.0,5.0,1.0,1.0,0.0,11.0,16.0,2.0,3.0,0.0,2.0,2.0,2.0,18.0,8.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-09-28-Frosinone-Empoli,serie-a,home,Frosinone,Empoli,28.09.2015,2,0,2015-2016,44%,56%,10.0,13.0,4.0,5.0,4.0,6.0,2.0,2.0,19.0,35.0,4.0,5.0,7.0,1.0,5.0,2.0,28.0,18.0,3.0,4.0,46%,54%,5.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,8.0,15.0,2.0,1.0,2.0,1.0,1.0,1.0,13.0,7.0,42%,58%,5.0,8.0,3.0,4.0,1.0,4.0,1.0,0.0,11.0,20.0,2.0,4.0,5.0,0.0,4.0,1.0,15.0,11.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-03-Carpi-Torino,serie-a,home,Carpi,Torino,03.10.2015,2,1,2015-2016,39%,61%,7.0,13.0,3.0,3.0,2.0,7.0,2.0,3.0,21.0,10.0,2.0,5.0,1.0,2.0,2.0,1.0,10.0,19.0,2.0,1.0,41%,59%,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,10.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,37%,63%,4.0,9.0,2.0,2.0,1.0,4.0,1.0,3.0,11.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,7.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-03-Chievo-Verona,serie-a,home,Chievo,Verona,03.10.2015,1,1,2015-2016,53%,47%,17.0,10.0,7.0,3.0,8.0,5.0,2.0,2.0,15.0,23.0,5.0,5.0,1.0,3.0,2.0,6.0,22.0,12.0,3.0,0.0,51%,49%,4.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,11.0,13.0,2.0,3.0,1.0,2.0,2.0,2.0,12.0,9.0,55%,45%,13.0,6.0,5.0,1.0,6.0,3.0,2.0,2.0,4.0,10.0,3.0,2.0,0.0,1.0,0.0,4.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-04-AC Milan-Napoli,serie-a,home,AC Milan,Napoli,04.10.2015,0,4,2015-2016,44%,56%,12.0,11.0,2.0,4.0,5.0,3.0,5.0,4.0,16.0,13.0,5.0,1.0,2.0,5.0,0.0,2.0,12.0,11.0,3.0,3.0,48%,52%,8.0,4.0,0.0,1.0,5.0,1.0,3.0,2.0,6.0,5.0,3.0,1.0,0.0,4.0,0.0,0.0,5.0,2.0,40%,60%,4.0,7.0,2.0,3.0,0.0,2.0,2.0,2.0,10.0,8.0,2.0,0.0,2.0,1.0,0.0,2.0,7.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-04-Empoli-Sassuolo,serie-a,home,Empoli,Sassuolo,04.10.2015,1,0,2015-2016,57%,43%,18.0,7.0,4.0,1.0,7.0,3.0,7.0,3.0,25.0,23.0,5.0,2.0,5.0,0.0,1.0,3.0,21.0,25.0,4.0,3.0,56%,44%,7.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,12.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,13.0,58%,42%,11.0,7.0,4.0,1.0,4.0,3.0,3.0,3.0,13.0,15.0,5.0,1.0,4.0,0.0,1.0,3.0,11.0,12.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-04-Fiorentina-Atalanta,serie-a,home,Fiorentina,Atalanta,04.10.2015,3,0,2015-2016,63%,37%,29.0,5.0,9.0,1.0,16.0,2.0,4.0,2.0,15.0,14.0,8.0,4.0,2.0,1.0,1.0,6.0,12.0,15.0,0.0,2.0,63%,37%,13.0,3.0,5.0,1.0,7.0,1.0,1.0,1.0,8.0,8.0,4.0,3.0,1.0,1.0,1.0,3.0,7.0,8.0,63%,37%,16.0,2.0,4.0,0.0,9.0,1.0,3.0,1.0,7.0,6.0,4.0,1.0,1.0,0.0,0.0,3.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-04-Juventus-Bologna,serie-a,home,Juventus,Bologna,04.10.2015,3,1,2015-2016,63%,37%,19.0,2.0,8.0,1.0,8.0,1.0,3.0,0.0,10.0,12.0,4.0,2.0,4.0,3.0,0.0,5.0,8.0,9.0,1.0,5.0,67%,33%,11.0,1.0,4.0,1.0,5.0,0.0,2.0,0.0,4.0,7.0,3.0,0.0,3.0,1.0,0.0,3.0,4.0,5.0,59%,41%,8.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,6.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-04-Lazio-Frosinone,serie-a,home,Lazio,Frosinone,04.10.2015,2,0,2015-2016,66%,34%,29.0,12.0,11.0,6.0,9.0,2.0,9.0,4.0,17.0,15.0,9.0,6.0,1.0,2.0,6.0,9.0,15.0,14.0,4.0,1.0,69%,31%,14.0,3.0,4.0,2.0,6.0,1.0,4.0,0.0,12.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,6.0,9.0,63%,37%,15.0,9.0,7.0,4.0,3.0,1.0,5.0,4.0,5.0,9.0,7.0,5.0,0.0,0.0,4.0,5.0,9.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-04-Palermo-AS Roma,serie-a,home,Palermo,AS Roma,04.10.2015,2,4,2015-2016,43%,57%,14.0,13.0,5.0,8.0,9.0,2.0,0.0,3.0,19.0,19.0,6.0,3.0,5.0,4.0,4.0,3.0,15.0,16.0,4.0,3.0,45%,55%,5.0,7.0,1.0,5.0,4.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,0.0,3.0,2.0,1.0,8.0,6.0,41%,59%,9.0,6.0,4.0,3.0,5.0,1.0,0.0,2.0,12.0,11.0,5.0,1.0,5.0,1.0,2.0,2.0,7.0,10.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-04-Sampdoria-Inter,serie-a,home,Sampdoria,Inter,04.10.2015,1,1,2015-2016,36%,64%,15.0,17.0,6.0,7.0,6.0,6.0,3.0,4.0,12.0,15.0,9.0,9.0,2.0,1.0,6.0,5.0,14.0,12.0,2.0,4.0,37%,63%,11.0,7.0,5.0,2.0,4.0,4.0,2.0,1.0,5.0,5.0,7.0,6.0,2.0,0.0,2.0,5.0,3.0,5.0,35%,65%,4.0,10.0,1.0,5.0,2.0,2.0,1.0,3.0,7.0,10.0,2.0,3.0,0.0,1.0,4.0,0.0,11.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-04-Udinese-Genoa,serie-a,home,Udinese,Genoa,04.10.2015,1,1,2015-2016,35%,65%,9.0,19.0,3.0,7.0,4.0,6.0,2.0,6.0,19.0,13.0,2.0,10.0,1.0,1.0,6.0,2.0,12.0,17.0,2.0,1.0,36%,64%,3.0,9.0,1.0,4.0,1.0,2.0,1.0,3.0,9.0,7.0,1.0,5.0,1.0,1.0,4.0,1.0,6.0,7.0,34%,66%,6.0,10.0,2.0,3.0,3.0,4.0,1.0,3.0,10.0,6.0,1.0,5.0,0.0,0.0,2.0,1.0,6.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-17-AS Roma-Empoli,serie-a,home,AS Roma,Empoli,17.10.2015,3,1,2015-2016,56%,44%,10.0,13.0,6.0,6.0,2.0,4.0,2.0,3.0,13.0,21.0,6.0,4.0,4.0,4.0,5.0,3.0,17.0,9.0,1.0,1.0,54%,46%,6.0,6.0,3.0,2.0,1.0,3.0,2.0,1.0,7.0,10.0,5.0,1.0,3.0,2.0,2.0,3.0,8.0,5.0,58%,42%,4.0,7.0,3.0,4.0,1.0,1.0,0.0,2.0,6.0,11.0,1.0,3.0,1.0,2.0,3.0,0.0,9.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-17-Torino-AC Milan,serie-a,home,Torino,AC Milan,17.10.2015,1,1,2015-2016,46%,54%,6.0,8.0,2.0,3.0,2.0,4.0,2.0,1.0,14.0,29.0,7.0,1.0,2.0,2.0,2.0,1.0,25.0,11.0,3.0,4.0,44%,56%,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,15.0,1.0,1.0,0.0,1.0,1.0,0.0,16.0,4.0,48%,52%,6.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,8.0,14.0,6.0,0.0,2.0,1.0,1.0,1.0,9.0,7.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-18-Atalanta-Carpi,serie-a,home,Atalanta,Carpi,18.10.2015,3,0,2015-2016,57%,43%,15.0,13.0,7.0,5.0,5.0,5.0,3.0,3.0,12.0,20.0,8.0,7.0,4.0,0.0,5.0,4.0,16.0,13.0,1.0,3.0,53%,47%,9.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,6.0,4.0,5.0,0.0,0.0,1.0,1.0,5.0,4.0,61%,39%,6.0,8.0,4.0,4.0,1.0,3.0,1.0,1.0,8.0,14.0,4.0,2.0,4.0,0.0,4.0,3.0,11.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-18-Bologna-Palermo,serie-a,home,Bologna,Palermo,18.10.2015,0,1,2015-2016,55%,45%,17.0,9.0,6.0,4.0,8.0,2.0,3.0,3.0,17.0,10.0,6.0,6.0,2.0,2.0,3.0,6.0,8.0,15.0,1.0,4.0,59%,41%,9.0,5.0,2.0,2.0,4.0,1.0,3.0,2.0,6.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,6.0,51%,49%,8.0,4.0,4.0,2.0,4.0,1.0,0.0,1.0,11.0,7.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-18-Frosinone-Sampdoria,serie-a,home,Frosinone,Sampdoria,18.10.2015,2,0,2015-2016,42%,58%,15.0,19.0,4.0,2.0,10.0,11.0,1.0,6.0,17.0,12.0,8.0,12.0,1.0,1.0,2.0,2.0,11.0,16.0,2.0,4.0,41%,59%,4.0,8.0,2.0,2.0,2.0,5.0,0.0,1.0,10.0,5.0,3.0,3.0,0.0,1.0,2.0,2.0,5.0,9.0,43%,57%,11.0,11.0,2.0,0.0,8.0,6.0,1.0,5.0,7.0,7.0,5.0,9.0,1.0,0.0,0.0,0.0,6.0,7.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-18-Genoa-Chievo,serie-a,home,Genoa,Chievo,18.10.2015,3,2,2015-2016,43%,57%,12.0,21.0,6.0,3.0,3.0,7.0,3.0,11.0,20.0,14.0,7.0,7.0,0.0,3.0,1.0,3.0,14.0,17.0,4.0,2.0,52%,48%,8.0,6.0,4.0,1.0,2.0,2.0,2.0,3.0,10.0,7.0,5.0,2.0,0.0,1.0,0.0,2.0,7.0,9.0,34%,66%,4.0,15.0,2.0,2.0,1.0,5.0,1.0,8.0,10.0,7.0,2.0,5.0,0.0,2.0,1.0,1.0,7.0,8.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-18-Inter-Juventus,serie-a,home,Inter,Juventus,18.10.2015,0,0,2015-2016,48%,52%,8.0,15.0,2.0,4.0,2.0,8.0,4.0,3.0,15.0,14.0,4.0,9.0,0.0,1.0,4.0,2.0,14.0,14.0,3.0,5.0,55%,45%,5.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,8.0,3.0,3.0,0.0,0.0,1.0,1.0,8.0,7.0,41%,59%,3.0,11.0,1.0,3.0,0.0,6.0,2.0,2.0,8.0,6.0,1.0,6.0,0.0,1.0,3.0,1.0,6.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-18-Napoli-Fiorentina,serie-a,home,Napoli,Fiorentina,18.10.2015,2,1,2015-2016,47%,53%,13.0,10.0,6.0,3.0,4.0,3.0,3.0,4.0,21.0,15.0,4.0,5.0,4.0,3.0,2.0,4.0,11.0,19.0,3.0,4.0,47%,53%,2.0,6.0,2.0,1.0,0.0,2.0,0.0,3.0,9.0,10.0,2.0,0.0,2.0,1.0,1.0,2.0,8.0,8.0,47%,53%,11.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,12.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-18-Sassuolo-Lazio,serie-a,home,Sassuolo,Lazio,18.10.2015,2,1,2015-2016,46%,54%,15.0,12.0,4.0,3.0,6.0,7.0,5.0,2.0,22.0,8.0,3.0,9.0,1.0,2.0,2.0,2.0,7.0,20.0,1.0,5.0,48%,52%,4.0,5.0,2.0,1.0,2.0,4.0,0.0,0.0,9.0,7.0,1.0,4.0,0.0,1.0,1.0,1.0,6.0,8.0,44%,56%,11.0,7.0,2.0,2.0,4.0,3.0,5.0,2.0,13.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-18-Verona-Udinese,serie-a,home,Verona,Udinese,18.10.2015,1,1,2015-2016,49%,51%,8.0,15.0,2.0,5.0,3.0,7.0,3.0,3.0,12.0,16.0,8.0,8.0,2.0,2.0,4.0,1.0,15.0,10.0,2.0,2.0,48%,52%,3.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,6.0,5.0,7.0,1.0,2.0,2.0,0.0,5.0,6.0,50%,50%,5.0,9.0,1.0,3.0,2.0,5.0,2.0,1.0,5.0,10.0,3.0,1.0,1.0,0.0,2.0,1.0,10.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-24-Carpi-Bologna,serie-a,home,Carpi,Bologna,24.10.2015,1,2,2015-2016,40%,60%,8.0,15.0,1.0,4.0,4.0,9.0,3.0,2.0,10.0,16.0,3.0,8.0,1.0,3.0,2.0,0.0,16.0,9.0,4.0,2.0,55%,45%,7.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0,5.0,9.0,3.0,2.0,1.0,2.0,1.0,0.0,8.0,3.0,25%,75%,1.0,12.0,0.0,3.0,0.0,7.0,1.0,2.0,5.0,7.0,0.0,6.0,0.0,1.0,1.0,0.0,8.0,6.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-24-Empoli-Genoa,serie-a,home,Empoli,Genoa,24.10.2015,2,0,2015-2016,47%,53%,15.0,14.0,5.0,3.0,9.0,6.0,1.0,5.0,16.0,5.0,3.0,8.0,0.0,5.0,3.0,3.0,11.0,25.0,3.0,3.0,50%,50%,9.0,8.0,3.0,1.0,5.0,5.0,1.0,2.0,12.0,4.0,2.0,3.0,0.0,0.0,1.0,2.0,4.0,12.0,44%,56%,6.0,6.0,2.0,2.0,4.0,1.0,0.0,3.0,4.0,1.0,1.0,5.0,0.0,5.0,2.0,1.0,7.0,13.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-24-Palermo-Inter,serie-a,home,Palermo,Inter,24.10.2015,1,1,2015-2016,42%,58%,10.0,19.0,2.0,7.0,5.0,9.0,3.0,3.0,14.0,14.0,3.0,10.0,2.0,3.0,6.0,1.0,11.0,11.0,3.0,3.0,45%,55%,4.0,5.0,1.0,0.0,3.0,3.0,0.0,2.0,6.0,7.0,2.0,3.0,1.0,2.0,0.0,1.0,6.0,4.0,39%,61%,6.0,14.0,1.0,7.0,2.0,6.0,3.0,1.0,8.0,7.0,1.0,7.0,1.0,1.0,6.0,0.0,5.0,7.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-25-AC Milan-Sassuolo,serie-a,home,AC Milan,Sassuolo,25.10.2015,2,1,2015-2016,55%,45%,21.0,4.0,3.0,2.0,12.0,1.0,6.0,1.0,12.0,27.0,7.0,2.0,7.0,0.0,1.0,1.0,21.0,13.0,1.0,3.0,49%,51%,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,8.0,14.0,1.0,2.0,2.0,0.0,1.0,0.0,12.0,9.0,61%,39%,18.0,2.0,2.0,1.0,10.0,1.0,6.0,0.0,4.0,13.0,6.0,0.0,5.0,0.0,0.0,1.0,9.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-25-Chievo-Napoli,serie-a,home,Chievo,Napoli,25.10.2015,0,1,2015-2016,37%,63%,7.0,18.0,1.0,4.0,3.0,10.0,3.0,4.0,14.0,24.0,2.0,8.0,5.0,1.0,3.0,1.0,17.0,12.0,1.0,2.0,34%,66%,2.0,9.0,0.0,1.0,2.0,5.0,0.0,3.0,6.0,11.0,0.0,4.0,1.0,1.0,1.0,0.0,10.0,5.0,40%,60%,5.0,9.0,1.0,3.0,1.0,5.0,3.0,1.0,8.0,13.0,2.0,4.0,4.0,0.0,2.0,1.0,7.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-10-25-Fiorentina-AS Roma,serie-a,home,Fiorentina,AS Roma,25.10.2015,1,2,2015-2016,68%,32%,21.0,6.0,4.0,4.0,10.0,2.0,7.0,0.0,17.0,13.0,8.0,1.0,5.0,0.0,2.0,3.0,9.0,16.0,2.0,6.0,69%,31%,7.0,4.0,1.0,3.0,4.0,1.0,2.0,0.0,6.0,5.0,4.0,0.0,3.0,0.0,1.0,1.0,3.0,6.0,67%,33%,14.0,2.0,3.0,1.0,6.0,1.0,5.0,0.0,11.0,8.0,4.0,1.0,2.0,0.0,1.0,2.0,6.0,10.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
