match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Throw-in,opponent Match Throw-in,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Throw-in,opponent 1st half Throw-in,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Red Cards,opponent 1st half Red Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Throw-in,opponent 2nd half Throw-in,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Total Passes,opponent Match Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
ligue-1-2015-2016-2015-10-24-Angers-Guingamp,ligue-1,home,Angers,Guingamp,24.10.2015,0,0,2015-2016,51%,49%,10.0,11.0,2.0,2.0,6.0,6.0,2.0,3.0,15.0,20.0,7.0,7.0,0.0,2.0,15.0,21.0,2.0,2.0,20.0,12.0,1.0,0.0,2.0,2.0,46%,54%,6.0,3.0,2.0,1.0,4.0,2.0,0.0,0.0,7.0,9.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,9.0,5.0,0.0,0.0,1.0,1.0,56%,44%,4.0,8.0,0.0,1.0,2.0,4.0,2.0,3.0,8.0,11.0,4.0,2.0,0.0,1.0,15.0,21.0,1.0,0.0,11.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-24-GFC Ajaccio-Nice,ligue-1,home,GFC Ajaccio,Nice,24.10.2015,3,1,2015-2016,40%,60%,13.0,9.0,6.0,2.0,5.0,3.0,2.0,4.0,13.0,17.0,5.0,3.0,2.0,3.0,20.0,28.0,1.0,3.0,15.0,11.0,1.0,0.0,3.0,4.0,48%,52%,13.0,5.0,5.0,1.0,8.0,4.0,0.0,0.0,4.0,9.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,2.0,1.0,32%,68%,0.0,4.0,1.0,1.0,-3.0,-1.0,2.0,4.0,9.0,8.0,0.0,0.0,0.0,2.0,20.0,28.0,1.0,1.0,8.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-24-Lorient-Rennes,ligue-1,home,Lorient,Rennes,24.10.2015,1,1,2015-2016,45%,55%,10.0,11.0,5.0,3.0,2.0,6.0,3.0,2.0,12.0,12.0,3.0,8.0,5.0,2.0,11.0,9.0,2.0,4.0,11.0,14.0,1.0,1.0,2.0,2.0,44%,56%,3.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,1.0,46%,54%,7.0,9.0,3.0,3.0,1.0,4.0,3.0,2.0,12.0,12.0,1.0,5.0,4.0,1.0,11.0,9.0,2.0,3.0,6.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-24-Montpellier-Bastia,ligue-1,home,Montpellier,Bastia,24.10.2015,2,0,2015-2016,48%,52%,10.0,13.0,3.0,1.0,4.0,6.0,3.0,6.0,12.0,12.0,4.0,4.0,6.0,1.0,19.0,21.0,1.0,1.0,8.0,12.0,0.0,0.0,1.0,3.0,47%,53%,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,7.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,49%,51%,8.0,10.0,2.0,0.0,3.0,4.0,3.0,6.0,4.0,5.0,4.0,2.0,4.0,0.0,19.0,21.0,0.0,0.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-25-Bordeaux-Troyes,ligue-1,home,Bordeaux,Troyes,25.10.2015,1,0,2015-2016,45%,55%,12.0,10.0,3.0,2.0,9.0,8.0,0.0,0.0,16.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,14.0,0.0,0.0,1.0,4.0,50%,50%,5.0,3.0,0.0,1.0,5.0,2.0,0.0,0.0,8.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,2.0,40%,60%,7.0,7.0,3.0,1.0,4.0,6.0,0.0,0.0,8.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-25-Lille-Marseille,ligue-1,home,Lille,Marseille,25.10.2015,1,2,2015-2016,48%,52%,11.0,12.0,4.0,6.0,7.0,6.0,0.0,0.0,24.0,16.0,3.0,5.0,2.0,0.0,0.0,0.0,4.0,3.0,14.0,26.0,0.0,0.0,3.0,4.0,50%,50%,5.0,7.0,0.0,3.0,5.0,4.0,0.0,0.0,9.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,0.0,0.0,1.0,0.0,46%,54%,6.0,5.0,4.0,3.0,2.0,2.0,0.0,0.0,15.0,11.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,9.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-25-Paris SG-St Etienne,ligue-1,home,Paris SG,St Etienne,25.10.2015,4,1,2015-2016,65%,35%,20.0,14.0,13.0,6.0,7.0,8.0,0.0,0.0,19.0,17.0,4.0,0.0,9.0,2.0,0.0,0.0,5.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,69%,31%,10.0,5.0,6.0,1.0,4.0,4.0,0.0,0.0,9.0,10.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,61%,39%,10.0,9.0,7.0,5.0,3.0,4.0,0.0,0.0,10.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-25-Reims-Monaco,ligue-1,home,Reims,Monaco,25.10.2015,0,1,2015-2016,57%,43%,13.0,16.0,6.0,4.0,4.0,10.0,3.0,2.0,13.0,14.0,3.0,5.0,1.0,1.0,0.0,0.0,3.0,6.0,13.0,12.0,1.0,0.0,3.0,2.0,47%,53%,5.0,7.0,2.0,2.0,3.0,5.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,67%,33%,8.0,9.0,4.0,2.0,1.0,5.0,3.0,2.0,6.0,11.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,10.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-30-Rennes-Paris SG,ligue-1,home,Rennes,Paris SG,30.10.2015,0,1,2015-2016,40%,60%,6.0,12.0,2.0,4.0,4.0,8.0,0.0,0.0,13.0,14.0,1.0,3.0,0.0,2.0,0.0,0.0,3.0,2.0,14.0,11.0,0.0,0.0,0.0,0.0,42%,58%,3.0,8.0,1.0,3.0,2.0,5.0,0.0,0.0,6.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,38%,62%,3.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-31-Bastia-Caen,ligue-1,home,Bastia,Caen,31.10.2015,1,0,2015-2016,54%,46%,11.0,6.0,5.0,3.0,6.0,3.0,0.0,0.0,21.0,13.0,8.0,2.0,1.0,4.0,0.0,0.0,3.0,4.0,12.0,17.0,0.0,0.0,1.0,2.0,56%,44%,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,9.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,52%,48%,8.0,3.0,3.0,2.0,5.0,1.0,0.0,0.0,12.0,10.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,9.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-31-GFC Ajaccio-Bordeaux,ligue-1,home,GFC Ajaccio,Bordeaux,31.10.2015,2,0,2015-2016,45%,55%,8.0,6.0,4.0,0.0,4.0,6.0,0.0,0.0,15.0,21.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,2.0,19.0,10.0,1.0,0.0,5.0,4.0,57%,43%,6.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,8.0,13.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,1.0,1.0,33%,67%,2.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,7.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-31-Guingamp-Lorient,ligue-1,home,Guingamp,Lorient,31.10.2015,2,2,2015-2016,42%,58%,13.0,13.0,5.0,5.0,8.0,8.0,0.0,0.0,16.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,18.0,1.0,1.0,3.0,1.0,41%,59%,5.0,6.0,1.0,2.0,4.0,4.0,0.0,0.0,9.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,1.0,1.0,2.0,0.0,43%,57%,8.0,7.0,4.0,3.0,4.0,4.0,0.0,0.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-31-St Etienne-Reims,ligue-1,home,St Etienne,Reims,31.10.2015,3,0,2015-2016,55%,45%,20.0,10.0,7.0,7.0,13.0,3.0,0.0,0.0,11.0,14.0,7.0,12.0,3.0,1.0,0.0,0.0,7.0,4.0,11.0,10.0,0.0,0.0,1.0,1.0,52%,48%,8.0,6.0,2.0,3.0,6.0,3.0,0.0,0.0,3.0,4.0,5.0,10.0,3.0,0.0,0.0,0.0,3.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,58%,42%,12.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,8.0,10.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-31-Toulouse-Montpellier,ligue-1,home,Toulouse,Montpellier,31.10.2015,1,1,2015-2016,50%,50%,10.0,7.0,6.0,2.0,4.0,5.0,0.0,0.0,15.0,25.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,5.0,22.0,14.0,0.0,0.0,4.0,2.0,50%,50%,8.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,8.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,7.0,0.0,0.0,2.0,0.0,50%,50%,2.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0,7.0,13.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-10-31-Troyes-Lyon,ligue-1,home,Troyes,Lyon,31.10.2015,0,1,2015-2016,36%,64%,8.0,30.0,2.0,5.0,6.0,25.0,0.0,0.0,19.0,11.0,3.0,10.0,0.0,4.0,0.0,0.0,4.0,2.0,12.0,14.0,1.0,0.0,2.0,1.0,38%,62%,4.0,15.0,1.0,1.0,3.0,14.0,0.0,0.0,7.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,6.0,1.0,0.0,0.0,1.0,34%,66%,4.0,15.0,1.0,4.0,3.0,11.0,0.0,0.0,12.0,5.0,3.0,4.0,0.0,3.0,0.0,0.0,3.0,1.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-01-Monaco-Angers,ligue-1,home,Monaco,Angers,01.11.2015,1,0,2015-2016,52%,48%,12.0,15.0,2.0,5.0,10.0,10.0,0.0,0.0,20.0,10.0,2.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,7.0,21.0,0.0,0.0,3.0,4.0,52%,48%,4.0,6.0,1.0,2.0,3.0,4.0,0.0,0.0,9.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,9.0,0.0,0.0,3.0,1.0,52%,48%,8.0,9.0,1.0,3.0,7.0,6.0,0.0,0.0,11.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-01-Nantes-Marseille,ligue-1,home,Nantes,Marseille,01.11.2015,0,1,2015-2016,46%,54%,12.0,15.0,4.0,5.0,8.0,10.0,0.0,0.0,18.0,23.0,5.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,20.0,18.0,0.0,0.0,2.0,1.0,47%,53%,7.0,3.0,2.0,1.0,5.0,2.0,0.0,0.0,7.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,45%,55%,5.0,12.0,2.0,4.0,3.0,8.0,0.0,0.0,11.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,11.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-01-Nice-Lille,ligue-1,home,Nice,Lille,01.11.2015,0,0,2015-2016,58%,42%,10.0,10.0,4.0,1.0,6.0,9.0,0.0,0.0,27.0,26.0,7.0,5.0,1.0,1.0,0.0,0.0,1.0,4.0,25.0,26.0,0.0,0.0,3.0,3.0,58%,42%,3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,17.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,17.0,0.0,0.0,2.0,2.0,58%,42%,7.0,8.0,3.0,1.0,4.0,7.0,0.0,0.0,10.0,17.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,16.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-04-Nice-Nantes,ligue-1,home,Nice,Nantes,04.11.2015,1,2,2015-2016,58%,42%,10.0,11.0,4.0,6.0,6.0,5.0,0.0,0.0,20.0,10.0,3.0,6.0,3.0,3.0,0.0,0.0,4.0,3.0,7.0,17.0,0.0,0.0,1.0,3.0,56%,44%,7.0,6.0,3.0,3.0,4.0,3.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,60%,40%,3.0,5.0,1.0,3.0,2.0,2.0,0.0,0.0,11.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,4.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-06-Angers-Rennes,ligue-1,home,Angers,Rennes,06.11.2015,0,2,2015-2016,47%,53%,18.0,10.0,3.0,2.0,15.0,8.0,0.0,0.0,16.0,8.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,8.0,15.0,0.0,0.0,1.0,2.0,45%,55%,10.0,4.0,1.0,1.0,9.0,3.0,0.0,0.0,7.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,49%,51%,8.0,6.0,2.0,1.0,6.0,5.0,0.0,0.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-07-Caen-Guingamp,ligue-1,home,Caen,Guingamp,07.11.2015,2,1,2015-2016,41%,59%,18.0,12.0,5.0,6.0,13.0,6.0,0.0,0.0,17.0,14.0,11.0,6.0,2.0,3.0,0.0,0.0,5.0,3.0,11.0,14.0,0.0,0.0,1.0,1.0,39%,61%,5.0,4.0,0.0,2.0,5.0,2.0,0.0,0.0,10.0,10.0,4.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,43%,57%,13.0,8.0,5.0,4.0,8.0,4.0,0.0,0.0,7.0,4.0,7.0,4.0,0.0,2.0,0.0,0.0,3.0,3.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-07-Lille-Bastia,ligue-1,home,Lille,Bastia,07.11.2015,1,1,2015-2016,58%,42%,11.0,9.0,1.0,2.0,10.0,7.0,0.0,0.0,14.0,17.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,14.0,12.0,1.0,0.0,1.0,3.0,59%,41%,5.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,8.0,8.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,2.0,57%,43%,6.0,7.0,1.0,2.0,5.0,5.0,0.0,0.0,6.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-07-Lorient-Troyes,ligue-1,home,Lorient,Troyes,07.11.2015,4,1,2015-2016,56%,44%,29.0,13.0,10.0,6.0,19.0,7.0,0.0,0.0,14.0,8.0,10.0,5.0,0.0,3.0,0.0,0.0,5.0,6.0,10.0,11.0,0.0,0.0,0.0,0.0,66%,34%,14.0,4.0,5.0,3.0,9.0,1.0,0.0,0.0,7.0,3.0,7.0,1.0,0.0,2.0,0.0,0.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,46%,54%,15.0,9.0,5.0,3.0,10.0,6.0,0.0,0.0,7.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-07-Montpellier-Nantes,ligue-1,home,Montpellier,Nantes,07.11.2015,2,1,2015-2016,50%,50%,10.0,10.0,4.0,2.0,6.0,8.0,0.0,0.0,13.0,7.0,2.0,6.0,3.0,2.0,0.0,0.0,1.0,2.0,6.0,14.0,0.0,0.0,0.0,4.0,47%,53%,5.0,5.0,1.0,0.0,4.0,5.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,53%,47%,5.0,5.0,3.0,2.0,2.0,3.0,0.0,0.0,10.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-07-Paris SG-Toulouse,ligue-1,home,Paris SG,Toulouse,07.11.2015,5,0,2015-2016,66%,34%,14.0,7.0,8.0,0.0,6.0,7.0,0.0,0.0,14.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0,13.0,0.0,0.0,2.0,1.0,70%,30%,7.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,1.0,62%,38%,7.0,3.0,5.0,0.0,2.0,3.0,0.0,0.0,7.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-07-Reims-GFC Ajaccio,ligue-1,home,Reims,GFC Ajaccio,07.11.2015,1,2,2015-2016,58%,42%,13.0,10.0,3.0,4.0,10.0,6.0,0.0,0.0,14.0,12.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,10.0,12.0,0.0,0.0,3.0,2.0,59%,41%,8.0,4.0,2.0,2.0,6.0,2.0,0.0,0.0,7.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,1.0,57%,43%,5.0,6.0,1.0,2.0,4.0,4.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-08-Bordeaux-Monaco,ligue-1,home,Bordeaux,Monaco,08.11.2015,3,1,2015-2016,43%,57%,9.0,13.0,4.0,6.0,5.0,7.0,0.0,0.0,18.0,19.0,4.0,10.0,2.0,5.0,0.0,0.0,5.0,1.0,17.0,14.0,0.0,0.0,2.0,2.0,53%,47%,7.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,8.0,7.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,33%,67%,2.0,9.0,1.0,2.0,1.0,7.0,0.0,0.0,10.0,12.0,0.0,8.0,1.0,3.0,0.0,0.0,2.0,0.0,11.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-08-Lyon-St Etienne,ligue-1,home,Lyon,St Etienne,08.11.2015,3,0,2015-2016,59%,41%,17.0,6.0,8.0,1.0,9.0,5.0,0.0,0.0,23.0,21.0,5.0,3.0,3.0,4.0,0.0,0.0,1.0,5.0,19.0,20.0,0.0,0.0,4.0,4.0,61%,39%,8.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,10.0,15.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,15.0,9.0,0.0,0.0,1.0,2.0,57%,43%,9.0,3.0,4.0,1.0,5.0,2.0,0.0,0.0,13.0,6.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-08-Marseille-Nice,ligue-1,home,Marseille,Nice,08.11.2015,0,1,2015-2016,56%,44%,16.0,11.0,3.0,5.0,13.0,6.0,0.0,0.0,12.0,15.0,7.0,5.0,2.0,1.0,0.0,0.0,4.0,3.0,14.0,11.0,0.0,0.0,2.0,2.0,55%,45%,6.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,57%,43%,10.0,9.0,3.0,3.0,7.0,6.0,0.0,0.0,6.0,8.0,3.0,4.0,2.0,1.0,0.0,0.0,3.0,3.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-20-Nice-Lyon,ligue-1,home,Nice,Lyon,20.11.2015,3,0,2015-2016,48%,52%,12.0,14.0,8.0,1.0,4.0,13.0,0.0,0.0,4.0,16.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,5.0,13.0,4.0,0.0,0.0,1.0,2.0,45%,55%,7.0,7.0,4.0,0.0,3.0,7.0,0.0,0.0,2.0,10.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,1.0,1.0,51%,49%,5.0,7.0,4.0,1.0,1.0,6.0,0.0,0.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-21-Guingamp-Toulouse,ligue-1,home,Guingamp,Toulouse,21.11.2015,2,0,2015-2016,49%,51%,6.0,14.0,5.0,3.0,1.0,11.0,0.0,0.0,24.0,19.0,3.0,7.0,3.0,3.0,0.0,0.0,3.0,3.0,18.0,24.0,0.0,1.0,3.0,3.0,50%,50%,2.0,5.0,2.0,1.0,0.0,4.0,0.0,0.0,12.0,9.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,8.0,12.0,0.0,0.0,2.0,3.0,48%,52%,4.0,9.0,3.0,2.0,1.0,7.0,0.0,0.0,12.0,10.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,10.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-21-Lorient-Paris SG,ligue-1,home,Lorient,Paris SG,21.11.2015,1,2,2015-2016,43%,57%,13.0,8.0,5.0,3.0,8.0,5.0,0.0,0.0,24.0,16.0,3.0,2.0,3.0,9.0,0.0,0.0,1.0,4.0,13.0,14.0,0.0,0.0,2.0,1.0,34%,66%,4.0,5.0,3.0,2.0,1.0,3.0,0.0,0.0,14.0,8.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,2.0,0.0,52%,48%,9.0,3.0,2.0,1.0,7.0,2.0,0.0,0.0,10.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-11-21-Monaco-Nantes,ligue-1,home,Monaco,Nantes,21.11.2015,1,0,2015-2016,53%,47%,8.0,12.0,4.0,2.0,4.0,10.0,0.0,0.0,17.0,12.0,6.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,13.0,16.0,0.0,0.0,2.0,1.0,55%,45%,6.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,51%,49%,2.0,8.0,1.0,1.0,1.0,7.0,0.0,0.0,8.0,10.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
