match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Red Cards,opponent 1st half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,Match Pass Success %,opponent Match Pass Success %,Match Total Passes,opponent Match Total Passes,1st half Goal Kicks,opponent 1st half Goal Kicks,1st half Pass Success %,opponent 1st half Pass Success %,1st half Total Passes,opponent 1st half Total Passes,2nd half Goal Kicks,opponent 2nd half Goal Kicks,2nd half Pass Success %,opponent 2nd half Pass Success %,2nd half Total Passes,opponent 2nd half Total Passes,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
laliga-2015-2016-2016-01-10-Villarreal-Gijon,laliga,home,Villarreal,Gijon,10.01.2016,2,0,2015-2016,49%,51%,8.0,12.0,4.0,2.0,3.0,5.0,1.0,5.0,15.0,9.0,3.0,9.0,1.0,3.0,2.0,2.0,10.0,12.0,0.0,0.0,4.0,2.0,51%,49%,5.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,8.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,6.0,0.0,1.0,47%,53%,3.0,9.0,2.0,1.0,0.0,3.0,1.0,5.0,7.0,5.0,2.0,7.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-16-Celta Vigo-Levante,laliga,home,Celta Vigo,Levante,16.01.2016,4,3,2015-2016,57%,43%,14.0,17.0,6.0,7.0,3.0,7.0,5.0,3.0,17.0,18.0,6.0,2.0,5.0,1.0,4.0,2.0,14.0,16.0,0.0,0.0,1.0,4.0,66%,34%,6.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,8.0,10.0,4.0,1.0,1.0,0.0,2.0,0.0,9.0,8.0,1.0,2.0,48%,52%,8.0,13.0,4.0,5.0,2.0,5.0,2.0,3.0,9.0,8.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-16-Real Sociedad-Dep. La Coruna,laliga,home,Real Sociedad,Dep. La Coruna,16.01.2016,1,1,2015-2016,64%,36%,16.0,7.0,6.0,4.0,6.0,3.0,4.0,0.0,16.0,12.0,9.0,4.0,4.0,5.0,3.0,5.0,9.0,11.0,0.0,0.0,1.0,3.0,64%,36%,9.0,5.0,5.0,2.0,2.0,3.0,2.0,0.0,5.0,6.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,0.0,0.0,64%,36%,7.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,11.0,6.0,5.0,2.0,3.0,4.0,2.0,0.0,4.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-16-Sevilla-Malaga,laliga,home,Sevilla,Malaga,16.01.2016,2,1,2015-2016,54%,46%,8.0,14.0,4.0,3.0,3.0,5.0,1.0,6.0,20.0,24.0,6.0,4.0,5.0,0.0,2.0,2.0,21.0,21.0,1.0,1.0,4.0,4.0,58%,42%,4.0,6.0,2.0,1.0,2.0,3.0,0.0,2.0,10.0,12.0,4.0,1.0,2.0,0.0,1.0,0.0,10.0,10.0,2.0,1.0,50%,50%,4.0,8.0,2.0,2.0,1.0,2.0,1.0,4.0,10.0,12.0,2.0,3.0,3.0,0.0,1.0,2.0,11.0,11.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-16-Villarreal-Betis,laliga,home,Villarreal,Betis,16.01.2016,0,0,2015-2016,50%,50%,9.0,15.0,2.0,2.0,4.0,7.0,3.0,6.0,14.0,12.0,7.0,11.0,0.0,3.0,2.0,2.0,12.0,11.0,0.0,0.0,2.0,1.0,46%,54%,6.0,7.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,9.0,2.0,5.0,0.0,2.0,2.0,2.0,9.0,3.0,1.0,0.0,54%,46%,3.0,8.0,0.0,0.0,1.0,5.0,2.0,3.0,9.0,3.0,5.0,6.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-17-Barcelona-Ath Bilbao,laliga,home,Barcelona,Ath Bilbao,17.01.2016,6,0,2015-2016,77%,23%,20.0,9.0,8.0,3.0,10.0,3.0,2.0,3.0,7.0,10.0,6.0,2.0,4.0,1.0,3.0,2.0,6.0,7.0,0.0,1.0,2.0,2.0,75%,25%,13.0,4.0,3.0,1.0,8.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,79%,21%,7.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,2.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-17-Getafe-Espanyol,laliga,home,Getafe,Espanyol,17.01.2016,3,1,2015-2016,36%,64%,18.0,13.0,4.0,6.0,10.0,7.0,4.0,0.0,16.0,11.0,3.0,7.0,1.0,3.0,5.0,1.0,12.0,13.0,0.0,0.0,2.0,2.0,41%,59%,11.0,5.0,2.0,3.0,6.0,2.0,3.0,0.0,6.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,30%,70%,7.0,8.0,2.0,3.0,4.0,5.0,1.0,0.0,10.0,9.0,0.0,6.0,1.0,1.0,3.0,1.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-17-Las Palmas-Atl. Madrid,laliga,home,Las Palmas,Atl. Madrid,17.01.2016,0,3,2015-2016,59%,41%,11.0,11.0,3.0,5.0,5.0,1.0,3.0,5.0,22.0,7.0,3.0,4.0,0.0,1.0,2.0,3.0,7.0,21.0,0.0,0.0,0.0,2.0,57%,43%,6.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,9.0,0.0,1.0,61%,39%,5.0,9.0,0.0,4.0,3.0,1.0,2.0,4.0,13.0,5.0,1.0,3.0,0.0,1.0,2.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-17-Real Madrid-Gijon,laliga,home,Real Madrid,Gijon,17.01.2016,5,1,2015-2016,67%,33%,17.0,9.0,10.0,2.0,4.0,4.0,3.0,3.0,15.0,15.0,4.0,4.0,5.0,1.0,1.0,5.0,10.0,15.0,0.0,0.0,1.0,1.0,73%,27%,12.0,4.0,7.0,1.0,3.0,0.0,2.0,3.0,6.0,8.0,3.0,1.0,5.0,0.0,1.0,2.0,3.0,7.0,0.0,0.0,60%,40%,5.0,5.0,3.0,1.0,1.0,4.0,1.0,0.0,9.0,7.0,1.0,3.0,0.0,1.0,0.0,3.0,7.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-17-Valencia-Rayo Vallecano,laliga,home,Valencia,Rayo Vallecano,17.01.2016,2,2,2015-2016,51%,49%,13.0,18.0,5.0,8.0,3.0,5.0,5.0,5.0,18.0,23.0,7.0,9.0,5.0,0.0,6.0,3.0,17.0,20.0,0.0,0.0,1.0,3.0,45%,55%,3.0,8.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,11.0,3.0,5.0,1.0,0.0,3.0,1.0,9.0,6.0,0.0,1.0,57%,43%,10.0,10.0,4.0,4.0,2.0,2.0,4.0,4.0,13.0,12.0,4.0,4.0,4.0,0.0,3.0,2.0,8.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-18-Eibar-Granada CF,laliga,home,Eibar,Granada CF,18.01.2016,5,1,2015-2016,54%,46%,12.0,4.0,7.0,1.0,2.0,3.0,3.0,0.0,20.0,15.0,3.0,2.0,3.0,3.0,0.0,2.0,11.0,17.0,0.0,0.0,1.0,4.0,60%,40%,7.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,9.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,9.0,1.0,3.0,48%,52%,5.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,11.0,9.0,0.0,1.0,3.0,3.0,0.0,1.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-22-Gijon-Real Sociedad,laliga,home,Gijon,Real Sociedad,22.01.2016,5,1,2015-2016,43%,57%,11.0,9.0,7.0,3.0,2.0,4.0,2.0,2.0,12.0,14.0,6.0,2.0,3.0,1.0,2.0,2.0,13.0,12.0,0.0,0.0,2.0,2.0,40%,60%,5.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,2.0,1.0,46%,54%,6.0,6.0,4.0,1.0,2.0,3.0,0.0,2.0,9.0,8.0,3.0,2.0,2.0,1.0,1.0,2.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-23-Espanyol-Villarreal,laliga,home,Espanyol,Villarreal,23.01.2016,2,2,2015-2016,45%,55%,11.0,14.0,5.0,5.0,4.0,7.0,2.0,2.0,16.0,11.0,3.0,9.0,1.0,4.0,3.0,3.0,12.0,15.0,1.0,0.0,5.0,1.0,54%,46%,5.0,6.0,3.0,3.0,2.0,2.0,0.0,1.0,10.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,9.0,1.0,0.0,36%,64%,6.0,8.0,2.0,2.0,2.0,5.0,2.0,1.0,6.0,7.0,2.0,8.0,0.0,1.0,1.0,2.0,9.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-23-Granada CF-Getafe,laliga,home,Granada CF,Getafe,23.01.2016,3,2,2015-2016,50%,50%,20.0,9.0,9.0,2.0,9.0,4.0,2.0,3.0,16.0,17.0,5.0,3.0,4.0,0.0,0.0,6.0,12.0,16.0,0.0,0.0,3.0,3.0,58%,42%,9.0,3.0,4.0,0.0,4.0,2.0,1.0,1.0,7.0,7.0,2.0,2.0,1.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,42%,58%,11.0,6.0,5.0,2.0,5.0,2.0,1.0,2.0,9.0,10.0,3.0,1.0,3.0,0.0,0.0,4.0,7.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-23-Malaga-Barcelona,laliga,home,Malaga,Barcelona,23.01.2016,1,2,2015-2016,34%,66%,15.0,12.0,9.0,6.0,4.0,4.0,2.0,2.0,10.0,18.0,4.0,3.0,1.0,4.0,4.0,8.0,16.0,9.0,0.0,0.0,3.0,3.0,32%,68%,9.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,5.0,6.0,4.0,1.0,0.0,1.0,3.0,3.0,7.0,5.0,1.0,1.0,36%,64%,6.0,8.0,5.0,2.0,1.0,4.0,0.0,2.0,5.0,12.0,0.0,2.0,1.0,3.0,1.0,5.0,9.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-23-Rayo Vallecano-Celta Vigo,laliga,home,Rayo Vallecano,Celta Vigo,23.01.2016,3,0,2015-2016,57%,43%,26.0,3.0,10.0,1.0,13.0,1.0,3.0,1.0,18.0,21.0,7.0,1.0,1.0,5.0,1.0,7.0,20.0,13.0,0.0,0.0,3.0,5.0,59%,41%,17.0,0.0,7.0,0.0,7.0,0.0,3.0,0.0,11.0,7.0,4.0,0.0,0.0,5.0,0.0,4.0,7.0,6.0,0.0,4.0,55%,45%,9.0,3.0,3.0,1.0,6.0,1.0,0.0,1.0,7.0,14.0,3.0,1.0,1.0,0.0,1.0,3.0,13.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-24-Ath Bilbao-Eibar,laliga,home,Ath Bilbao,Eibar,24.01.2016,5,2,2015-2016,55%,45%,10.0,9.0,5.0,2.0,5.0,6.0,0.0,1.0,15.0,14.0,7.0,2.0,2.0,1.0,0.0,0.0,13.0,14.0,0.0,0.0,2.0,2.0,64%,36%,5.0,4.0,3.0,1.0,2.0,2.0,0.0,1.0,9.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,45%,55%,5.0,5.0,2.0,1.0,3.0,4.0,0.0,0.0,6.0,8.0,4.0,1.0,1.0,1.0,0.0,0.0,8.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-24-Atl. Madrid-Sevilla,laliga,home,Atl. Madrid,Sevilla,24.01.2016,0,0,2015-2016,70%,30%,21.0,7.0,3.0,1.0,12.0,3.0,6.0,3.0,12.0,14.0,8.0,5.0,2.0,1.0,1.0,3.0,13.0,13.0,0.0,1.0,4.0,5.0,66%,34%,9.0,6.0,0.0,1.0,7.0,3.0,2.0,2.0,7.0,8.0,2.0,4.0,2.0,0.0,1.0,0.0,6.0,7.0,1.0,2.0,74%,26%,12.0,1.0,3.0,0.0,5.0,0.0,4.0,1.0,5.0,6.0,6.0,1.0,0.0,1.0,0.0,3.0,7.0,6.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-24-Betis-Real Madrid,laliga,home,Betis,Real Madrid,24.01.2016,1,1,2015-2016,36%,64%,4.0,18.0,2.0,8.0,2.0,7.0,0.0,3.0,17.0,17.0,1.0,9.0,0.0,4.0,7.0,1.0,17.0,13.0,0.0,0.0,3.0,2.0,45%,55%,3.0,6.0,2.0,2.0,1.0,3.0,0.0,1.0,8.0,9.0,1.0,3.0,0.0,2.0,2.0,1.0,9.0,6.0,0.0,0.0,25%,75%,1.0,12.0,0.0,6.0,1.0,4.0,0.0,2.0,9.0,8.0,0.0,6.0,0.0,2.0,5.0,0.0,8.0,7.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-24-Dep. La Coruna-Valencia,laliga,home,Dep. La Coruna,Valencia,24.01.2016,1,1,2015-2016,48%,52%,10.0,10.0,2.0,3.0,4.0,5.0,4.0,2.0,14.0,18.0,8.0,6.0,6.0,5.0,2.0,1.0,13.0,9.0,0.0,0.0,3.0,3.0,55%,45%,7.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,6.0,5.0,3.0,2.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,41%,59%,3.0,6.0,1.0,1.0,2.0,4.0,0.0,1.0,9.0,12.0,3.0,3.0,4.0,4.0,0.0,1.0,9.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-25-Levante-Las Palmas,laliga,home,Levante,Las Palmas,25.01.2016,3,2,2015-2016,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-30-Barcelona-Atl. Madrid,laliga,home,Barcelona,Atl. Madrid,30.01.2016,2,1,2015-2016,71%,29%,10.0,7.0,4.0,4.0,4.0,3.0,2.0,0.0,18.0,10.0,8.0,6.0,3.0,2.0,3.0,2.0,7.0,18.0,0.0,2.0,0.0,5.0,70%,30%,6.0,5.0,3.0,2.0,1.0,3.0,2.0,0.0,11.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,11.0,0.0,3.0,72%,28%,4.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,7.0,5.0,7.0,3.0,2.0,1.0,2.0,1.0,3.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-30-Eibar-Malaga,laliga,home,Eibar,Malaga,30.01.2016,1,2,2015-2016,56%,44%,11.0,7.0,3.0,4.0,6.0,3.0,2.0,0.0,19.0,10.0,1.0,2.0,1.0,3.0,2.0,2.0,9.0,15.0,0.0,0.0,1.0,3.0,52%,48%,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,60%,40%,9.0,4.0,2.0,2.0,5.0,2.0,2.0,0.0,11.0,7.0,1.0,2.0,0.0,2.0,1.0,1.0,7.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-30-Getafe-Ath Bilbao,laliga,home,Getafe,Ath Bilbao,30.01.2016,0,1,2015-2016,58%,42%,11.0,13.0,3.0,3.0,6.0,6.0,2.0,4.0,20.0,13.0,7.0,5.0,1.0,2.0,2.0,3.0,13.0,18.0,1.0,0.0,4.0,5.0,55%,45%,3.0,7.0,0.0,2.0,1.0,3.0,2.0,2.0,10.0,7.0,3.0,4.0,1.0,1.0,1.0,0.0,6.0,9.0,2.0,0.0,61%,39%,8.0,6.0,3.0,1.0,5.0,3.0,0.0,2.0,10.0,6.0,4.0,1.0,0.0,1.0,1.0,3.0,7.0,9.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-30-Real Sociedad-Betis,laliga,home,Real Sociedad,Betis,30.01.2016,2,1,2015-2016,46%,54%,11.0,8.0,4.0,1.0,3.0,3.0,4.0,4.0,12.0,18.0,3.0,4.0,5.0,3.0,0.0,2.0,13.0,9.0,0.0,0.0,1.0,4.0,52%,48%,3.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,5.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,4.0,0.0,1.0,40%,60%,8.0,5.0,2.0,1.0,2.0,3.0,4.0,1.0,7.0,10.0,1.0,2.0,4.0,2.0,0.0,2.0,6.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-30-Villarreal-Granada CF,laliga,home,Villarreal,Granada CF,30.01.2016,1,0,2015-2016,56%,44%,12.0,7.0,6.0,2.0,6.0,3.0,0.0,2.0,11.0,15.0,8.0,0.0,5.0,1.0,2.0,5.0,10.0,11.0,0.0,0.0,4.0,3.0,64%,36%,8.0,4.0,5.0,2.0,3.0,2.0,0.0,0.0,7.0,6.0,5.0,0.0,3.0,1.0,2.0,5.0,3.0,6.0,1.0,2.0,48%,52%,4.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,4.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-31-Las Palmas-Celta Vigo,laliga,home,Las Palmas,Celta Vigo,31.01.2016,2,1,2015-2016,58%,42%,13.0,5.0,5.0,2.0,4.0,0.0,4.0,3.0,18.0,14.0,7.0,3.0,1.0,2.0,1.0,3.0,13.0,18.0,0.0,1.0,6.0,5.0,47%,53%,9.0,5.0,3.0,2.0,4.0,0.0,2.0,3.0,8.0,6.0,5.0,2.0,0.0,2.0,1.0,2.0,7.0,7.0,3.0,3.0,69%,31%,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,8.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,11.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-01-31-Real Madrid-Espanyol,laliga,home,Real Madrid,Espanyol,31.01.2016,6,0,2015-2016,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
