match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Red Cards,opponent 1st half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,Match Pass Success %,opponent Match Pass Success %,Match Total Passes,opponent Match Total Passes,1st half Goal Kicks,opponent 1st half Goal Kicks,1st half Pass Success %,opponent 1st half Pass Success %,1st half Total Passes,opponent 1st half Total Passes,2nd half Goal Kicks,opponent 2nd half Goal Kicks,2nd half Pass Success %,opponent 2nd half Pass Success %,2nd half Total Passes,opponent 2nd half Total Passes,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
laliga-2015-2016-2015-09-11-Levante-Sevilla,laliga,home,Levante,Sevilla,11.09.2015,1,1,2015-2016,51%,49%,14.0,8.0,4.0,3.0,7.0,3.0,3.0,2.0,10.0,11.0,5.0,4.0,1.0,2.0,2.0,3.0,12.0,8.0,0.0,0.0,3.0,3.0,49%,51%,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,2.0,53%,47%,13.0,5.0,3.0,1.0,7.0,2.0,3.0,2.0,4.0,10.0,3.0,3.0,1.0,2.0,1.0,2.0,10.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-12-Atl. Madrid-Barcelona,laliga,home,Atl. Madrid,Barcelona,12.09.2015,1,2,2015-2016,30%,70%,11.0,13.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,18.0,1.0,10.0,3.0,0.0,3.0,2.0,17.0,5.0,0.0,0.0,3.0,1.0,28%,72%,5.0,6.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,9.0,1.0,5.0,1.0,0.0,1.0,0.0,8.0,3.0,2.0,1.0,32%,68%,6.0,7.0,3.0,4.0,2.0,3.0,1.0,0.0,2.0,9.0,0.0,5.0,2.0,0.0,2.0,2.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-12-Betis-Real Sociedad,laliga,home,Betis,Real Sociedad,12.09.2015,1,0,2015-2016,40%,60%,9.0,15.0,2.0,3.0,6.0,7.0,1.0,5.0,15.0,13.0,2.0,4.0,2.0,6.0,3.0,1.0,12.0,9.0,1.0,0.0,6.0,3.0,53%,47%,8.0,5.0,2.0,1.0,5.0,2.0,1.0,2.0,7.0,9.0,2.0,0.0,1.0,2.0,1.0,1.0,9.0,5.0,4.0,2.0,27%,73%,1.0,10.0,0.0,2.0,1.0,5.0,0.0,3.0,8.0,4.0,0.0,4.0,1.0,4.0,2.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-12-Espanyol-Real Madrid,laliga,home,Espanyol,Real Madrid,12.09.2015,0,6,2015-2016,53%,47%,14.0,15.0,3.0,8.0,6.0,5.0,5.0,2.0,12.0,17.0,5.0,6.0,0.0,4.0,2.0,3.0,19.0,10.0,0.0,0.0,2.0,2.0,57%,43%,7.0,7.0,2.0,5.0,2.0,2.0,3.0,0.0,6.0,8.0,3.0,0.0,0.0,4.0,1.0,2.0,10.0,4.0,1.0,1.0,49%,51%,7.0,8.0,1.0,3.0,4.0,3.0,2.0,2.0,6.0,9.0,2.0,6.0,0.0,0.0,1.0,1.0,9.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-12-Gijon-Valencia,laliga,home,Gijon,Valencia,12.09.2015,0,1,2015-2016,41%,59%,16.0,17.0,8.0,3.0,4.0,7.0,4.0,7.0,14.0,19.0,5.0,6.0,3.0,4.0,2.0,8.0,16.0,11.0,0.0,0.0,3.0,3.0,41%,59%,3.0,7.0,2.0,0.0,0.0,4.0,1.0,3.0,8.0,9.0,2.0,2.0,0.0,3.0,0.0,2.0,9.0,6.0,1.0,2.0,41%,59%,13.0,10.0,6.0,3.0,4.0,3.0,3.0,4.0,6.0,10.0,3.0,4.0,3.0,1.0,2.0,6.0,7.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-13-Ath Bilbao-Getafe,laliga,home,Ath Bilbao,Getafe,13.09.2015,3,1,2015-2016,54%,46%,14.0,11.0,6.0,3.0,6.0,4.0,2.0,4.0,17.0,20.0,12.0,5.0,8.0,2.0,2.0,3.0,12.0,15.0,0.0,0.0,1.0,4.0,57%,43%,5.0,5.0,3.0,2.0,2.0,2.0,0.0,1.0,10.0,12.0,6.0,3.0,5.0,2.0,2.0,1.0,7.0,8.0,0.0,0.0,51%,49%,9.0,6.0,3.0,1.0,4.0,2.0,2.0,3.0,7.0,8.0,6.0,2.0,3.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-13-Celta Vigo-Las Palmas,laliga,home,Celta Vigo,Las Palmas,13.09.2015,3,3,2015-2016,64%,36%,25.0,9.0,12.0,4.0,7.0,5.0,6.0,0.0,15.0,20.0,7.0,2.0,1.0,1.0,1.0,9.0,19.0,14.0,0.0,1.0,0.0,3.0,58%,42%,13.0,5.0,6.0,2.0,3.0,3.0,4.0,0.0,8.0,12.0,3.0,1.0,0.0,1.0,1.0,4.0,12.0,8.0,0.0,0.0,70%,30%,12.0,4.0,6.0,2.0,4.0,2.0,2.0,0.0,7.0,8.0,4.0,1.0,1.0,0.0,0.0,5.0,7.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-13-Granada CF-Villarreal,laliga,home,Granada CF,Villarreal,13.09.2015,1,3,2015-2016,52%,48%,13.0,8.0,2.0,5.0,7.0,2.0,4.0,1.0,26.0,16.0,8.0,6.0,0.0,6.0,2.0,1.0,15.0,21.0,0.0,0.0,2.0,4.0,47%,53%,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,14.0,9.0,2.0,3.0,0.0,5.0,0.0,0.0,9.0,10.0,1.0,1.0,57%,43%,11.0,6.0,2.0,5.0,6.0,1.0,3.0,0.0,12.0,7.0,6.0,3.0,0.0,1.0,2.0,1.0,6.0,11.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-13-Malaga-Eibar,laliga,home,Malaga,Eibar,13.09.2015,0,0,2015-2016,54%,46%,10.0,7.0,4.0,0.0,6.0,5.0,0.0,2.0,14.0,13.0,7.0,3.0,3.0,2.0,0.0,4.0,11.0,13.0,0.0,0.0,2.0,4.0,59%,41%,5.0,5.0,3.0,0.0,2.0,3.0,0.0,2.0,5.0,4.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,49%,51%,5.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,9.0,9.0,3.0,0.0,2.0,2.0,0.0,1.0,8.0,8.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-14-Rayo Vallecano-Dep. La Coruna,laliga,home,Rayo Vallecano,Dep. La Coruna,14.09.2015,1,3,2015-2016,64%,36%,8.0,14.0,2.0,8.0,4.0,4.0,2.0,2.0,15.0,16.0,5.0,4.0,4.0,5.0,5.0,1.0,12.0,10.0,1.0,0.0,2.0,2.0,65%,35%,5.0,5.0,2.0,4.0,2.0,0.0,1.0,1.0,8.0,7.0,4.0,0.0,2.0,2.0,2.0,1.0,5.0,6.0,1.0,2.0,63%,37%,3.0,9.0,0.0,4.0,2.0,4.0,1.0,1.0,7.0,9.0,1.0,4.0,2.0,3.0,3.0,0.0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-18-Getafe-Malaga,laliga,home,Getafe,Malaga,18.09.2015,1,0,2015-2016,39%,61%,10.0,13.0,4.0,3.0,5.0,6.0,1.0,4.0,19.0,15.0,4.0,7.0,0.0,7.0,3.0,3.0,18.0,11.0,0.0,0.0,5.0,2.0,41%,59%,5.0,4.0,1.0,0.0,3.0,3.0,1.0,1.0,12.0,8.0,4.0,2.0,0.0,6.0,0.0,0.0,9.0,5.0,3.0,2.0,37%,63%,5.0,9.0,3.0,3.0,2.0,3.0,0.0,3.0,7.0,7.0,0.0,5.0,0.0,1.0,3.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-19-Eibar-Atl. Madrid,laliga,home,Eibar,Atl. Madrid,19.09.2015,0,2,2015-2016,44%,56%,9.0,14.0,3.0,6.0,3.0,7.0,3.0,1.0,8.0,13.0,1.0,4.0,0.0,2.0,4.0,3.0,13.0,7.0,0.0,0.0,2.0,1.0,39%,61%,1.0,9.0,1.0,3.0,0.0,5.0,0.0,1.0,1.0,7.0,0.0,1.0,0.0,1.0,3.0,1.0,7.0,1.0,1.0,0.0,49%,51%,8.0,5.0,2.0,3.0,3.0,2.0,3.0,0.0,7.0,6.0,1.0,3.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-19-Real Madrid-Granada CF,laliga,home,Real Madrid,Granada CF,19.09.2015,1,0,2015-2016,66%,34%,20.0,12.0,10.0,3.0,8.0,5.0,2.0,4.0,16.0,12.0,10.0,1.0,3.0,1.0,3.0,9.0,9.0,15.0,0.0,0.0,1.0,3.0,68%,32%,10.0,5.0,6.0,2.0,4.0,3.0,0.0,0.0,7.0,5.0,6.0,0.0,2.0,1.0,2.0,6.0,3.0,6.0,1.0,1.0,64%,36%,10.0,7.0,4.0,1.0,4.0,2.0,2.0,4.0,9.0,7.0,4.0,1.0,1.0,0.0,1.0,3.0,6.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-19-Real Sociedad-Espanyol,laliga,home,Real Sociedad,Espanyol,19.09.2015,2,3,2015-2016,48%,52%,10.0,18.0,3.0,6.0,7.0,4.0,0.0,8.0,18.0,16.0,7.0,6.0,2.0,3.0,3.0,1.0,15.0,16.0,1.0,0.0,2.0,3.0,54%,46%,4.0,8.0,1.0,2.0,3.0,3.0,0.0,3.0,8.0,10.0,3.0,1.0,2.0,2.0,1.0,0.0,9.0,6.0,1.0,1.0,42%,58%,6.0,10.0,2.0,4.0,4.0,1.0,0.0,5.0,10.0,6.0,4.0,5.0,0.0,1.0,2.0,1.0,6.0,10.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-19-Valencia-Betis,laliga,home,Valencia,Betis,19.09.2015,0,0,2015-2016,65%,35%,22.0,3.0,5.0,1.0,7.0,1.0,10.0,1.0,16.0,21.0,7.0,1.0,3.0,1.0,1.0,5.0,17.0,15.0,0.0,1.0,4.0,4.0,56%,44%,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,0.0,1.0,2.0,8.0,7.0,0.0,2.0,74%,26%,17.0,0.0,3.0,0.0,5.0,0.0,9.0,0.0,9.0,11.0,6.0,0.0,2.0,1.0,0.0,3.0,9.0,8.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-20-Barcelona-Levante,laliga,home,Barcelona,Levante,20.09.2015,4,1,2015-2016,70%,30%,21.0,11.0,8.0,4.0,8.0,4.0,5.0,3.0,19.0,10.0,4.0,4.0,3.0,5.0,3.0,4.0,8.0,16.0,0.0,0.0,0.0,1.0,73%,27%,13.0,2.0,3.0,0.0,6.0,2.0,4.0,0.0,11.0,7.0,3.0,0.0,2.0,3.0,0.0,3.0,6.0,8.0,0.0,1.0,67%,33%,8.0,9.0,5.0,4.0,2.0,2.0,1.0,3.0,8.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-20-Dep. La Coruna-Gijon,laliga,home,Dep. La Coruna,Gijon,20.09.2015,2,3,2015-2016,63%,37%,19.0,4.0,9.0,4.0,5.0,0.0,5.0,0.0,18.0,12.0,8.0,3.0,1.0,2.0,1.0,7.0,11.0,16.0,0.0,0.0,3.0,3.0,62%,38%,9.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,7.0,3.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,64%,36%,10.0,1.0,6.0,1.0,2.0,0.0,2.0,0.0,11.0,9.0,3.0,2.0,0.0,0.0,1.0,6.0,9.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-20-Las Palmas-Rayo Vallecano,laliga,home,Las Palmas,Rayo Vallecano,20.09.2015,0,1,2015-2016,49%,51%,8.0,17.0,2.0,6.0,6.0,8.0,0.0,3.0,18.0,17.0,3.0,5.0,3.0,1.0,5.0,2.0,13.0,19.0,0.0,0.0,3.0,5.0,45%,55%,6.0,6.0,2.0,2.0,4.0,2.0,0.0,2.0,13.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,14.0,1.0,3.0,53%,47%,2.0,11.0,0.0,4.0,2.0,6.0,0.0,1.0,5.0,10.0,2.0,3.0,2.0,0.0,4.0,0.0,7.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-20-Sevilla-Celta Vigo,laliga,home,Sevilla,Celta Vigo,20.09.2015,1,2,2015-2016,50%,50%,13.0,15.0,5.0,5.0,6.0,7.0,2.0,3.0,18.0,16.0,5.0,5.0,0.0,4.0,3.0,4.0,16.0,16.0,0.0,1.0,3.0,7.0,41%,59%,2.0,10.0,1.0,3.0,1.0,5.0,0.0,2.0,7.0,7.0,1.0,2.0,0.0,1.0,1.0,1.0,7.0,7.0,1.0,2.0,59%,41%,11.0,5.0,4.0,2.0,5.0,2.0,2.0,1.0,11.0,9.0,4.0,3.0,0.0,3.0,2.0,3.0,9.0,9.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-20-Villarreal-Ath Bilbao,laliga,home,Villarreal,Ath Bilbao,20.09.2015,3,1,2015-2016,46%,54%,14.0,11.0,7.0,2.0,5.0,7.0,2.0,2.0,6.0,22.0,9.0,4.0,6.0,0.0,1.0,4.0,17.0,6.0,0.0,0.0,4.0,4.0,43%,57%,6.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,13.0,5.0,0.0,5.0,0.0,0.0,2.0,9.0,3.0,2.0,1.0,49%,51%,8.0,9.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,9.0,4.0,4.0,1.0,0.0,1.0,2.0,8.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-22-Atl. Madrid-Getafe,laliga,home,Atl. Madrid,Getafe,22.09.2015,2,0,2015-2016,54%,46%,12.0,6.0,3.0,2.0,6.0,2.0,3.0,2.0,10.0,18.0,6.0,1.0,4.0,0.0,2.0,1.0,14.0,10.0,0.0,0.0,3.0,2.0,58%,42%,5.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,5.0,10.0,3.0,0.0,4.0,0.0,2.0,0.0,6.0,4.0,2.0,1.0,50%,50%,7.0,3.0,2.0,0.0,4.0,1.0,1.0,2.0,5.0,8.0,3.0,1.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-22-Espanyol-Valencia,laliga,home,Espanyol,Valencia,22.09.2015,1,0,2015-2016,50%,50%,17.0,10.0,5.0,4.0,6.0,4.0,6.0,2.0,14.0,22.0,7.0,6.0,1.0,0.0,4.0,4.0,22.0,14.0,0.0,0.0,5.0,7.0,51%,49%,5.0,6.0,3.0,2.0,0.0,3.0,2.0,1.0,8.0,14.0,3.0,2.0,0.0,0.0,2.0,2.0,15.0,8.0,3.0,2.0,49%,51%,12.0,4.0,2.0,2.0,6.0,1.0,4.0,1.0,6.0,8.0,4.0,4.0,1.0,0.0,2.0,2.0,7.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-22-Granada CF-Real Sociedad,laliga,home,Granada CF,Real Sociedad,22.09.2015,0,3,2015-2016,52%,48%,11.0,8.0,1.0,5.0,5.0,2.0,5.0,1.0,20.0,24.0,4.0,3.0,4.0,2.0,2.0,1.0,20.0,18.0,0.0,0.0,5.0,4.0,49%,51%,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,12.0,0.0,1.0,2.0,1.0,0.0,0.0,10.0,8.0,2.0,1.0,55%,45%,10.0,6.0,1.0,3.0,4.0,2.0,5.0,1.0,9.0,12.0,4.0,2.0,2.0,1.0,2.0,1.0,10.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-23-Ath Bilbao-Real Madrid,laliga,home,Ath Bilbao,Real Madrid,23.09.2015,1,2,2015-2016,50%,50%,11.0,22.0,5.0,6.0,3.0,10.0,3.0,6.0,10.0,16.0,6.0,8.0,0.0,2.0,4.0,4.0,17.0,10.0,0.0,0.0,4.0,3.0,45%,55%,4.0,16.0,1.0,5.0,2.0,6.0,1.0,5.0,6.0,7.0,3.0,4.0,0.0,0.0,4.0,1.0,5.0,5.0,0.0,0.0,55%,45%,7.0,6.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,9.0,3.0,4.0,0.0,2.0,0.0,3.0,12.0,5.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-23-Celta Vigo-Barcelona,laliga,home,Celta Vigo,Barcelona,23.09.2015,4,1,2015-2016,43%,57%,18.0,18.0,5.0,7.0,8.0,8.0,5.0,3.0,4.0,25.0,5.0,10.0,7.0,0.0,6.0,1.0,19.0,4.0,0.0,0.0,2.0,2.0,48%,52%,9.0,5.0,2.0,2.0,4.0,0.0,3.0,3.0,1.0,9.0,3.0,6.0,3.0,0.0,2.0,0.0,6.0,1.0,0.0,1.0,38%,62%,9.0,13.0,3.0,5.0,4.0,8.0,2.0,0.0,3.0,16.0,2.0,4.0,4.0,0.0,4.0,1.0,13.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-23-Las Palmas-Sevilla,laliga,home,Las Palmas,Sevilla,23.09.2015,2,0,2015-2016,44%,56%,12.0,17.0,4.0,3.0,3.0,9.0,5.0,5.0,20.0,13.0,5.0,5.0,4.0,7.0,3.0,2.0,9.0,13.0,0.0,0.0,3.0,4.0,48%,52%,7.0,4.0,2.0,1.0,2.0,3.0,3.0,0.0,11.0,9.0,2.0,0.0,2.0,3.0,1.0,1.0,7.0,8.0,2.0,1.0,40%,60%,5.0,13.0,2.0,2.0,1.0,6.0,2.0,5.0,9.0,4.0,3.0,5.0,2.0,4.0,2.0,1.0,2.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-23-Levante-Eibar,laliga,home,Levante,Eibar,23.09.2015,2,2,2015-2016,59%,41%,12.0,10.0,2.0,4.0,6.0,2.0,4.0,4.0,29.0,14.0,4.0,7.0,1.0,6.0,2.0,0.0,13.0,23.0,0.0,0.0,2.0,5.0,59%,41%,6.0,5.0,0.0,3.0,3.0,1.0,3.0,1.0,12.0,6.0,2.0,4.0,0.0,2.0,2.0,0.0,6.0,10.0,0.0,2.0,59%,41%,6.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,17.0,8.0,2.0,3.0,1.0,4.0,0.0,0.0,7.0,13.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2015-09-23-Malaga-Villarreal,laliga,home,Malaga,Villarreal,23.09.2015,0,1,2015-2016,57%,43%,15.0,10.0,4.0,4.0,5.0,4.0,6.0,2.0,17.0,19.0,8.0,5.0,2.0,3.0,3.0,4.0,18.0,14.0,0.0,0.0,2.0,3.0,62%,38%,3.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,11.0,11.0,4.0,2.0,0.0,2.0,3.0,1.0,9.0,9.0,1.0,1.0,52%,48%,12.0,6.0,3.0,1.0,3.0,3.0,6.0,2.0,6.0,8.0,4.0,3.0,2.0,1.0,0.0,3.0,9.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
