match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Blocked Shots,opponent Match Blocked Shots,1st half Blocked Shots,opponent 1st half Blocked Shots,2nd half Blocked Shots,opponent 2nd half Blocked Shots,Match Pass Success %,opponent Match Pass Success %,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,2nd half Pass Success %,opponent 2nd half Pass Success %,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
ligue-1-2016-2017-2017-01-14-Angers-Bordeaux,ligue-1,home,Angers,Bordeaux,14.01.2017,1,1,2016-2017,46%,54%,7.0,10.0,3.0,1.0,2.0,8.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,15.0,16.0,4.0,3.0,40%,60%,3.0,5.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,7.0,6.0,2.0,1.0,52%,48%,4.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-14-Lorient-Guingamp,ligue-1,home,Lorient,Guingamp,14.01.2017,3,1,2016-2017,57%,43%,16.0,12.0,5.0,7.0,5.0,5.0,0.0,0.0,3.0,6.0,2.0,3.0,6.0,2.0,12.0,14.0,2.0,3.0,53%,47%,5.0,5.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,5.0,6.0,0.0,1.0,61%,39%,11.0,7.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,1.0,7.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-14-Montpellier-Dijon,ligue-1,home,Montpellier,Dijon,14.01.2017,1,1,2016-2017,54%,46%,24.0,6.0,3.0,2.0,12.0,4.0,0.0,0.0,14.0,5.0,1.0,3.0,1.0,2.0,8.0,12.0,0.0,0.0,56%,44%,15.0,4.0,0.0,1.0,8.0,3.0,0.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,52%,48%,9.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,8.0,4.0,1.0,1.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-14-Nancy-Bastia,ligue-1,home,Nancy,Bastia,14.01.2017,1,0,2016-2017,50%,50%,15.0,11.0,4.0,2.0,8.0,2.0,0.0,0.0,6.0,5.0,7.0,1.0,2.0,3.0,10.0,3.0,2.0,0.0,58%,42%,4.0,7.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,42%,58%,11.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-14-Rennes-Paris SG,ligue-1,home,Rennes,Paris SG,14.01.2017,0,1,2016-2017,47%,53%,12.0,9.0,1.0,4.0,7.0,3.0,0.0,0.0,5.0,2.0,0.0,3.0,3.0,1.0,15.0,7.0,0.0,2.0,37%,63%,4.0,5.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,6.0,4.0,0.0,1.0,57%,43%,8.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-14-Toulouse-Nantes,ligue-1,home,Toulouse,Nantes,14.01.2017,0,1,2016-2017,61%,39%,15.0,8.0,4.0,1.0,6.0,7.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,4.0,11.0,17.0,1.0,3.0,62%,38%,7.0,5.0,2.0,1.0,2.0,4.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,6.0,5.0,1.0,0.0,60%,40%,8.0,3.0,2.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,5.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-15-Caen-Lyon,ligue-1,home,Caen,Lyon,15.01.2017,3,2,2016-2017,35%,65%,12.0,16.0,5.0,5.0,4.0,9.0,0.0,0.0,7.0,5.0,0.0,2.0,3.0,2.0,26.0,21.0,3.0,3.0,32%,68%,7.0,7.0,3.0,3.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,13.0,12.0,2.0,1.0,38%,62%,5.0,9.0,2.0,2.0,0.0,6.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,1.0,13.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-15-Marseille-Monaco,ligue-1,home,Marseille,Monaco,15.01.2017,1,4,2016-2017,58%,42%,8.0,14.0,3.0,9.0,3.0,3.0,0.0,0.0,11.0,6.0,4.0,0.0,5.0,2.0,7.0,7.0,1.0,1.0,64%,36%,5.0,8.0,2.0,5.0,3.0,2.0,0.0,0.0,6.0,1.0,2.0,0.0,2.0,1.0,4.0,4.0,0.0,1.0,52%,48%,3.0,6.0,1.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-15-Nice-Metz,ligue-1,home,Nice,Metz,15.01.2017,0,0,2016-2017,61%,39%,12.0,15.0,2.0,3.0,8.0,9.0,0.0,0.0,3.0,4.0,1.0,3.0,3.0,2.0,16.0,13.0,2.0,1.0,63%,37%,7.0,5.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,8.0,8.0,1.0,0.0,59%,41%,5.0,10.0,1.0,2.0,4.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-18-Nantes-Caen,ligue-1,home,Nantes,Caen,18.01.2017,1,0,2016-2017,50%,50%,14.0,7.0,6.0,3.0,8.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,2.0,54%,46%,7.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,46%,54%,7.0,5.0,5.0,3.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-20-Bastia-Nice,ligue-1,home,Bastia,Nice,20.01.2017,1,1,2016-2017,28%,72%,11.0,17.0,2.0,5.0,7.0,8.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,1.0,16.0,8.0,3.0,0.0,35%,65%,9.0,7.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,7.0,3.0,0.0,0.0,20%,80%,2.0,10.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,9.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-21-Bordeaux-Toulouse,ligue-1,home,Bordeaux,Toulouse,21.01.2017,1,0,2016-2017,44%,56%,22.0,8.0,10.0,6.0,8.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0,6.0,9.0,18.0,16.0,2.0,1.0,40%,60%,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,8.0,11.0,0.0,0.0,48%,52%,16.0,5.0,6.0,3.0,8.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,3.0,6.0,10.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-21-Dijon-Lille,ligue-1,home,Dijon,Lille,21.01.2017,0,0,2016-2017,53%,47%,19.0,11.0,4.0,3.0,10.0,4.0,0.0,0.0,10.0,7.0,1.0,2.0,3.0,4.0,17.0,19.0,2.0,2.0,56%,44%,5.0,5.0,1.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,9.0,1.0,1.0,50%,50%,14.0,6.0,3.0,1.0,6.0,2.0,0.0,0.0,8.0,6.0,0.0,1.0,1.0,3.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-21-Guingamp-Rennes,ligue-1,home,Guingamp,Rennes,21.01.2017,1,1,2016-2017,62%,38%,15.0,7.0,4.0,3.0,7.0,3.0,0.0,0.0,4.0,1.0,6.0,3.0,2.0,3.0,11.0,16.0,2.0,4.0,53%,47%,5.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,1.0,4.0,10.0,1.0,3.0,71%,29%,10.0,3.0,2.0,2.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,7.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-21-Metz-Montpellier,ligue-1,home,Metz,Montpellier,21.01.2017,2,0,2016-2017,48%,52%,6.0,15.0,4.0,4.0,2.0,8.0,0.0,0.0,4.0,8.0,6.0,0.0,4.0,2.0,18.0,10.0,1.0,2.0,53%,47%,6.0,5.0,4.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,6.0,5.0,0.0,1.0,43%,57%,0.0,10.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,8.0,5.0,0.0,3.0,0.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-21-Nantes-Paris SG,ligue-1,home,Nantes,Paris SG,21.01.2017,0,2,2016-2017,43%,57%,7.0,15.0,0.0,5.0,4.0,2.0,0.0,0.0,6.0,5.0,0.0,2.0,3.0,0.0,15.0,11.0,2.0,1.0,31%,69%,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,1.0,55%,45%,5.0,12.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-22-Lyon-Marseille,ligue-1,home,Lyon,Marseille,22.01.2017,3,1,2016-2017,57%,43%,20.0,10.0,8.0,4.0,7.0,4.0,0.0,0.0,6.0,8.0,5.0,0.0,3.0,5.0,14.0,18.0,1.0,2.0,56%,44%,10.0,6.0,4.0,2.0,3.0,3.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,3.0,7.0,9.0,1.0,0.0,58%,42%,10.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,2.0,7.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-22-Monaco-Lorient,ligue-1,home,Monaco,Lorient,22.01.2017,4,0,2016-2017,49%,51%,16.0,6.0,7.0,3.0,8.0,3.0,0.0,0.0,3.0,6.0,2.0,2.0,3.0,3.0,7.0,12.0,1.0,1.0,55%,45%,13.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,4.0,7.0,0.0,1.0,42%,58%,3.0,6.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-22-St Etienne-Angers,ligue-1,home,St Etienne,Angers,22.01.2017,2,1,2016-2017,55%,45%,12.0,16.0,4.0,5.0,7.0,8.0,0.0,0.0,6.0,3.0,3.0,0.0,4.0,2.0,8.0,8.0,2.0,3.0,60%,40%,6.0,5.0,2.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,50%,50%,6.0,11.0,2.0,3.0,3.0,5.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-27-Marseille-Montpellier,ligue-1,home,Marseille,Montpellier,27.01.2017,5,1,2016-2017,63%,37%,17.0,19.0,9.0,9.0,4.0,6.0,7.0,15.0,7.0,5.0,3.0,1.0,8.0,4.0,12.0,7.0,1.0,1.0,69%,31%,8.0,11.0,5.0,5.0,2.0,4.0,3.0,8.0,6.0,3.0,1.0,1.0,5.0,2.0,7.0,2.0,0.0,0.0,57%,43%,9.0,8.0,4.0,4.0,2.0,2.0,4.0,7.0,1.0,2.0,2.0,0.0,3.0,2.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-28-Angers-Metz,ligue-1,home,Angers,Metz,28.01.2017,2,1,2016-2017,64%,36%,19.0,4.0,10.0,0.0,7.0,1.0,11.0,10.0,9.0,1.0,1.0,3.0,0.0,8.0,9.0,8.0,0.0,0.0,55%,45%,6.0,1.0,2.0,0.0,3.0,0.0,7.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,73%,27%,13.0,3.0,8.0,0.0,4.0,1.0,4.0,7.0,6.0,1.0,1.0,2.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-28-Bastia-Caen,ligue-1,home,Bastia,Caen,28.01.2017,1,1,2016-2017,50%,50%,11.0,18.0,3.0,5.0,7.0,11.0,15.0,10.0,4.0,9.0,1.0,1.0,4.0,2.0,11.0,14.0,2.0,2.0,51%,49%,9.0,8.0,2.0,1.0,6.0,5.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,7.0,1.0,1.0,49%,51%,2.0,10.0,1.0,4.0,1.0,6.0,8.0,7.0,2.0,6.0,0.0,1.0,4.0,1.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-28-Lorient-Dijon,ligue-1,home,Lorient,Dijon,28.01.2017,2,3,2016-2017,65%,35%,15.0,5.0,6.0,4.0,5.0,0.0,10.0,14.0,2.0,2.0,1.0,1.0,1.0,4.0,13.0,11.0,4.0,3.0,66%,34%,5.0,2.0,0.0,2.0,3.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,64%,36%,10.0,3.0,6.0,2.0,2.0,0.0,5.0,9.0,2.0,0.0,1.0,1.0,0.0,4.0,8.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-28-Lyon-Lille,ligue-1,home,Lyon,Lille,28.01.2017,1,2,2016-2017,68%,32%,13.0,9.0,6.0,4.0,6.0,4.0,15.0,18.0,4.0,1.0,1.0,0.0,2.0,5.0,18.0,15.0,1.0,3.0,63%,37%,4.0,6.0,2.0,3.0,1.0,3.0,7.0,13.0,2.0,0.0,0.0,0.0,2.0,2.0,13.0,7.0,0.0,1.0,73%,27%,9.0,3.0,4.0,1.0,5.0,1.0,8.0,5.0,2.0,1.0,1.0,0.0,0.0,3.0,5.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-28-Nancy-Bordeaux,ligue-1,home,Nancy,Bordeaux,28.01.2017,0,2,2016-2017,52%,48%,11.0,9.0,1.0,3.0,8.0,4.0,9.0,11.0,6.0,8.0,0.0,0.0,1.0,1.0,11.0,9.0,0.0,2.0,50%,50%,4.0,2.0,0.0,1.0,3.0,1.0,4.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,2.0,54%,46%,7.0,7.0,1.0,2.0,5.0,3.0,5.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-28-Rennes-Nantes,ligue-1,home,Rennes,Nantes,28.01.2017,1,1,2016-2017,55%,45%,7.0,10.0,1.0,3.0,5.0,5.0,17.0,15.0,3.0,2.0,3.0,4.0,2.0,0.0,10.0,15.0,3.0,1.0,51%,49%,2.0,5.0,0.0,3.0,2.0,1.0,5.0,9.0,1.0,2.0,1.0,2.0,2.0,0.0,6.0,5.0,1.0,0.0,59%,41%,5.0,5.0,1.0,0.0,3.0,4.0,12.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-29-Nice-Guingamp,ligue-1,home,Nice,Guingamp,29.01.2017,3,1,2016-2017,53%,47%,9.0,13.0,4.0,4.0,3.0,6.0,22.0,15.0,3.0,7.0,0.0,1.0,3.0,1.0,14.0,21.0,3.0,3.0,63%,37%,7.0,3.0,3.0,1.0,2.0,2.0,7.0,11.0,2.0,0.0,0.0,0.0,1.0,1.0,10.0,7.0,2.0,1.0,43%,57%,2.0,10.0,1.0,3.0,1.0,4.0,15.0,4.0,1.0,7.0,0.0,1.0,2.0,0.0,4.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-29-Paris SG-Monaco,ligue-1,home,Paris SG,Monaco,29.01.2017,1,1,2016-2017,54%,46%,11.0,14.0,4.0,7.0,5.0,3.0,11.0,17.0,4.0,13.0,4.0,1.0,6.0,3.0,13.0,11.0,0.0,1.0,55%,45%,7.0,4.0,3.0,1.0,3.0,2.0,5.0,8.0,1.0,6.0,3.0,1.0,1.0,3.0,5.0,5.0,0.0,0.0,53%,47%,4.0,10.0,1.0,6.0,2.0,1.0,6.0,9.0,3.0,7.0,1.0,0.0,5.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-01-29-Toulouse-St Etienne,ligue-1,home,Toulouse,St Etienne,29.01.2017,0,3,2016-2017,46%,54%,13.0,20.0,3.0,6.0,6.0,7.0,26.0,16.0,3.0,3.0,1.0,6.0,3.0,3.0,17.0,21.0,2.0,4.0,56%,44%,7.0,10.0,3.0,3.0,3.0,2.0,16.0,5.0,3.0,1.0,1.0,3.0,2.0,3.0,5.0,14.0,1.0,2.0,36%,64%,6.0,10.0,0.0,3.0,3.0,5.0,10.0,11.0,0.0,2.0,0.0,3.0,1.0,0.0,12.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2017-02-03-Metz-Marseille,ligue-1,home,Metz,Marseille,03.02.2017,1,0,2016-2017,29%,71%,9.0,11.0,3.0,2.0,5.0,5.0,17.0,14.0,0.0,7.0,2.0,2.0,2.0,2.0,12.0,15.0,1.0,3.0,28%,72%,2.0,5.0,0.0,2.0,1.0,1.0,7.0,6.0,0.0,3.0,2.0,1.0,2.0,0.0,5.0,6.0,0.0,1.0,30%,70%,7.0,6.0,3.0,0.0,4.0,4.0,10.0,8.0,0.0,4.0,0.0,1.0,0.0,2.0,7.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
